N	2gram	Vinokur_Ku_3	RusskieA
1	и в	23	36
2	не только	17	22
3	что в	13	19
4	том что	11	19
5	в том	22	17
6	т е	32	17
7	но и	3	16
8	так как	9	15
9	п в	3	13
10	в этом	16	12
11	это не	3	10
12	как мы	5	10
13	как и	5	10
14	и т	54	10
15	вместе с	2	10
16	потому что	12	10
17	т д	8	9
18	а в	5	9
19	с тем	6	8
20	состоит в	2	8
21	у нас	10	8
22	может быть	14	8
23	один из	4	8
24	е в	2	8
25	о том	6	8
26	как это	7	8
27	что они	2	7
28	что и	6	7
29	так и	6	7
30	между тем	4	7
31	и не	10	6
32	для нас	4	6
33	при этом	6	6
34	уже не	8	6
35	таким образом	9	6
36	мы не	3	6
37	все это	2	6
38	не имеет	3	6
39	то что	4	6
40	этом случае	4	5
41	все же	5	5
42	как бы	5	5
43	в которых	3	5
44	как в	4	5
45	того как	7	5
46	тому что	4	4
47	из этих	5	4
48	в тех	2	4
49	к тому	3	4
50	что на	3	4
51	по существу	3	4
52	еще не	9	4
53	связи с	6	4
54	в некоторых	2	4
55	в их	6	4
56	в россии	2	4
57	так в	2	4
58	не может	6	4
59	в связи	5	4
60	а с	3	4
61	мы имеем	2	4
62	и что	7	4
63	того что	11	4
64	но это	5	4
65	тем что	5	4
66	только в	6	4
67	в русском	2	4
68	слова в	4	3
69	не менее	12	3
70	о чем	2	3
71	что это	3	3
72	в этих	2	3
73	в качестве	2	3
74	в своем	4	3
75	но все	2	3
76	в одном	2	3
77	и к	3	3
78	тем не	9	3
79	на этом	2	3
80	а также	4	3
81	не с	2	3
82	своего рода	2	3
83	не будем	5	3
84	то же	6	3
85	по происхождению	2	3
86	всякого рода	5	3
87	с точки	16	3
88	на этот	2	3
89	так же	2	3
90	ничего не	6	3
91	точки зрения	23	3
92	как например	2	3
93	далеко не	5	3
94	этого слова	4	3
95	в области	14	3
96	не было	4	2
97	и более	3	2
98	независимо от	5	2
99	в частности	2	2
100	могут быть	6	2
101	в нашем	7	2
102	не означает	2	2
103	к другому	2	2
104	только для	2	2
105	не просто	2	2
106	главным образом	2	2
107	что именно	3	2
108	в различных	2	2
109	и как	2	2
110	в дальнейшем	2	2
111	в силу	6	2
112	такой же	2	2
113	к вопросу	2	2
114	но не	3	2
115	на западе	2	2
116	после того	6	2
117	с целью	2	2
118	она не	3	2
119	отнюдь не	3	2
120	чем в	2	2
121	когда он	2	2
122	связь между	3	2
123	как они	2	2
124	в ней	3	2
125	в его	11	2
126	не значит	5	2
127	нас к	2	2
128	и с	3	2
129	в целом	4	2
130	что она	5	2
131	в свете	2	2
132	для этого	6	2
133	в особенности	2	2
134	между прочим	8	2
135	все эти	7	2
136	в какой	3	2
137	на самом	3	2
138	можно говорить	10	2
139	а не	11	2
140	и пр	3	2
141	для обозначения	2	2
142	чем можно	2	2
143	этот вопрос	3	2
144	не случайно	4	2
145	хотя и	5	2
146	на себя	2	2
147	и здесь	2	2
148	но в	2	2
149	мы должны	3	2
150	как он	2	2
151	там где	3	2
152	которые можно	2	2
153	в числе	4	2
