N	2gram	Vygotskiy__1	StatiiOP
1	и в	31	29
2	том что	16	27
3	в том	30	27
4	в этом	12	21
5	но и	2	19
6	что в	23	19
7	не только	13	19
8	о том	7	17
9	что он	7	13
10	в его	6	13
11	у пушкина	3	12
12	то что	32	11
13	все это	8	11
14	в которой	4	11
15	к тому	4	10
16	таким образом	20	10
17	т е	3	10
18	в своем	3	9
19	и т	26	9
20	так и	3	9
21	этом отношении	2	9
22	и не	16	9
23	как на	3	9
24	потому что	10	9
25	он не	3	9
26	по поводу	2	8
27	как раз	2	8
28	но в	3	8
29	с тем	3	7
30	в самом	11	7
31	в виду	4	7
32	в котором	4	7
33	в своей	3	7
34	вместе с	8	7
35	тому что	4	7
36	для того	6	7
37	в одном	2	6
38	вовсе не	6	6
39	вопрос о	3	6
40	до сих	3	6
41	все же	5	6
42	т д	8	6
43	и что	8	6
44	того чтобы	7	6
45	и его	7	6
46	о чем	2	5
47	прежде всего	4	5
48	в качестве	2	5
49	было бы	6	5
50	как бы	5	5
51	сих пор	3	5
52	а не	13	5
53	того что	10	5
54	между тем	4	5
55	точки зрения	15	5
56	речь идет	3	4
57	в частности	3	4
58	что у	3	4
59	у шекспира	2	4
60	с другой	5	4
61	к этому	4	4
62	не в	11	4
63	и к	3	4
64	и о	4	4
65	хотя и	3	4
66	в нем	2	4
67	ничего не	2	4
68	при помощи	20	4
69	и с	2	4
70	в известном	2	3
71	не менее	2	3
72	на вопрос	2	3
73	вот что	2	3
74	же как	4	3
75	что это	6	3
76	в этих	4	3
77	не является	5	3
78	с этим	3	3
79	в полном	2	3
80	по себе	9	3
81	идет о	2	3
82	одном из	2	3
83	что на	3	3
84	ни в	9	3
85	тому же	3	3
86	у нас	4	3
87	так что	5	3
88	но это	3	3
89	но не	3	3
90	до конца	6	3
91	например в	3	3
92	наконец в	2	3
93	у меня	3	3
94	никогда не	8	3
95	и даже	6	3
96	всяком случае	6	3
97	материала для	2	3
98	из них	2	3
99	другой стороны	5	3
100	самом деле	9	3
101	как в	9	3
102	т п	16	3
103	не было	3	3
104	на самом	2	3
105	и сейчас	2	3
106	и по	3	3
107	так же	12	3
108	его не	2	3
109	во всяком	8	3
110	и здесь	2	3
111	что эта	3	3
112	не то	2	3
113	только не	3	2
114	и другие	4	2
115	если бы	6	2
116	по этому	2	2
117	в них	2	2
118	что с	2	2
119	в какой	5	2
120	с этой	4	2
121	в одной	3	2
122	в конце	3	2
123	и теперь	2	2
124	как например	2	2
125	утверждать что	5	2
126	бы ни	2	2
127	что и	13	2
128	тем не	2	2
129	в ее	5	2
130	говорит о	2	2
131	по существу	4	2
132	как и	16	2
133	и как	2	2
134	из его	3	2
135	должна была	2	2
136	только о	2	2
137	в этой	3	2
138	что я	4	2
139	что они	2	2
140	в то	5	2
141	очевидно что	6	2
142	не дает	2	2
143	случае не	2	2
144	несмотря на	5	2
145	может быть	22	2
146	во внимание	2	2
147	том же	2	2
148	никак не	4	2
149	тем же	3	2
150	и потому	2	2
151	искусства и	15	2
152	на то	10	2
153	на почве	2	2
154	даже в	2	2
155	только в	14	2
156	как говорит	2	2
157	в процессе	5	2
158	со стороны	4	2
159	или менее	2	2
160	только что	2	2
161	совершенно не	5	2
162	не может	17	2
163	этому поводу	2	2
164	нигде не	2	2
165	то же	5	2
166	при этом	19	2
167	там где	4	2
168	в отличие	3	2
169	более или	2	2
170	что такое	2	2
171	с точки	2	2
172	в результате	4	2
173	сказать что	7	2
174	с и	5	2
175	в каком	2	2
176	в себе	4	2
177	на это	2	2
178	его в	2	2
179	как он	2	2
180	и это	3	2
181	почти все	2	2
182	так как	18	2
183	как это	4	2
184	того же	2	2
185	отличие от	4	2
186	отметить что	2	2
187	в области	11	2
188	поэзии и	2	2
