N	2gram	Bakhtin_Pr_1	Problemy
1	и в	23	43
2	и не	34	29
3	может быть	21	23
4	как бы	28	22
5	не может	11	18
6	в пределах	9	16
7	у достоевского	24	14
8	но и	11	14
9	как и	8	14
10	точки зрения	21	13
11	в этом	25	13
12	что он	10	13
13	в нем	20	12
14	в одном	9	12
15	в каждом	8	11
16	не в	6	11
17	по себе	7	11
18	не только	13	11
19	прежде всего	7	10
20	и на	10	10
21	но в	4	10
22	в его	24	10
23	как мы	5	10
24	никогда не	5	9
25	в большинстве	2	9
26	голосов в	3	9
27	еще не	5	9
28	в сущности	5	9
29	он не	4	9
30	для него	15	8
31	лишь в	3	8
32	большинстве случаев	2	8
33	то же	10	8
34	с точки	15	8
35	и его	13	8
36	слово в	2	8
37	перед нами	4	7
38	о себе	9	7
39	до сих	2	7
40	и сам	2	7
41	в самом	8	7
42	к себе	2	7
43	в то	10	7
44	то что	18	7
45	сих пор	2	7
46	а не	20	7
47	в этих	2	6
48	в том	11	6
49	при этом	3	6
50	в котором	2	6
51	и наконец	5	6
52	и все	3	6
53	у него	6	6
54	не как	12	6
55	о нем	11	6
56	то перед	2	6
57	приводит к	3	6
58	так сказать	3	6
59	да и	2	5
60	же время	7	5
61	к нему	3	5
62	нам кажется	4	5
63	все это	7	5
64	по отношению	11	5
65	таким образом	11	5
66	все эти	8	5
67	а в	7	5
68	рядом с	13	5
69	и с	4	5
70	самим собою	2	5
71	бы в	3	5
72	к другому	2	5
73	вовсе не	8	5
74	о том	2	5
75	но не	8	5
76	было бы	6	5
77	никак не	2	5
78	отношению к	11	5
79	в той	6	5
80	самом деле	5	5
81	в себе	5	5
82	героя и	5	5
83	я не	3	4
84	не могут	6	4
85	что в	8	4
86	в своем	8	4
87	с другой	2	4
88	слово о	2	4
89	в самой	7	4
90	до конца	5	4
91	но это	5	4
92	другого человека	4	4
93	друг с	3	4
94	себе и	3	4
95	ни одного	2	4
96	в результате	4	4
97	их в	2	4
98	но он	2	4
99	человека в	5	4
100	так как	7	4
101	то есть	24	4
102	или как	5	4
103	а как	6	4
104	с его	6	4
105	в них	3	4
106	из одного	4	4
107	точек зрения	3	4
108	более того	3	4
109	в своей	11	4
110	если же	2	4
111	достоевского в	19	4
112	героев достоевского	3	4
113	во всех	5	4
114	но эти	2	4
115	не на	3	4
116	в отличие	2	4
117	достоевский в	7	4
118	себе самому	3	4
119	там где	6	4
120	на этот	2	4
121	между ними	2	4
122	мы не	2	4
123	как раз	4	4
124	этот вопрос	2	4
125	с другом	3	4
126	только в	8	4
127	и это	5	4
128	отличие от	2	4
129	произведениях достоевского	5	4
130	от автора	3	3
131	в человеке	6	3
132	должна быть	2	3
133	слово героя	6	3
134	себя и	2	3
135	в отношении	2	3
136	это не	10	3
137	в одной	4	3
138	он сам	3	3
139	достоевского не	11	3
140	себе самом	6	3
141	есть в	3	3
142	кроме того	3	3
143	но для	2	3
144	со всею	3	3
145	зрения и	2	3
146	и их	2	3
147	в их	3	3
148	и даже	3	3
149	героя в	4	3
150	он и	5	3
151	для достоевского	6	3
152	и здесь	3	3
153	творчестве достоевского	5	3
154	ни на	2	3
155	его в	4	3
156	в художественном	2	3
157	с ним	6	3
158	себя как	5	3
159	между тем	5	3
