N	2gram	Propp_Isto_4	Formalny
1	т е	18	32
2	и не	9	30
3	вовсе не	4	28
4	и в	26	27
5	может быть	14	25
6	не может	6	24
7	так и	10	21
8	и его	10	19
9	таким образом	10	18
10	в этом	7	18
11	а не	6	17
12	и пр	11	15
13	в нем	2	15
14	то же	8	15
15	между ними	3	15
16	как и	7	14
17	не в	5	12
18	если бы	2	12
19	и т	27	11
20	но и	12	10
21	не могут	2	10
22	лишь в	2	9
23	так как	9	9
24	не только	15	9
25	так же	18	9
26	что в	14	8
27	ни в	2	8
28	при этом	3	8
29	как бы	3	8
30	с помощью	2	8
31	и все	2	8
32	то что	16	8
33	как мы	5	8
34	только в	3	8
35	не менее	2	7
36	в том	3	7
37	все это	2	7
38	потому что	6	7
39	его в	9	7
40	с тем	2	7
41	в его	5	7
42	там где	3	7
43	с другой	4	6
44	т д	24	6
45	все эти	3	6
46	но в	5	6
47	что он	10	6
48	еще не	6	6
49	было бы	2	6
50	все же	9	6
51	в своей	4	6
52	хотя бы	2	6
53	в данном	3	6
54	вместе с	6	6
55	никогда не	2	5
56	в дальнейшем	6	5
57	что они	6	5
58	и их	2	5
59	другой стороны	4	5
60	в одной	3	5
61	в истории	2	5
62	но не	5	5
63	тем что	5	5
64	связи с	3	5
65	уже в	2	4
66	мы знаем	8	4
67	и как	5	4
68	мы видели	6	4
69	в целом	2	4
70	данном случае	3	4
71	в связи	2	4
72	о том	4	4
73	как это	3	4
74	мы можем	6	4
75	по себе	2	4
76	не есть	2	4
77	том что	3	4
78	она не	3	4
79	конечно не	2	4
80	как в	7	4
81	связь между	2	4
82	могут быть	6	4
83	же как	13	3
84	что это	2	3
85	в этих	7	3
86	его и	2	3
87	это не	5	3
88	формы и	2	3
89	те же	3	3
90	для нас	3	3
91	должна быть	2	3
92	того что	2	3
93	и тем	2	3
94	и что	5	3
95	в которых	4	3
96	и на	2	3
97	их в	7	3
98	сказать что	2	3
99	и с	5	3
100	и более	3	3
101	у нас	2	3
102	же самое	2	3
103	мы уже	5	3
104	уже не	5	3
105	героя в	7	3
106	не на	3	3
107	то мы	2	3
108	в себе	2	3
109	а на	4	2
110	переходит в	3	2
111	главным образом	2	2
112	его от	2	2
113	но это	3	2
114	в этой	2	2
115	на этом	2	2
116	но для	2	2
117	и др	5	2
118	он может	2	2
119	из них	2	2
120	дело не	2	2
121	от того	2	2
122	что она	3	2
123	в своем	2	2
124	и только	5	2
125	же он	4	2
126	но эта	4	2
127	эта связь	5	2
128	он становится	2	2
129	и даже	4	2
130	увидим что	2	2
131	знаем что	7	2
132	из этих	3	2
133	как он	6	2
134	и действительно	3	2
135	том как	2	2
136	что ни	3	2
137	видели что	3	2
138	смысле этого	2	2
139	однако в	2	2
140	превращается в	7	2
141	и во	2	2
142	к этому	5	2
143	является и	3	2
144	одна из	2	2
145	от него	2	2
146	мы увидим	3	2
147	мы должны	5	2
148	или на	2	2
149	таким же	6	2
150	вот как	2	2
151	этого слова	2	2
152	даже в	4	2
153	не могло	2	2
154	что и	9	2
155	тем не	2	2
156	так в	4	2
157	в языке	2	2
158	на земле	3	2
159	это и	5	2
160	тогда он	2	2
161	что этот	4	2
162	исторически и	2	2
163	здесь не	4	2
164	в области	2	2
165	ничего не	5	2
