N	2gram	Bakhtin_Pr_4	VelikijI
1	и не	27	20
2	и в	46	16
3	то что	4	9
4	так как	5	9
5	еще не	7	8
6	а не	11	7
7	человека и	3	6
8	в мире	3	5
9	хотя и	6	5
10	как бы	19	5
11	но и	12	5
12	все это	6	5
13	на себя	4	5
14	что он	6	4
15	в нем	17	4
16	как и	12	4
17	все что	2	4
18	что мы	2	4
19	в котором	5	4
20	так и	4	4
21	потому что	4	4
22	в этом	16	4
23	и все	9	4
24	в его	9	4
25	любовь к	4	3
26	с его	5	3
27	должна быть	2	3
28	что в	4	3
29	в этих	4	3
30	превращается в	4	3
31	в конце	3	3
32	в жизни	5	3
33	ни в	6	3
34	в том	9	3
35	не в	10	3
36	но это	6	3
37	что я	6	3
38	к тому	2	3
39	во всех	5	3
40	никогда не	6	3
41	этих трех	2	3
42	то это	3	3
43	что и	3	3
44	людей в	2	3
45	жизни и	5	3
46	в своей	3	3
47	бы и	2	3
48	не было	2	3
49	и они	2	3
50	лишь в	2	3
51	и что	3	3
52	хотя бы	2	3
53	и для	3	3
54	должно быть	4	3
55	их в	3	3
56	от этого	2	3
57	все эти	4	3
58	но в	6	3
59	не могут	3	2
60	это не	5	2
61	в духе	2	2
62	прежде всего	9	2
63	его к	2	2
64	есть уже	2	2
65	для нас	2	2
66	да и	4	2
67	том что	4	2
68	мы и	3	2
69	одна из	2	2
70	но не	4	2
71	не к	3	2
72	конечно не	8	2
73	для него	2	2
74	и сам	5	2
75	и во	3	2
76	не только	14	2
77	нет и	2	2
78	не могли	2	2
79	на том	2	2
80	все равно	2	2
81	тем что	3	2
82	в себя	4	2
83	мы не	4	2
84	уже не	4	2
85	а в	2	2
86	с ним	2	2
87	можно было	2	2
88	людей и	4	2
89	между тем	2	2
90	могут быть	2	2
91	только в	6	2
92	и это	3	2
93	мы слышим	4	2
94	во всяком	2	2
95	а между	2	2
