N	2gram	Bakhtin_Pr_1	Istorich
1	что он	2	24
2	и т	14	19
3	не только	9	18
4	может быть	26	17
5	никогда не	5	15
6	и в	38	15
7	мы имеем	2	15
8	но и	9	14
9	что в	7	12
10	а в	6	12
11	то что	8	12
12	в этих	2	11
13	и не	42	11
14	в этом	15	11
15	его в	9	10
16	то же	5	10
17	еще не	7	9
18	все же	6	9
19	и здесь	2	9
20	в другом	2	9
21	связи с	2	8
22	мы увидим	3	8
23	он не	3	8
24	мы можем	6	8
25	том что	3	7
26	и пр	2	7
27	в нем	15	7
28	таким образом	10	7
29	не в	7	7
30	ничего не	6	7
31	что это	2	6
32	в его	43	6
33	как бы	22	6
34	что и	2	6
35	и что	2	6
36	мы здесь	4	6
37	в том	8	6
38	только в	13	6
39	но в	4	6
40	и есть	2	5
41	прежде всего	13	5
42	как в	4	5
43	она не	2	5
44	было бы	8	5
45	в котором	2	5
46	на него	3	5
47	так и	5	5
48	не может	27	5
49	в связи	2	5
50	а не	5	5
51	и наконец	6	5
52	к нему	10	5
53	можно было	4	5
54	к которому	4	5
55	с одной	3	4
56	и другие	2	4
57	и др	8	4
58	но они	4	4
59	но это	3	4
60	при этом	5	4
61	одной из	3	4
62	в область	3	4
63	в ней	4	4
64	другими словами	2	4
65	не будем	3	4
66	связь с	3	4
67	со всех	2	4
68	всех сторон	2	4
69	они не	3	4
70	и с	17	4
71	тем что	2	4
72	и на	3	4
73	в себе	4	4
74	мы должны	2	4
75	все эти	5	4
76	и его	16	3
77	особенно часто	3	3
78	на то	2	3
79	как это	2	3
80	одной стороны	3	3
81	в каких	2	3
82	о том	4	3
83	отношению к	19	3
84	в их	10	3
85	все это	3	3
86	по отношению	21	3
87	в себя	2	3
88	того что	2	3
89	и это	3	3
90	в других	4	3
91	здесь мы	2	3
92	я не	2	2
93	не было	2	2
94	следовательно не	2	2
95	и более	2	2
96	могут быть	5	2
97	он должен	2	2
98	себя и	3	2
99	дано в	3	2
100	материал в	4	2
101	с другой	7	2
102	это не	5	2
103	но с	3	2
104	к себе	2	2
105	на самом	4	2
106	не знает	3	2
107	в тех	3	2
108	ни в	11	2
109	да и	3	2
110	по существу	2	2
111	как и	7	2
112	одна из	2	2
113	но не	12	2
114	здесь в	2	2
115	кроме того	3	2
116	в нашей	2	2
117	того чтобы	2	2
118	мы в	3	2
119	например в	3	2
120	и для	11	2
121	так называемый	2	2
122	не все	2	2
123	здесь нет	2	2
124	хотя бы	4	2
125	к материалу	11	2
126	во всех	11	2
127	и именно	2	2
128	в некоторых	2	2
129	приводит к	3	2
130	и только	4	2
131	показать что	2	2
132	другой стороны	4	2
133	человека в	2	2
134	самом деле	6	2
135	тем самым	4	2
136	случае мы	2	2
137	к чему	2	2
138	дает нам	2	2
139	его не	2	2
140	или в	2	2
141	с другими	3	2
142	с ними	4	2
143	сказать что	4	2
144	и ее	2	2
145	слова в	7	2
146	в таких	2	2
147	что эта	2	2
148	здесь не	4	2
149	в особенности	2	2
150	в него	2	2
151	в виду	4	2
