N	2gram	Losev_Prob_4	Marksizm
1	точки зрения	14	34
2	может быть	9	26
3	и не	28	26
4	не может	5	24
5	с точки	11	20
6	и в	20	19
7	и его	10	19
8	таким образом	8	17
9	в этом	9	16
10	как бы	4	15
11	прежде всего	11	13
12	как мы	3	13
13	как и	6	12
14	так и	10	11
15	если мы	5	11
16	и для	4	11
17	связи с	3	11
18	в самом	2	10
19	в нем	5	10
20	ни было	2	10
21	самом деле	3	10
22	для него	3	9
23	в результате	8	9
24	только в	23	9
25	при этом	6	8
26	но и	14	8
27	друг друга	2	8
28	не только	24	8
29	все же	2	8
30	то что	15	8
31	в связи	3	7
32	все эти	16	7
33	так же	5	7
34	но в	8	7
35	в ее	5	7
36	во всех	4	7
37	то же	7	7
38	а не	7	7
39	в смысле	5	6
40	в том	20	6
41	кроме того	4	6
42	является не	2	6
43	в пределах	2	6
44	другой стороны	6	6
45	отнюдь не	10	6
46	того же	2	6
47	в его	3	6
48	мы не	7	6
49	с другой	7	5
50	в конце	2	5
51	именно в	7	5
52	не в	13	5
53	конечно не	3	5
54	в начале	3	5
55	и потому	7	5
56	и все	8	5
57	вовсе не	21	5
58	за пределы	2	5
59	по преимуществу	2	5
60	того чтобы	2	5
61	хотя бы	7	5
62	во всяком	8	5
63	ничего общего	5	5
64	ясно что	7	5
65	что в	3	4
66	не менее	10	4
67	в отношении	4	4
68	как же	2	4
69	в ней	7	4
70	не является	10	4
71	здесь мы	3	4
72	а в	4	4
73	и на	3	4
74	тот же	2	4
75	сказать что	7	4
76	чем же	3	4
77	жизни в	2	4
78	с этим	4	4
79	по себе	11	4
80	в условиях	3	4
81	так называемая	2	4
82	еще не	7	4
83	было бы	14	4
84	не будем	2	4
85	нет и	2	4
86	не будет	2	4
87	как в	5	4
88	только на	2	4
89	для того	3	4
90	в данном	6	4
91	далеко не	2	4
92	и есть	4	3
93	в какой	4	3
94	и от	6	3
95	здесь в	5	3
96	или иной	13	3
97	можно сказать	5	3
98	в целях	5	3
99	и как	3	3
100	но именно	2	3
101	в котором	2	3
102	из них	3	3
103	все это	9	3
104	всех других	2	3
105	не было	3	3
106	к другой	2	3
107	не имеет	4	3
108	с другими	3	3
109	только при	6	3
110	xix века	2	3
111	в то	4	3
112	же самое	6	3
113	его в	2	3
114	нет ничего	3	3
115	не существует	5	3
116	сознания и	3	3
117	в каком	6	3
118	и к	3	3
119	том что	12	3
120	мы должны	3	3
121	действительности и	5	3
122	одной из	4	3
123	совершенно не	3	3
124	в корне	2	3
125	общего с	2	3
126	он не	2	3
127	не есть	12	3
128	в своей	4	3
129	в истории	3	3
130	это и	4	3
131	на самом	5	3
132	но все	3	3
133	и ее	4	3
134	и это	2	3
135	в которой	2	3
136	в области	3	3
137	сама по	2	2
138	независимо от	3	2
139	в частности	2	2
140	себе отчет	2	2
141	что во	2	2
142	в своем	3	2
143	или к	2	2
144	же деле	2	2
145	слова но	3	2
146	тем не	10	2
147	все в	3	2
148	ни в	17	2
149	в новое	3	2
150	для всех	3	2
151	но если	6	2
152	и является	3	2
153	в виду	6	2
154	всяком случае	4	2
155	себе и	3	2
156	в нашем	12	2
157	с ее	2	2
158	на этой	2	2
159	жизни и	5	2
160	и только	4	2
161	не просто	16	2
162	и даже	9	2
163	можно было	4	2
164	же и	3	2
165	к его	3	2
166	о том	5	2
167	этом смысле	3	2
168	так как	5	2
169	нет ни	4	2
170	в сознании	3	2
171	и с	7	2
172	ни к	2	2
173	нет никакой	4	2
174	и более	3	2
175	для них	2	2
176	если бы	8	2
177	между собой	2	2
178	и во	4	2
179	еще только	2	2
180	если он	2	2
181	в литературе	2	2
182	что он	8	2
183	в себе	12	2
184	художественный образ	6	2
185	у нас	14	2
186	то в	2	2
187	зависимости от	3	2
188	самом же	2	2
189	во все	2	2
190	они и	2	2
191	в качестве	10	2
192	другими словами	3	2
193	к тому	3	2
194	ни о	4	2
195	может существовать	2	2
196	явлений и	3	2
197	и этот	3	2
198	однако не	4	2
199	что и	3	2
200	отчет в	4	2
201	бы и	3	2
202	и сама	3	2
203	и прежде	2	2
204	как раз	4	2
205	человека в	3	2
206	к своему	2	2
207	что не	4	2
208	из которых	3	2
209	и он	2	2
210	в таком	6	2
211	или в	5	2
212	образ и	2	2
213	то мы	2	2
214	мы можем	3	2
215	тем что	3	2
216	как знак	4	2
217	в другом	3	2
218	и вообще	6	2
219	из этого	3	2
220	без всякой	2	2
221	в чем	2	2
