N	2gram	Bakhtin_Pr_3	KFilosof
1	может быть	19	43
2	в его	22	39
3	в нем	19	31
4	не может	19	27
5	и не	29	26
6	по отношению	5	25
7	и в	34	22
8	в котором	3	21
9	отношению к	6	21
10	в себе	6	21
11	в ее	3	17
12	а не	9	17
13	и его	16	17
14	только в	6	16
15	точки зрения	8	13
16	в этом	16	13
17	ни в	4	12
18	для него	13	12
19	но не	4	12
20	и это	4	12
21	все эти	4	11
22	в своей	3	11
23	не в	9	11
24	к нему	14	11
25	в своем	2	10
26	это не	5	10
27	все это	16	10
28	от себя	6	10
29	во всех	2	10
30	с точки	4	10
31	в целом	5	9
32	но и	12	9
33	как бы	27	9
34	и все	19	9
35	его целом	2	9
36	и для	8	9
37	не было	2	8
38	лишь в	5	8
39	если бы	4	8
40	было бы	2	8
41	жизни и	3	8
42	во всем	3	7
43	вовсе не	11	7
44	конечно не	2	7
45	что и	5	7
46	то что	11	7
47	я не	7	6
48	в том	3	6
49	но это	4	6
50	отношение к	6	6
51	и только	2	6
52	в мире	4	6
53	отнюдь не	2	6
54	он не	15	6
55	уже не	2	6
56	никогда не	8	5
57	хотя бы	5	5
58	то же	14	5
59	но все	5	5
60	должно быть	3	5
61	но как	4	5
62	его в	4	5
63	с ним	8	5
64	но в	16	5
65	не знает	6	5
66	как и	18	5
67	что я	15	5
68	не только	10	5
69	для себя	6	5
70	все же	7	5
71	со всем	2	5
72	там где	7	5
73	что в	7	4
74	входит в	2	4
75	ни было	4	4
76	при этом	4	4
77	чем не	2	4
78	с ними	6	4
79	между тем	3	4
80	в одном	5	4
81	нисколько не	2	4
82	не как	3	4
83	том что	3	4
84	о нем	2	4
85	как его	2	4
86	а в	5	4
87	в чем	5	4
88	бы и	4	3
89	с человеком	2	3
90	что это	5	3
91	не менее	3	3
92	в каждом	3	3
93	не я	2	3
94	из его	4	3
95	до конца	3	3
96	нет в	2	3
97	в виду	3	3
98	когда я	5	3
99	себе и	5	3
100	был бы	2	3
101	того что	5	3
102	слово не	2	3
103	рядом с	4	3
104	где он	3	3
105	и на	6	3
106	в ней	3	3
107	в то	12	3
108	того или	2	3
109	о том	2	3
110	всех этих	2	3
111	сознания и	3	3
112	этом смысле	4	3
113	меня в	2	3
114	меня не	4	3
115	от него	6	3
116	по своему	3	3
117	еще не	4	3
118	не могу	3	3
119	и делает	2	3
120	и этот	2	3
121	нет и	3	3
122	быть и	2	3
123	бы не	2	3
124	на самом	11	3
125	самом деле	13	3
126	только с	3	3
127	что не	7	3
128	к чему	2	3
129	тем что	4	3
130	вступает в	2	3
131	в другом	8	3
132	ничего не	4	3
133	слова в	7	2
134	а с	3	2
135	это уже	2	2
136	ни был	4	2
137	его и	3	2
138	мысль и	2	2
139	то ни	4	2
140	та же	2	2
141	я уже	2	2
142	прежде всего	15	2
143	вследствие этого	2	2
144	вопрос о	2	2
145	его к	3	2
146	или иной	2	2
147	тем не	2	2
148	войти в	2	2
149	было и	2	2
150	и как	3	2
151	совсем не	3	2
152	но ни	2	2
153	же время	12	2
154	он может	2	2
155	он ни	3	2
156	но для	3	2
157	не о	4	2
158	и себе	2	2
159	себя и	8	2
160	в него	3	2
161	его с	4	2
162	что значит	2	2
163	знает и	7	2
164	по себе	3	2
165	тому что	2	2
166	для этого	3	2
167	как к	4	2
168	себя за	2	2
169	отказаться от	2	2
170	для другого	2	2
171	потому что	12	2
172	он и	5	2
173	к себе	17	2
174	той или	2	2
175	говорить о	3	2
176	себя как	2	2
177	я и	2	2
178	были бы	2	2
179	и свой	2	2
180	а как	2	2
181	с его	6	2
182	и то	3	2
183	с тем	5	2
184	раз и	3	2
185	в жизни	2	2
186	что он	23	2
187	конечно в	2	2
188	и того	2	2
189	бы то	4	2
190	него и	2	2
191	ли это	2	2
192	себе как	2	2
193	тот же	2	2
194	со всеми	2	2
195	кажется что	2	2
196	бы он	4	2
197	и потому	2	2
198	но этот	2	2
199	этого слова	7	2
200	так и	6	2
201	если я	2	2
202	как в	4	2
203	в виде	4	2
204	если не	3	2
205	еще более	2	2
206	это и	2	2
207	сводится к	3	2
208	жизнь и	2	2
209	человек и	2	2
210	всей своей	2	2
211	но я	2	2
212	которой он	2	2
213	отношении к	7	2
214	или как	2	2
