N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	41
2	то есть	9	24
3	и т.п	6	19
4	таким образом	5	17
5	в нем	5	16
6	и его	3	13
7	но и	15	13
8	в этом	13	12
9	все эти	3	11
10	прежде всего	6	10
11	в самом	2	10
12	не только	26	10
13	то что	8	10
14	во время	2	9
15	и все	4	9
16	о том	5	9
17	никогда не	6	8
18	в этой	4	8
19	но в	6	8
20	у него	6	7
21	вовсе не	2	7
22	том что	13	7
23	как бы	6	7
24	как и	4	7
25	что в	4	7
26	в его	6	7
27	что он	5	6
28	один из	3	6
29	сказать что	3	6
30	в то	5	6
31	то же	4	5
32	с его	3	5
33	в литературе	4	5
34	в ее	4	5
35	так же	2	5
36	же время	3	5
37	и он	2	5
38	а также	6	5
39	так и	9	5
40	в своем	6	5
41	в той	5	5
42	и что	2	5
43	той же	2	5
44	но он	2	5
45	в себе	8	5
46	все то	2	5
47	что это	4	5
48	подчеркнуть что	2	5
49	с другой	5	4
50	нового времени	2	4
51	роль в	2	4
52	именно в	2	4
53	у нас	2	4
54	не в	8	4
55	все что	4	4
56	одной стороны	5	4
57	в ней	2	4
58	в котором	5	4
59	все же	6	4
60	не может	8	4
61	с одной	5	4
62	как в	5	4
63	самом деле	3	4
64	того чтобы	3	4
65	и даже	3	4
66	а в	9	4
67	в результате	2	4
68	в другом	4	4
69	о котором	3	4
70	с ним	4	4
71	перед нами	4	3
72	он сам	2	3
73	с этой	3	3
74	но это	2	3
75	как у	4	3
76	было бы	2	3
77	и сам	3	3
78	в начале	2	3
79	никак не	3	3
80	в него	2	3
81	жизни и	4	3
82	и для	3	3
83	этом отношении	3	3
84	при этом	14	3
85	и не	14	3
86	те же	2	3
87	они не	2	3
88	того что	6	3
89	в данном	10	3
90	только в	11	3
91	существенную роль	3	3
92	в чем	2	3
93	потому что	2	3
94	он является	3	2
95	времени и	4	2
96	в частности	11	2
97	превращается в	2	2
98	в конце	4	2
99	себе самом	2	2
100	для нас	2	2
101	в том	14	2
102	раз в	2	2
103	тем более	2	2
104	что они	3	2
105	но не	3	2
106	должна быть	2	2
107	мы узнаем	2	2
108	со всеми	2	2
109	может быть	10	2
110	в своей	4	2
111	хотя и	5	2
112	он не	5	2
113	и когда	3	2
114	лицо и	3	2
115	себя в	2	2
116	данном случае	6	2
117	в форме	5	2
118	как раз	3	2
119	в центре	2	2
120	как это	4	2
121	а не	17	2
122	и у	4	2
123	с точки	2	2
124	внимание на	3	2
125	мы не	2	2
126	к себе	7	2
127	самим собой	3	2
128	характер и	3	2
129	между тем	3	2
130	точки зрения	5	2
131	из этих	2	2
132	говорить о	2	2
133	как он	2	2
134	так сказать	3	2
135	бы в	2	2
136	мира и	3	2
137	в области	2	2
138	мира в	4	2
139	как о	2	2
