N	2gram	Tiupa_Narr_1	Problema
1	то есть	9	39
2	то что	9	38
3	и не	23	37
4	и в	11	35
5	сказать что	2	24
6	не только	31	24
7	том что	7	19
8	о том	4	18
9	может быть	15	18
10	у нас	3	18
11	в этом	12	17
12	но и	27	16
13	такого рода	10	15
14	что мы	2	14
15	только в	12	14
16	не менее	3	13
17	потому что	5	13
18	во всяком	2	13
19	не может	8	13
20	тем не	3	12
21	в том	8	12
22	того что	4	12
23	также и	3	12
24	хотя бы	2	12
25	что в	3	11
26	прежде всего	4	11
27	значения и	2	11
28	и даже	2	11
29	никак не	2	11
30	не будет	2	11
31	в таком	2	11
32	всяком случае	2	10
33	и с	3	10
34	еще не	4	10
35	да и	2	10
36	а не	13	10
37	в данном	11	10
38	и то	3	10
39	ничего не	2	10
40	в этой	6	9
41	едва ли	3	9
42	только на	2	9
43	уже не	8	8
44	по себе	4	8
45	как раз	6	8
46	все же	4	8
47	казалось бы	2	7
48	в конце	2	7
49	не является	3	7
50	не имеет	2	7
51	в его	6	7
52	так и	5	7
53	тем самым	5	7
54	мы не	3	7
55	с другой	2	6
56	можно сказать	5	6
57	о чем	4	6
58	не о	2	6
59	но как	3	6
60	в то	4	6
61	не существует	3	6
62	на то	2	6
63	же самое	2	6
64	и для	2	6
65	мы можем	2	6
66	но в	7	6
67	как будто	3	6
68	в области	2	6
69	в частности	14	5
70	или иной	4	5
71	в самом	6	5
72	той или	5	5
73	отнюдь не	2	5
74	данном случае	8	5
75	в связи	2	5
76	и на	5	5
77	между собой	2	5
78	и все	3	5
79	как и	13	5
80	связи с	2	5
81	по своему	2	5
82	то же	8	5
83	как мы	2	5
84	что не	2	5
85	другой стороны	2	5
86	в себе	6	5
87	в этих	2	4
88	в своем	3	4
89	что на	4	4
90	и как	3	4
91	и самого	2	4
92	как бы	6	4
93	не вполне	2	4
94	и тем	4	4
95	и только	2	4
96	а в	13	4
97	в результате	2	4
98	их в	3	4
99	если бы	7	4
100	что он	3	4
101	но не	4	4
102	до сих	2	4
103	но именно	3	4
104	ни о	2	4
105	и о	3	4
106	нами не	2	4
107	сих пор	2	4
108	если не	2	4
109	самом деле	3	4
110	он сам	3	3
111	в нашем	3	3
112	и от	2	3
113	из этих	4	3
114	язык как	2	3
115	к тому	6	3
116	хотя и	4	3
117	и является	2	3
118	один из	6	3
119	в целом	3	3
120	не было	3	3
121	при этом	19	3
122	лишь в	3	3
123	для них	2	3
124	в случае	2	3
125	и того	2	3
126	одна из	4	3
127	все что	2	3
128	она не	2	3
129	оно не	2	3
130	внимание на	4	3
131	все равно	2	3
132	для того	3	3
133	и притом	2	3
134	в слове	3	3
135	тому как	3	3
136	нас в	2	3
137	перед нами	5	2
138	о них	3	2
139	что может	2	2
140	но зато	2	2
141	в той	2	2
142	не в	6	2
143	в зависимости	2	2
144	к нему	4	2
145	сводится к	3	2
146	или в	6	2
147	столько же	2	2
148	не объективна	2	2
149	каждый из	2	2
150	или не	4	2
151	в ней	4	2
152	точки зрения	5	2
153	сами по	2	2
154	но при	3	2
155	об этом	6	2
156	знак который	3	2
157	при такой	2	2
158	не столь	2	2
159	представляет собой	8	2
160	зависимости от	2	2
161	в качестве	14	2
162	он не	3	2
163	о нем	3	2
164	а также	6	2
165	еще в	3	2
166	речь идет	3	2
167	вместе с	2	2
168	быть и	2	2
169	входит в	2	2
170	того чтобы	4	2
171	роль в	2	2
172	подобно тому	3	2
173	и ее	3	2
174	более не	2	2
175	один и	2	2
176	ни от	2	2
177	здесь не	2	2
178	это было	2	2
