N	2gram	Vygotskiy__4	FransuaR
1	и в	20	40
2	и его	5	17
3	прежде всего	2	16
4	в этом	24	15
5	мы уже	5	13
6	не только	15	13
7	и не	8	13
8	в его	11	13
9	что в	19	12
10	как и	9	11
11	но и	9	11
12	и т.п	2	10
13	таким образом	25	10
14	как мы	13	10
15	в сущности	4	9
16	может быть	12	9
17	в том	42	8
18	у него	2	8
19	все эти	5	8
20	и с	4	8
21	той же	6	8
22	и на	6	8
23	но в	3	8
24	в своем	4	7
25	то же	16	7
26	в виду	3	7
27	в этих	3	6
28	к этому	4	6
29	в самом	6	6
30	в своей	7	6
31	и других	3	6
32	в той	2	6
33	связи с	3	6
34	он говорит	2	6
35	мы видим	10	5
36	со всеми	3	5
37	в нем	2	5
38	то что	15	5
39	в связи	3	5
40	те же	6	5
41	а не	7	5
42	и для	4	5
43	в основе	17	5
44	для него	2	5
45	в нашем	4	4
46	и во	3	4
47	том что	35	4
48	было бы	8	4
49	в ней	2	4
50	из них	4	4
51	а также	2	4
52	даже в	2	4
53	ни в	3	4
54	один из	3	4
55	в их	12	4
56	роль в	4	4
57	только на	2	4
58	о том	5	4
59	в данном	2	4
60	того чтобы	7	4
61	мы встречаем	2	4
62	также и	2	4
63	и здесь	2	4
64	в истории	10	4
65	так как	10	4
66	в области	4	4
67	том числе	2	3
68	если бы	5	3
69	в частности	5	3
70	не подлежит	3	3
71	и от	3	3
72	и к	5	3
73	мы видели	6	3
74	в начале	2	3
75	в этой	3	3
76	уже говорили	2	3
77	еще не	2	3
78	такого рода	6	3
79	никак не	2	3
80	как бы	7	3
81	что и	9	3
82	другими словами	2	3
83	вместе с	8	3
84	так и	5	3
85	как в	5	3
86	во всей	4	3
87	не может	6	3
88	а в	2	3
89	самом деле	7	3
90	слово в	6	3
91	для того	5	3
92	между ними	4	3
93	и как	9	3
94	можно было	6	3
95	связь между	2	3
96	сказать что	6	3
97	между тем	9	3
98	тем что	7	3
99	при этом	12	3
100	в отличие	2	3
101	они не	2	3
102	в себе	10	3
103	во всем	3	3
104	только в	10	3
105	здесь не	2	3
106	их в	2	3
107	отличие от	2	3
108	слова в	9	2
109	не менее	3	2
110	связана с	2	2
111	уже в	6	2
112	сравнению с	3	2
113	подлежит никакому	2	2
114	с другой	12	2
115	это не	5	2
116	из этих	2	2
117	это в	2	2
118	в условиях	3	2
119	что он	6	2
120	все же	5	2
121	даны в	2	2
122	на этом	3	2
123	но не	3	2
124	переход от	2	2
125	очень часто	2	2
126	как известно	3	2
127	и другие	9	2
128	никакому сомнению	2	2
129	на его	3	2
130	к нему	2	2
131	и той	4	2
132	одним из	2	2
133	том же	2	2
134	слова и	5	2
135	раз в	2	2
136	в целом	11	2
137	образов и	2	2
138	данном случае	2	2
139	в нашей	2	2
140	в языке	2	2
141	при анализе	2	2
142	этом отношении	7	2
143	основе этого	2	2
144	именно в	3	2
145	одной и	5	2
146	с помощью	31	2
147	представляется нам	4	2
148	здесь мы	2	2
149	и у	2	2
150	тем же	4	2
151	этого явления	3	2
152	на основе	10	2
153	числе и	2	2
154	нас в	3	2
155	потому что	12	2
156	одной из	3	2
157	говорит он	5	2
158	с этим	5	2
159	точки зрения	24	2
160	но как	2	2
161	по сравнению	4	2
162	в один	3	2
163	его к	4	2
164	далеко не	2	2
165	этого слова	11	2
166	как он	4	2
167	и это	2	2
168	в которой	3	2
169	того же	9	2
