N	2gram	Tiupa_Hudo_1	Istorich
1	что он	3	24
2	не только	16	18
3	может быть	14	17
4	никогда не	2	15
5	и в	19	15
6	мы имеем	6	15
7	но и	10	14
8	так же	2	13
9	что в	6	12
10	а в	12	12
11	то что	4	12
12	об этом	2	11
13	в этих	3	11
14	и не	15	11
15	в этом	11	11
16	его в	2	10
17	то же	10	10
18	еще не	3	9
19	в другом	3	9
20	потому что	3	9
21	один из	2	8
22	он не	4	8
23	том что	8	7
24	в нем	5	7
25	таким образом	3	7
26	не в	7	7
27	в его	9	6
28	как бы	9	6
29	что и	2	6
30	и что	3	6
31	в том	18	6
32	только в	5	6
33	но в	7	6
34	прежде всего	4	5
35	в одном	2	5
36	к тому	4	5
37	как в	2	5
38	так и	11	5
39	что она	2	5
40	не может	7	5
41	а не	9	5
42	к нему	3	5
43	имеем в	3	5
44	в русской	3	5
45	представляет собой	10	5
46	к которому	4	5
47	с одной	2	4
48	и другие	2	4
49	и др	2	4
50	в этой	2	4
51	при этом	13	4
52	одной из	2	4
53	но он	3	4
54	дело не	2	4
55	и на	2	4
56	в себе	9	4
57	все эти	2	4
58	в качестве	24	3
59	и его	12	3
60	из этих	3	3
61	как это	5	3
62	одной стороны	2	3
63	говорит что	2	3
64	мог бы	3	3
65	о том	2	3
66	отношению к	9	3
67	а именно	2	3
68	в их	5	3
69	все это	2	3
70	по отношению	9	3
71	так в	4	3
72	в себя	2	3
73	того что	4	3
74	право на	2	3
75	и это	2	3
76	тот кто	2	2
77	я не	2	2
78	и более	2	2
79	могут быть	4	2
80	он должен	3	2
81	себя и	2	2
82	с другой	7	2
83	это не	2	2
84	не столько	3	2
85	в жизни	2	2
86	не знает	3	2
87	ни в	5	2
88	именно в	2	2
89	как и	2	2
90	таких случаях	2	2
91	одна из	2	2
92	но не	11	2
93	в глаза	2	2
94	могла бы	2	2
95	одно из	2	2
96	того чтобы	2	2
97	например в	3	2
98	и для	2	2
99	а также	5	2
100	не все	2	2
101	ее в	2	2
102	с ее	5	2
103	принадлежит к	3	2
104	во всех	3	2
105	приводит к	5	2
106	другой стороны	5	2
107	а с	2	2
108	превращается в	2	2
109	тем самым	4	2
110	в системе	2	2
111	и по	2	2
112	или в	2	2
113	с другими	4	2
114	и то	4	2
115	сказать что	4	2
116	состоит в	16	2
117	и ее	3	2
118	слова в	2	2
119	здесь не	2	2
120	их в	3	2
121	в которой	2	2
122	в виду	5	2
