N	2gram	Losev_Vlad_3	slovoVRo
1	и в	40	41
2	в нем	3	30
3	то есть	24	26
4	но и	18	16
5	и не	25	16
6	точки зрения	13	16
7	не только	25	16
8	а не	8	15
9	то же	4	14
10	может быть	8	14
11	не может	14	14
12	и его	10	14
13	и на	6	14
14	в то	7	14
15	в сущности	2	13
16	в его	14	13
17	же время	2	12
18	до конца	4	12
19	как бы	3	12
20	в этом	16	12
21	так и	6	11
22	той или	2	9
23	таким образом	11	9
24	все эти	5	9
25	прежде всего	10	8
26	но в	4	8
27	как мы	8	8
28	с точки	6	8
29	все они	2	7
30	не в	3	7
31	вовсе не	13	7
32	в своей	9	7
33	все же	4	7
34	во всяком	3	7
35	в отношении	5	6
36	того же	2	6
37	это не	3	6
38	при этом	3	6
39	и даже	6	6
40	а в	7	6
41	оно не	3	6
42	к своему	2	6
43	только в	13	6
44	с другой	5	5
45	в самом	4	5
46	всяком случае	3	5
47	и к	2	5
48	не на	2	5
49	к нему	3	5
50	далеко не	3	5
51	перед нами	3	4
52	и от	6	4
53	кроме того	6	4
54	одной стороны	3	4
55	в ней	5	4
56	в их	2	4
57	за пределы	3	4
58	с одной	3	4
59	и наконец	2	4
60	и с	9	4
61	в которой	2	4
62	и все	4	4
63	с его	2	4
64	не как	2	4
65	как и	7	4
66	в смысле	6	4
67	здесь в	4	4
68	еще не	4	4
69	по преимуществу	2	4
70	и потому	10	4
71	на почве	2	4
72	быть и	2	4
73	другой стороны	2	4
74	и для	3	4
75	ничего не	5	4
76	не могут	2	3
77	или иные	2	3
78	никогда не	11	3
79	в тонах	2	3
80	хотя бы	6	3
81	из этих	3	3
82	к тому	7	3
83	в том	18	3
84	более или	5	3
85	те или	2	3
86	для него	8	3
87	тем чем	2	3
88	из них	2	3
89	данном случае	2	3
90	в своем	8	3
91	в разных	2	3
92	именно в	3	3
93	того что	7	3
94	друг друга	2	3
95	также и	17	3
96	в результате	4	3
97	и здесь	6	3
98	не было	5	3
99	в истории	5	3
100	о том	11	3
101	его в	2	3
102	так как	7	3
103	у него	24	3
104	с этим	2	3
105	в себе	9	3
106	с этой	2	3
107	по существу	4	3
108	в качестве	3	3
109	и чисто	3	3
110	она не	2	3
111	было бы	4	3
112	одной из	2	3
113	но оно	2	3
114	он не	8	3
115	в основном	4	3
116	из этого	2	3
117	бы и	4	3
118	при всем	2	3
119	или менее	5	3
120	в данном	5	3
121	же как	3	2
122	тому что	4	2
123	что все	7	2
124	для понимания	2	2
125	для нас	5	2
126	так что	14	2
127	мы и	2	2
128	и самая	2	2
129	смысле слова	6	2
130	такого рода	4	2
131	для того	2	2
132	хотя и	7	2
133	был бы	3	2
134	и по	2	2
135	и тем	3	2
136	в целом	2	2
137	в этих	2	2
138	уже не	9	2
139	точке зрения	2	2
140	должно быть	5	2
141	так же	8	2
142	время как	2	2
143	сказать что	12	2
144	потому что	11	2
145	же и	2	2
146	не является	2	2
147	нисколько не	3	2
148	в котором	4	2
149	в одном	5	2
150	в духе	3	2
151	к этому	2	2
152	у нас	5	2
153	том что	18	2
154	не с	4	2
155	то в	6	2
156	но не	4	2
157	то время	4	2
158	одно и	2	2
159	мы уже	5	2
160	совершенно не	2	2
161	и о	4	2
162	а также	8	2
163	даже в	4	2
164	и речи	2	2
165	как раз	10	2
166	а с	4	2
167	на самом	3	2
168	всех своих	2	2
169	если мы	4	2
170	только на	5	2
171	и у	3	2
172	и эта	3	2
173	не есть	10	2
174	роль в	2	2
175	мы не	2	2
176	можно было	5	2
177	и то	9	2
178	от этого	2	2
179	в виде	13	2
180	в другом	2	2
181	связи с	2	2
182	и вообще	3	2
183	здесь не	3	2
