N	2gram	Vygotskiy__5	Vvedenie
1	и в	16	32
2	в том	18	31
3	в этом	25	30
4	может быть	9	26
5	том что	15	26
6	не только	16	22
7	для того	14	21
8	того чтобы	17	20
9	таким образом	19	19
10	то что	26	16
11	потому что	21	15
12	так как	16	15
13	не может	18	14
14	в самом	4	13
15	в нем	7	13
16	о том	8	13
17	того что	16	12
18	в их	3	12
19	и не	12	12
20	как на	3	12
21	представляет собой	7	12
22	в его	11	12
23	только в	10	12
24	как мы	10	11
25	языка и	6	10
26	что в	16	10
27	но в	6	9
28	и как	3	9
29	в истории	2	9
30	между тем	3	9
31	по себе	7	9
32	то же	8	9
33	в той	6	9
34	не менее	3	8
35	с другой	4	8
36	это не	4	8
37	а только	4	8
38	не в	6	8
39	именно в	4	8
40	прежде всего	3	7
41	вопрос о	12	7
42	точки зрения	18	7
43	но не	10	7
44	было бы	10	7
45	все же	3	7
46	самом деле	3	7
47	можно было	5	7
48	не могут	4	6
49	до сих	3	6
50	но и	6	6
51	все это	2	6
52	и даже	2	6
53	в то	5	6
54	его в	2	6
55	как он	6	6
56	с тем	3	6
57	вовсе не	2	6
58	как и	8	6
59	в качестве	4	6
60	сих пор	3	6
61	хотя бы	5	6
62	и его	3	6
63	этот вопрос	6	6
64	тем что	5	6
65	в какой	6	5
66	так что	4	5
67	на этот	4	5
68	но если	6	5
69	как бы	5	5
70	и тем	3	5
71	в целом	4	5
72	другой стороны	2	5
73	одним из	2	5
74	с их	4	5
75	сказать что	13	5
76	мере в	5	5
77	в них	2	5
78	быть в	2	5
79	той мере	3	5
80	по своему	3	5
81	не есть	4	5
82	вместе с	4	5
83	а не	10	5
84	могут быть	4	5
85	представляют собой	2	5
86	на вопрос	5	4
87	с этой	4	4
88	как уже	3	4
89	этом случае	3	4
90	одной стороны	3	4
91	о чем	2	4
92	в котором	2	4
93	по мере	2	4
94	по отношению	12	4
95	этом отношении	5	4
96	еще и	3	4
97	с одной	3	4
98	и что	12	4
99	не имеет	4	4
100	а в	3	4
101	в первом	3	4
102	как это	8	4
103	как она	3	4
104	сравнению с	5	4
105	что он	25	4
106	еще не	4	4
107	отношению к	12	4
108	по сравнению	5	4
109	в своей	2	4
110	только что	5	4
111	речь в	3	4
112	той же	4	4
113	и то	4	4
114	во всяком	2	4
115	само по	2	4
116	и т.д	4	4
117	зависит от	4	3
118	сама по	4	3
119	и есть	7	3
120	в частности	3	3
121	в этих	3	3
122	вообще не	4	3
123	раньше чем	3	3
124	а потому	3	3
125	можно сказать	5	3
126	к тому	6	3
127	в известной	3	3
128	но все	2	3
129	в этой	6	3
130	на этом	3	3
131	но что	3	3
132	что с	5	3
133	до конца	3	3
134	при этом	4	3
135	известном смысле	7	3
136	в ней	2	3
137	в виду	2	3
138	то это	2	3
139	к нему	3	3
140	мы видели	3	3
141	отношение к	11	3
142	во второй	2	3
143	из них	2	3
144	что она	2	3
145	отношений между	2	3
146	в своем	5	3
147	язык и	2	3
148	все эти	4	3
149	заключается в	5	3
150	свое время	2	3
151	так же	15	3
152	знания и	2	3
153	и на	6	3
154	в результате	4	3
155	говорить о	3	3
156	на нее	2	3
157	тогда когда	5	3
158	в известном	8	3
159	если бы	8	3
160	к этому	3	3
161	стороны и	2	3
162	в различных	2	3
163	и к	2	3
164	говорит о	3	3
165	чтобы понять	2	3
166	связи с	3	3
167	в чем	3	3
168	чем в	3	3
169	одной из	3	3
170	в одном	3	3
171	своей природе	3	3
172	в сущности	13	3
173	в свое	2	3
174	что и	3	3
175	что представляет	2	3
176	на основании	2	3
177	но с	2	3
178	вот почему	3	3
179	в центре	2	3
180	как будто	2	3
181	об отношении	2	3
182	ответ на	3	3
183	в области	12	3
184	не до	2	2
185	же как	7	2
186	до того	2	2
187	казалось бы	4	2
188	должна быть	5	2
189	и другие	2	2
190	никогда не	5	2
191	не иначе	2	2
192	тому что	5	2
193	в отношении	9	2
194	находятся в	2	2
195	это есть	4	2
196	но это	3	2
197	что если	4	2
198	тем или	2	2
199	имеет свою	3	2
200	обе эти	5	2
201	как совокупность	2	2
202	в ряде	2	2
203	значение в	3	2
204	от того	3	2
205	во внимание	2	2
206	мы говорим	2	2
207	с помощью	10	2
208	стоит в	4	2
209	должно быть	8	2
210	в более	2	2
211	и с	3	2
212	говорит он	2	2
213	с этим	3	2
214	и здесь	2	2
215	же самое	4	2
216	которая как	2	2
217	бы в	4	2
218	так и	7	2
219	к самой	2	2
220	лежит в	2	2
221	состоит в	6	2
222	по самой	4	2
223	есть не	2	2
224	не с	2	2
225	у нас	2	2
226	по существу	3	2
227	самой своей	2	2
228	тем более	4	2
229	учение о	2	2
230	того же	7	2
231	во всех	2	2
232	что мы	4	2
233	мы должны	8	2
234	или иным	2	2
235	для объяснения	4	2
236	жизни и	2	2
237	и требует	2	2
238	в этот	2	2
239	и развития	12	2
240	мысли и	5	2
241	только на	2	2
242	понятия в	3	2
243	того как	5	2
244	путь от	2	2
245	из того	11	2
246	из которых	3	2
247	с точки	9	2
248	другом месте	4	2
249	мы не	3	2
250	исследования и	2	2
251	тому как	4	2
252	языка не	2	2
253	в силу	10	2
254	мы можем	6	2
255	подобно тому	4	2
256	понять что	2	2
257	что следовательно	3	2
258	в другом	6	2
259	на протяжении	2	2
260	ничего не	5	2
