N	2gram	Propp_Isto_4	EvropaiE
1	и в	26	37
2	что в	14	21
3	не только	15	18
4	хотя бы	2	15
5	то же	8	15
6	в своем	2	14
7	в качестве	7	14
8	но и	12	14
9	и не	9	14
10	но в	5	14
11	в этом	7	12
12	в том	3	11
13	в области	2	11
14	так и	10	10
15	не может	6	9
16	т е	18	9
17	в себе	2	9
18	только в	3	9
19	так же	18	9
20	было бы	2	8
21	в своей	4	8
22	как и	7	7
23	между прочим	2	7
24	того что	2	7
25	а также	3	7
26	с другой	4	7
27	так как	9	7
28	с этой	2	6
29	вовсе не	4	6
30	том что	3	6
31	может быть	14	6
32	на то	3	6
33	как бы	3	6
34	то что	16	6
35	и даже	4	6
36	и на	2	6
37	же как	13	5
38	в частности	2	5
39	не в	5	5
40	но не	5	5
41	к которым	5	5
42	как мы	5	5
43	и по	5	5
44	в виде	2	5
45	в некотором	2	4
46	вопрос о	4	4
47	даже в	4	4
48	по себе	2	4
49	для нас	3	4
50	не на	3	4
51	не имеет	3	4
52	сказать что	2	4
53	как это	3	4
54	можно считать	2	3
55	с тем	2	3
56	никогда не	2	3
57	на себя	4	3
58	от них	2	3
59	мы видели	6	3
60	представляет собой	2	3
61	мы можем	6	3
62	не дает	2	3
63	из них	2	3
64	и тем	2	3
65	что и	9	3
66	говорит о	2	3
67	когда он	6	3
68	как в	7	3
69	и только	5	3
70	к ним	2	3
71	в которых	4	3
72	потому что	6	3
73	тем что	5	3
74	в данном	3	3
75	во все	2	3
76	этот факт	2	3
77	о том	4	3
78	там где	3	3
79	не могут	2	2
80	и более	3	2
81	а не	6	2
82	в этих	7	2
83	сравнению с	3	2
84	по сравнению	3	2
85	и во	2	2
86	с этим	2	2
87	и все	2	2
88	в одном	5	2
89	к нему	6	2
90	главным образом	2	2
91	в северной	2	2
92	что на	2	2
93	же в	3	2
94	и как	5	2
95	в силу	5	2
96	есть в	2	2
97	между ними	3	2
98	должна быть	2	2
99	приводит нас	4	2
100	что это	2	2
101	и если	3	2
102	она не	3	2
103	не к	2	2
104	нас к	7	2
105	он не	7	2
106	в его	5	2
107	не есть	2	2
108	при помощи	10	2
109	в некоторых	5	2
110	наряду с	3	2
111	вместе с	6	2
112	данном случае	3	2
113	а в	8	2
114	таким образом	10	2
115	если бы	2	2
116	случаях когда	3	2
117	и других	3	2
118	а именно	3	2
119	и что	5	2
120	на этот	2	2
121	другой стороны	4	2
122	происходит в	2	2
123	в других	2	2
124	мы видим	6	2
125	или в	3	2
126	в другой	3	2
127	этот вопрос	2	2
128	и с	5	2
129	хотя и	2	2
130	могут быть	6	2
131	в этой	2	2
132	и то	6	2
133	по своей	2	2
134	в истории	2	2
135	мы должны	5	2
136	его на	4	2
