N	2gram	Medvedev_V_1	FransuaR
1	и в	26	41
2	таким образом	31	19
3	в этом	26	15
4	как и	7	14
5	в этой	4	13
6	то же	10	13
7	все эти	6	13
8	в его	14	12
9	прежде всего	13	11
10	в том	15	11
11	в себе	6	11
12	так и	5	10
13	все это	10	10
14	в то	6	10
15	в качестве	11	9
16	и его	6	9
17	не в	6	9
18	же время	5	9
19	но и	10	9
20	в своем	8	9
21	что в	10	9
22	в конце	3	8
23	и от	3	8
24	по существу	3	8
25	то что	6	8
26	но в	2	8
27	в них	4	7
28	вовсе не	3	7
29	в романе	4	7
30	как бы	5	7
31	в нем	6	7
32	и не	19	7
33	у него	6	6
34	все они	2	6
35	это не	7	6
36	для него	8	6
37	только в	7	6
38	о том	10	6
39	к этому	9	5
40	не только	25	5
41	и к	3	5
42	в ней	2	5
43	вместе с	7	5
44	что и	3	5
45	мы видели	3	5
46	до нас	2	5
47	в году	6	5
48	и у	2	5
49	а в	3	5
50	и для	2	5
51	так же	3	5
52	точки зрения	3	5
53	в плане	5	5
54	том числе	2	4
55	хотя и	2	4
56	в образе	2	4
57	и образы	3	4
58	момент в	3	4
59	том что	8	4
60	одна из	4	4
61	было бы	7	4
62	может быть	22	4
63	он не	2	4
64	в виду	4	4
65	и наконец	2	4
66	мира и	3	4
67	должно быть	2	4
68	конце концов	2	4
69	одном из	3	4
70	и есть	5	3
71	что у	2	3
72	во время	3	3
73	в одном	4	3
74	и потому	2	3
75	он может	2	3
76	по этому	9	3
77	в своей	4	3
78	из них	9	3
79	например в	3	3
80	и их	3	3
81	лица и	2	3
82	что он	4	3
83	жизни и	3	3
84	во всех	6	3
85	в форме	3	3
86	в их	5	3
87	не может	17	3
88	не было	7	3
89	образов в	2	3
90	и по	3	3
91	можно было	2	3
92	не подлежит	2	3
93	с ними	4	3
94	как о	2	3
95	его в	3	3
96	так сказать	2	3
97	все его	2	3
98	например у	2	2
99	перед нами	4	2
100	что все	3	2
101	с его	3	2
102	именно в	2	2
103	и др	9	2
104	никогда не	4	2
105	числе и	2	2
106	и образов	5	2
107	с этим	3	2
108	человека в	2	2
109	и ее	4	2
110	к тому	4	2
111	отношению к	7	2
112	связанное с	2	2
113	и как	3	2
114	более или	6	2
115	еще не	2	2
116	того что	3	2
117	и может	2	2
118	должен быть	4	2
119	остановимся на	2	2
120	же в	6	2
121	в процессе	16	2
122	или менее	6	2
123	во всей	2	2
124	по отношению	7	2
125	в связи	3	2
126	в особенности	2	2
127	этом отношении	13	2
128	в течение	2	2
129	в значительной	3	2
130	а не	7	2
131	из которых	2	2
132	роль в	4	2
133	у них	2	2
134	или в	3	2
135	в результате	5	2
136	их в	6	2
137	в которых	3	2
138	ту же	2	2
139	также и	2	2
140	далеко не	2	2
141	явлений и	3	2
142	как он	2	2
143	бы в	3	2
144	в чем	2	2
145	в которой	2	2
146	в области	2	2
147	мы имеем	3	2
148	нет ни	2	2
149	том как	3	2
