N	2gram	Vygotskiy__2	Dialekti
1	и не	7	30
2	по себе	7	25
3	и в	15	18
4	ничего не	3	17
5	может быть	9	17
6	точки зрения	26	17
7	и есть	2	16
8	ни в	2	15
9	не имеет	4	15
10	а не	3	14
11	потому что	7	14
12	что в	14	13
13	то что	20	13
14	не только	15	13
15	и даже	5	13
16	если бы	8	12
17	было бы	10	12
18	и что	8	12
19	с точки	18	12
20	в этом	19	12
21	не может	9	12
22	что это	6	11
23	что он	12	11
24	как бы	7	11
25	все это	4	11
26	в себе	2	11
27	так как	4	11
28	прежде всего	4	10
29	несмотря на	4	10
30	есть нечто	2	10
31	то же	5	10
32	сказать что	6	10
33	никогда не	8	9
34	отнюдь не	2	9
35	это не	5	9
36	в том	33	9
37	это есть	2	9
38	так и	8	9
39	том что	27	9
40	стало быть	2	9
41	сама по	2	8
42	не существует	3	7
43	вовсе не	6	7
44	и как	2	7
45	но и	10	7
46	что она	3	7
47	мы находим	6	7
48	также и	2	7
49	той или	2	7
50	с другой	6	6
51	можно сказать	2	6
52	хотя бы	4	6
53	не в	8	6
54	с ним	3	6
55	не то	2	6
56	но в	6	6
57	он сам	3	5
58	в этих	2	5
59	в своем	9	5
60	в противоположность	2	5
61	на то	6	5
62	и мы	2	5
63	но если	2	5
64	все же	4	5
65	в отношении	6	5
66	общего с	2	5
67	что оно	4	5
68	а в	4	5
69	само по	2	5
70	можно было	5	5
71	и с	4	5
72	говорить о	2	5
73	мы должны	6	5
74	об отношении	3	5
75	в виду	6	5
76	нисколько не	2	4
77	и более	2	4
78	больше того	3	4
79	к тому	7	4
80	что эта	6	4
81	быть может	2	4
82	во всяком	7	4
83	об этом	3	4
84	мы видим	4	4
85	но не	3	4
86	в котором	2	4
87	так же	4	4
88	как раз	4	4
89	как мы	6	4
90	мы можем	10	4
91	к ней	2	4
92	и вообще	2	4
93	о том	9	4
94	как он	6	4
95	как это	6	4
96	в них	4	3
97	точку зрения	6	3
98	все равно	2	3
99	этом смысле	2	3
100	стороны и	2	3
101	не является	9	3
102	или иной	2	3
103	но эта	3	3
104	же это	2	3
105	что и	2	3
106	что они	3	3
107	более или	2	3
108	уже и	2	3
109	но что	2	3
110	говорит что	5	3
111	случае не	2	3
112	действительности и	3	3
113	и из	2	3
114	он не	7	3
115	в его	2	3
116	даже в	4	3
117	его с	2	3
118	указывает на	2	3
119	или менее	2	3
120	что же	2	3
121	в их	2	3
122	в самом	11	3
123	но все	2	3
124	но с	2	3
125	на самом	3	3
126	самом деле	6	3
127	только что	3	3
128	должно быть	2	3
129	что для	3	3
130	у них	2	3
131	в данном	3	3
132	ничем не	3	3
133	в основе	3	3
134	могут быть	2	3
135	только в	4	3
136	и все	3	3
137	от этого	2	3
138	как у	2	2
139	как только	2	2
140	того что	17	2
141	же как	2	2
142	бы и	3	2
143	именно в	2	2
144	в частности	6	2
145	были бы	2	2
146	в качестве	4	2
147	сравнению с	5	2
148	как в	4	2
149	с этой	2	2
150	точка зрения	3	2
151	из этих	4	2
152	с другими	3	2
153	к этому	4	2
154	вопрос о	5	2
155	со всей	4	2
156	не понимают	2	2
157	о которых	3	2
158	как и	6	2
159	что именно	3	2
160	что если	2	2
161	что здесь	2	2
162	и другое	2	2
163	для него	3	2
164	только тогда	2	2
165	одной стороны	7	2
166	мы увидим	2	2
167	для того	10	2
168	следует за	2	2
169	по сравнению	5	2
170	всяком случае	6	2
171	тем более	3	2
172	из них	3	2
173	в своей	4	2
174	и их	5	2
175	с ней	2	2
176	со стороны	3	2
177	и тогда	2	2
178	для этого	3	2
179	как например	2	2
180	и эта	2	2
181	с этим	3	2
182	а с	4	2
183	этом отношении	3	2
184	с одной	7	2
185	все эти	3	2
186	деле же	2	2
187	мы имеем	3	2
188	из того	4	2
189	если мы	6	2
190	он на	3	2
191	и для	2	2
192	то он	2	2
193	учения о	2	2
194	в которых	3	2
195	в другом	2	2
196	во всем	2	2
197	о своих	2	2
198	и это	3	2
199	что как	3	2
200	заметить что	2	2
201	на деле	5	2
