N	2gram	Berdyaev_V_1	Problema
1	то что	9	38
2	и не	20	37
3	и в	16	35
4	не есть	6	33
5	не только	2	24
6	том что	2	19
7	в этом	4	17
8	но и	5	16
9	что мы	4	14
10	только в	2	14
11	и что	3	13
12	потому что	4	13
13	во всяком	2	13
14	в том	3	12
15	того что	5	12
16	хотя бы	3	12
17	что в	3	11
18	прежде всего	2	11
19	значения и	2	11
20	не будет	2	11
21	говорить о	4	10
22	еще не	8	10
23	да и	2	10
24	а не	7	10
25	и то	2	10
26	для нас	2	9
27	уже не	2	8
28	в конце	3	7
29	все эти	3	7
30	не имеет	3	7
31	в его	4	7
32	так и	4	7
33	бы и	3	7
34	так как	9	7
35	мы не	2	7
36	что все	4	6
37	ни в	3	6
38	но это	3	6
39	мы и	2	6
40	и т	2	6
41	т д	2	6
42	и для	3	6
43	но в	3	6
44	и все	4	5
45	как и	4	5
46	под этим	2	5
47	что не	4	5
48	можно было	2	5
49	и это	2	5
50	не могут	2	4
51	и есть	4	4
52	в этих	3	4
53	как бы	5	4
54	все это	5	4
55	а в	2	4
56	их в	3	4
57	тем что	2	4
58	что он	4	4
59	но не	2	4
60	тот же	3	4
61	если не	3	4
62	тому что	3	3
63	к тому	3	3
64	что они	7	3
65	хотя и	5	3
66	один из	2	3
67	но мы	2	3
68	то это	3	3
69	не было	3	3
70	лишь в	3	3
71	в истории	8	3
72	с тем	2	3
73	для них	2	3
74	по этому	3	3
75	одна из	2	3
76	все что	4	3
77	на том	2	3
78	нет и	2	3
79	оно не	3	3
80	все равно	2	3
81	не в	3	2
82	и сам	2	2
83	и мы	3	2
84	не так	2	2
85	должно быть	3	2
86	в ней	4	2
87	самого себя	2	2
88	нет ничего	3	2
89	мы это	2	2
90	в них	3	2
91	зачем же	2	2
92	мы же	3	2
93	конечно не	2	2
94	что и	3	2
95	во всех	3	2
96	того чтобы	2	2
97	что их	2	2
98	является в	2	2
99	которые не	2	2
100	не имел	2	2
