N	2gram	Tiupa_Anal_3	TeoriaLi
1	в мире	5	24
2	не только	22	18
3	в качестве	12	17
4	тогда как	20	16
5	и не	12	16
6	я в	5	16
7	а в	10	14
8	в частности	12	13
9	и в	18	13
10	состоит в	4	13
11	эстетического отношения	3	12
12	может быть	9	12
13	так и	14	12
14	то есть	10	12
15	представляет собой	5	11
16	при этом	11	11
17	в этом	14	11
18	в том	9	11
19	но не	7	10
20	в тексте	9	10
21	а не	9	10
22	и его	13	10
23	в его	7	9
24	то же	3	9
25	произведение искусства	4	8
26	сводится к	2	8
27	что в	9	8
28	своего рода	8	8
29	такого рода	5	8
30	отношению к	7	8
31	но и	13	8
32	по отношению	7	8
33	в миропорядке	8	8
34	себя в	4	7
35	в себе	2	7
36	том что	12	7
37	во второй	7	7
38	в отличие	2	7
39	в данном	4	7
40	точки зрения	3	7
41	по своей	2	7
42	в то	3	7
43	только в	2	7
44	как это	3	7
45	отличие от	2	7
46	с его	8	6
47	же время	3	6
48	художественной реальности	3	6
49	еще не	6	6
50	картина мира	4	6
51	модус художественности	2	6
52	в первой	8	6
53	присутствия я	3	6
54	лишь в	5	6
55	модуса художественности	3	6
56	как бы	10	6
57	в русской	7	6
58	но в	2	6
59	в рамках	3	5
60	однако в	5	5
61	в своем	4	5
62	или иной	5	5
63	а также	2	5
64	в ее	3	5
65	как и	14	5
66	не в	6	5
67	в пределах	4	5
68	в самом	5	5
69	я с	2	5
70	роли в	3	5
71	в нем	2	5
72	данном случае	3	5
73	как в	3	5
74	а а	5	5
75	он не	6	5
76	уже не	5	5
77	тем самым	4	5
78	коммуникативного события	11	5
79	в принципе	2	5
80	с другой	7	5
81	не случайно	8	5
82	между тем	5	5
83	мы имеем	5	5
84	в искусстве	2	5
85	героя и	4	5
86	внимательно взглянула	2	4
87	личности и	2	4
88	не менее	4	4
89	конечном счете	2	4
90	не столько	3	4
91	художественности в	2	4
92	личности в	3	4
93	в свою	5	4
94	можно сказать	4	4
95	субъекта и	2	4
96	второй строфе	4	4
97	не предполагает	2	4
98	и а	4	4
99	первой строфе	3	4
100	креативная компетенция	5	4
101	в конечном	2	4
102	то что	2	4
103	по преимуществу	2	4
104	в форме	2	4
105	в их	6	4
106	приводит к	4	4
107	и т.п	5	4
108	не может	2	4
109	по пути	4	4
110	в слове	5	4
111	сказать что	2	4
112	хотя и	2	4
113	как эстетической	2	4
114	и ее	2	4
115	а и	4	4
116	говорить о	3	4
117	как правило	5	4
118	о о	4	4
119	всего лишь	8	4
120	мира и	2	4
121	в строке	3	3
122	перед нами	4	3
123	никогда не	5	3
124	говоря словами	2	3
125	со своей	8	3
126	в противоположность	2	3
127	художественной целостности	4	3
128	прежде всего	5	3
129	в итоге	4	3
130	миропорядка и	3	3
131	и к	4	3
132	тем не	2	3
133	кто говорит	2	3
134	в соответствии	2	3
135	а всего	3	3
136	о у	3	3
137	граница личности	3	3
138	свою очередь	4	3
139	по своему	2	3
140	для него	6	3
141	без остатка	2	3
142	и сам	4	3
143	личности со	2	3
144	например в	2	3
145	лирического сюжета	2	3
146	той или	3	3
147	и потому	2	3
148	этого слова	2	3
149	данту диктовала	2	3
150	авторской позиции	2	3
151	в точке	2	3
152	с ее	3	3
153	картины мира	4	3
154	системе ценностей	2	3
155	другой стороны	5	3
156	как раз	7	3
157	так в	3	3
158	входит в	2	3
159	таким образом	4	3
160	именно в	3	3
161	художественного целого	6	3
162	и вот	2	3
163	и по	2	3
164	являет собой	3	3
165	эстетическая ситуация	2	3
166	литературных произведений	3	3
167	на меня	2	3
168	в финале	3	3
169	в этой	6	3
170	и т.д	2	3
171	его в	3	3
172	все эти	2	3
173	в произведении	3	3
174	эстетического объекта	2	3
175	в лирике	2	3
176	внешней заданности	2	2
177	художественное целое	6	2
178	ситуации рассказывания	2	2
179	русской поэзии	2	2
180	сама по	2	2
181	е о	2	2
182	произведении искусства	2	2
183	лирическое я	2	2
184	одну из	2	2
185	только не	3	2
186	о чем	4	2
187	риторический предел	2	2
188	могут быть	2	2
189	восходит к	3	2
190	высказывания как	2	2
191	в конце	5	2
192	ролевой границей	3	2
193	того же	5	2
194	текста в	6	2
195	это не	2	2
196	полку игореве	3	2
197	человеческого я	2	2
198	одного и	3	2
199	о себе	2	2
200	форма авторства	3	2
201	по себе	4	2
202	что он	4	2
203	о полку	3	2
204	аллитерационная субструктура	2	2
205	стопного ямба	2	2
206	художественную целостность	2	2
207	к тому	6	2
208	внутренняя граница	2	2
209	об этом	2	2
210	сатирической художественности	2	2
211	судьбы а	2	2
212	но как	3	2
213	и того	3	2
214	в тарасе	3	2
215	у о	2	2
216	и как	4	2
217	пушкина что	2	2
218	своей роли	2	2
219	речевого замысла	2	2
220	что они	3	2
221	всех без	3	2
222	одной стороны	2	2
223	однако с	3	2
224	в глаза	2	2
225	в большинстве	2	2
226	во втором	4	2
227	имеем дело	4	2
228	к собственной	2	2
229	слове о	2	2
230	или иным	2	2
231	о своем	2	2
232	звучит ритмическим	2	2
233	данного текста	2	2
234	о в	2	2
235	иначе говоря	2	2
236	в стихе	2	2
237	у и	3	2
238	коммуникативный статус	2	2
239	к жизни	3	2
240	даже в	2	2
241	его внешней	2	2
242	к числу	2	2
243	по два	2	2
244	сочетании с	3	2
245	не с	2	2
246	второй и	2	2
247	как говорит	3	2
248	в целом	3	2
249	принадлежит к	4	2
250	в культуре	2	2
251	это всеобъемлющая	2	2
252	во всех	2	2
253	вместе с	2	2
254	относительно своей	2	2
255	дело не	3	2
256	русской литературе	4	2
257	со стороны	9	2
258	в притче	4	2
259	жанровая форма	2	2
260	стихотворения муза	2	2
261	стих звучит	2	2
262	в анекдоте	2	2
263	здесь не	3	2
264	как к	2	2
265	в романе	2	2
266	коммуникативной стратегии	4	2
267	злата стола	2	2
268	повесть о	2	2
269	хоровое слово	2	2
270	и для	2	2
271	жизненных ценностей	2	2
272	однако при	2	2
273	с одной	2	2
274	это и	2	2
275	в имени	2	2
276	в себя	2	2
277	в году	3	2
278	свою жизнь	2	2
279	в той	2	2
280	жанровой традиции	2	2
281	я музы	2	2
282	с точки	2	2
283	и даже	8	2
284	поведение в	2	2
285	роль в	3	2
286	пределах строки	2	2
287	сверхличной заданности	3	2
288	о и	2	2
289	тот или	2	2
290	воспринимающего сознания	3	2
291	как способу	2	2
292	в сочетании	3	2
293	следует признать	3	2
294	на себя	2	2
295	а напротив	2	2
296	и здесь	2	2
297	индивидуального речевого	2	2
298	могла бы	2	2
299	без исключения	3	2
300	о том	6	2
301	сверхсхемные ударения	2	2
302	этого текста	4	2
303	и диктовала	2	2
304	отношения к	2	2
305	модусом художественности	2	2
306	имени тебе	2	2
307	ролевой границы	2	2
308	тарасе бульбе	3	2
309	я и	3	2
