N	2gram	Losev_Dial_1	Problemy
1	и в	18	43
2	и не	30	29
3	т е	25	26
4	может быть	17	23
5	как бы	11	22
6	не может	12	18
7	но и	7	14
8	как и	2	14
9	и т	21	13
10	точки зрения	17	13
11	в этом	12	13
12	что он	11	13
13	в нем	16	12
14	в каждом	2	11
15	не в	6	11
16	по себе	25	11
17	не только	13	11
18	прежде всего	10	10
19	но в	6	10
20	в его	3	10
21	как мы	4	10
22	никогда не	9	9
23	еще не	2	9
24	он не	3	9
25	т п	2	9
26	для него	2	8
27	то же	10	8
28	с точки	12	8
29	до сих	2	7
30	в него	2	7
31	в самом	3	7
32	в то	6	7
33	то что	13	7
34	сих пор	2	7
35	что же	3	7
36	а не	14	7
37	в другом	2	7
38	в этих	5	6
39	в том	9	6
40	в котором	4	6
41	и все	3	6
42	не как	2	6
43	что я	3	6
44	на то	5	5
45	да и	6	5
46	так что	15	5
47	же время	4	5
48	хотя и	4	5
49	к нему	8	5
50	все это	11	5
51	все эти	2	5
52	а в	5	5
53	и с	5	5
54	бы в	3	5
55	вовсе не	7	5
56	о том	4	5
57	но не	4	5
58	было бы	12	5
59	мы увидим	2	5
60	никак не	6	5
61	и что	12	5
62	самом деле	3	5
63	и он	5	5
64	сам по	6	5
65	в себе	11	5
66	я не	5	4
67	сама по	8	4
68	что в	13	4
69	в своем	5	4
70	с другой	6	4
71	к тому	4	4
72	но это	8	4
73	между собою	2	4
74	себе и	2	4
75	по мере	2	4
76	т д	19	4
77	должно быть	3	4
78	при чем	2	4
79	же и	2	4
80	так как	11	4
81	в них	3	4
82	точек зрения	3	4
83	совершенно не	8	4
84	в своей	2	4
85	как раз	4	4
86	только в	3	4
87	и это	2	4
88	не менее	2	3
89	что если	2	3
90	должна быть	3	3
91	в отношении	5	3
92	это не	9	3
93	есть и	5	3
94	он сам	5	3
95	себе самом	2	3
96	или иной	3	3
97	тому же	2	3
98	такой же	2	3
99	есть конечно	2	3
100	том или	2	3
101	более или	3	3
102	не должна	2	3
103	и следовательно	2	3
104	той или	7	3
105	в виду	5	3
106	и их	2	3
107	образом и	2	3
108	в их	3	3
109	и даже	13	3
110	он и	2	3
111	во всем	2	3
112	ни на	6	3
113	с ним	6	3
114	сознания и	3	3
115	если бы	12	3
116	не знает	2	3
117	стороны и	3	3
118	здесь в	2	3
119	она не	6	3
120	даже в	3	3
121	что и	3	3
122	все же	5	3
123	так и	9	3
124	или менее	3	3
125	к самому	2	3
126	только на	3	3
127	уже не	2	3
128	другой стороны	4	3
129	также и	7	3
130	и для	2	3
131	можно было	5	3
132	ничего не	17	3
133	в виде	2	3
134	могут быть	3	3
135	а он	3	3
136	а лишь	3	2
137	не был	2	2
138	но так	2	2
139	та же	3	2
140	из этих	2	2
141	в конце	4	2
142	мысли и	3	2
143	была бы	3	2
144	вопрос о	2	2
145	одна и	2	2
146	себе но	2	2
147	как же	5	2
148	ни в	15	2
149	это я	4	2
150	себе а	2	2
151	и как	7	2
152	но все	3	2
153	мы и	2	2
154	лишь как	2	2
155	что это	11	2
156	что такое	10	2
157	и является	2	2
158	на себе	3	2
159	время как	2	2
160	то это	4	2
161	отношение к	5	2
162	для чего	2	2
163	отличается от	2	2
164	то и	2	2
165	для этого	2	2
166	отношения к	3	2
167	но эта	3	2
168	того что	2	2
169	так же	4	2
170	чтобы не	2	2
171	с ними	2	2
172	в которых	2	2
173	сказать что	10	2
174	и так	2	2
175	именно как	2	2
176	и еще	3	2
177	что тут	2	2
178	из них	2	2
179	как он	4	2
180	почти не	2	2
181	во всяком	4	2
182	ни было	2	2
183	уже и	3	2
184	и та	3	2
185	друг к	2	2
186	же тут	3	2
187	с этим	2	2
188	раз и	2	2
189	и другого	2	2
190	этом смысле	3	2
191	быть в	2	2
192	и вы	3	2
193	об этом	4	2
194	но конечно	2	2
195	и при	2	2
196	и говорить	2	2
197	указывает на	3	2
198	одно и	4	2
199	не нужно	2	2
200	конечно не	3	2
201	не могу	4	2
202	и о	3	2
203	конце концов	3	2
204	не есть	40	2
205	и пр	5	2
206	к другу	2	2
207	но к	2	2
208	быть и	4	2
209	формулы и	2	2
210	бы и	2	2
211	как в	2	2
212	а с	2	2
213	нужно быть	2	2
214	еще более	3	2
215	если мы	2	2
216	он есть	4	2
217	том что	9	2
218	что не	7	2
219	и эта	2	2
220	хотя бы	6	2
221	почти всегда	4	2
222	и то	9	2
223	мы можем	4	2
224	отношении к	3	2
225	иной раз	2	2
