N	2gram	Tiupa_Anal_3	Problema
1	то есть	10	46
2	в его	7	43
3	и не	12	42
4	и в	18	38
5	эстетического объекта	2	37
6	не может	2	27
7	может быть	9	26
8	как бы	10	22
9	по отношению	7	21
10	отнюдь не	4	19
11	отношению к	7	19
12	к содержанию	3	17
13	и его	13	16
14	в нем	2	15
15	в этом	14	15
16	прежде всего	5	13
17	только в	2	13
18	в искусстве	2	12
19	но не	7	12
20	во всех	2	11
21	и для	2	11
22	в их	6	10
23	таким образом	4	10
24	но и	13	9
25	его в	3	9
26	не только	22	9
27	в том	9	8
28	и как	4	8
29	точки зрения	3	8
30	произведения как	2	8
31	было бы	3	8
32	то что	2	8
33	входит в	2	8
34	что в	9	7
35	с другой	7	7
36	не в	6	7
37	в самом	5	7
38	между тем	5	7
39	как и	14	7
40	еще не	6	7
41	совершенно не	2	7
42	не всегда	3	6
43	в пределах	4	6
44	а в	10	6
45	не есть	4	6
46	все же	4	6
47	дело с	3	6
48	самом деле	2	6
49	с точки	2	6
50	мы можем	2	6
51	там где	2	6
52	отношения к	2	6
53	ничего не	3	6
54	то же	3	5
55	все они	2	5
56	в своем	4	5
57	это не	2	5
58	при этом	11	5
59	никогда не	5	5
60	все эти	2	5
61	далеко не	4	5
62	в них	2	5
63	в большинстве	2	5
64	так и	14	5
65	и прежде	2	5
66	в отличие	2	5
67	а не	9	5
68	могут быть	2	5
69	отличие от	2	5
70	не менее	4	4
71	в ней	2	4
72	известной степени	3	4
73	в конечном	2	4
74	другой стороны	5	4
75	данном случае	3	4
76	в форме	2	4
77	сказать что	2	4
78	в то	3	4
79	о том	6	4
80	в произведении	3	4
81	и потому	2	4
82	но в	2	4
83	но они	2	4
84	конечном счете	2	4
85	не с	2	4
86	в ее	3	4
87	как в	3	4
88	в романе	2	4
89	тем самым	4	4
90	что не	3	4
91	в данном	4	4
92	в себе	2	4
93	здесь не	3	4
94	и от	2	3
95	в тех	2	3
96	тем не	2	3
97	его как	3	3
98	да и	2	3
99	в дальнейшем	2	3
100	имеем дело	4	3
101	же время	3	3
102	одной стороны	2	3
103	несмотря на	2	3
104	например в	2	3
105	хотя и	2	3
106	не является	5	3
107	в целом	3	3
108	все это	3	3
109	с одной	2	3
110	и даже	8	3
111	и на	4	3
112	и все	2	3
113	и к	4	3
114	том что	12	3
115	говорить о	3	3
116	со всеми	2	3
117	он не	6	3
118	связь с	2	3
119	приводит к	4	3
120	но с	2	3
121	в мире	5	3
122	в слове	5	3
123	вопроса о	2	3
124	едва ли	3	3
125	представляется нам	2	2
126	в частности	12	2
127	столь же	4	2
128	в каждом	3	2
129	или иной	5	2
130	можно сказать	4	2
131	с самим	2	2
132	иметь дело	2	2
133	в значительной	2	2
134	не более	2	2
135	в свою	5	2
136	по поводу	3	2
137	той или	3	2
138	в культуре	2	2
139	как к	2	2
140	в особенности	3	2
141	не было	3	2
142	этом отношении	3	2
143	лишь в	5	2
144	произведения и	2	2
145	его не	3	2
146	и здесь	2	2
147	нуждается в	2	2
148	но как	3	2
149	в начале	6	2
150	во всем	3	2
151	как это	3	2
152	мы имеем	5	2
153	с его	8	2
154	поэтому в	2	2
155	к этому	3	2
156	есть не	2	2
157	о которых	2	2
158	что он	4	2
159	одна из	2	2
160	что и	5	2
161	себя в	4	2
162	в лирике	2	2
163	в себя	2	2
164	и он	2	2
165	тем что	2	2
166	или точнее	2	2
167	и ее	2	2
168	дело в	2	2
