N	3gram	Vygotskiy__2	KulturaY
1	и т п	8	24
2	и т д	2	14
3	в том что	17	10
4	можно было бы	4	9
5	с точки зрения	10	8
6	для того чтобы	13	8
7	с другой стороны	2	7
8	в самом деле	11	7
9	только потому что	2	6
10	во всяком случае	2	5
11	само по себе	3	5
12	тем не менее	4	5
13	не может быть	8	4
14	в этой области	2	4
15	в этом отношении	5	3
16	в то же	2	3
17	то же время	2	3
18	точно так же	3	3
19	в конце концов	3	3
20	на то что	6	2
21	мы знаем что	4	2
22	так же как	4	2
23	и в самом	4	2
24	в свою очередь	2	2
25	и в том	2	2
26	этой точки зрения	2	2
27	в конечном счете	3	2
28	в том случае	4	2
29	на самом деле	5	2
30	на этот вопрос	2	2
31	того или иного	2	2
32	том случае если	4	2
33	только в том	4	2
