N	2gram	Bakhtin_Pr_1	Formalny
1	и в	38	38
2	в этом	15	27
3	может быть	26	23
4	и пр	2	21
5	и его	16	21
6	таким образом	10	20
7	и не	42	20
8	в самом	7	16
9	прежде всего	13	15
10	не в	7	15
11	и т	14	14
12	не может	27	14
13	в нем	15	13
14	но и	9	13
15	связи с	2	13
16	в пределах	6	12
17	в поэзии	9	12
18	с его	2	11
19	языка как	2	11
20	в том	8	11
21	вовсе не	2	11
22	формальный метод	3	10
23	в его	43	10
24	в связи	2	10
25	с помощью	7	10
26	с другими	3	10
27	и с	17	9
28	как и	7	9
29	при этом	5	9
30	не только	9	9
31	на почве	3	9
32	т п	13	9
33	языка в	3	9
34	отнюдь не	19	8
35	что и	2	8
36	все же	6	8
37	так и	5	8
38	поэтического произведения	3	8
39	самом деле	6	8
40	тем что	2	8
41	точки зрения	8	8
42	что в	7	7
43	не могут	2	7
44	по существу	2	7
45	слова и	3	7
46	в своей	7	7
47	в корне	2	7
48	в других	4	7
49	этом отношении	2	7
50	как мы	7	7
51	лишь в	2	7
52	с точки	6	7
53	художественного произведения	11	6
54	не было	2	6
55	то что	8	6
56	в истории	2	6
57	для понимания	2	6
58	и ее	2	6
59	в ней	4	6
60	было бы	8	6
61	в их	10	6
62	то же	5	6
63	все эти	5	6
64	а не	5	6
65	как такового	3	6
66	могут быть	5	6
67	он не	3	6
68	только в	13	6
69	а в	6	6
70	хотя бы	4	6
71	должна быть	4	5
72	если бы	3	5
73	или иного	2	5
74	что он	2	5
75	же время	3	5
76	в слове	3	5
77	во всех	11	5
78	и только	4	5
79	и для	11	5
80	более того	4	5
81	в основе	5	5
82	говорить о	3	5
83	в то	4	5
84	и должно	3	5
85	независимо от	13	4
86	материала и	2	4
87	оно не	3	4
88	раз и	2	4
89	на фоне	3	4
90	к этому	2	4
91	в дальнейшем	3	4
92	лишь как	4	4
93	в большинстве	5	4
94	совершенно не	7	4
95	дело идет	2	4
96	того или	2	4
97	известной степени	4	4
98	как бы	22	4
99	и к	3	4
100	в высшей	5	4
101	в некоторых	2	4
102	лишь для	2	4
103	как в	4	4
104	другой стороны	4	4
105	входит в	8	4
106	в особенности	2	4
107	что оно	2	4
108	что не	4	4
109	и наконец	6	4
110	и даже	3	4
111	высшей степени	5	4
112	не следует	2	4
113	там где	6	4
114	здесь не	4	4
115	они не	3	4
116	ничего не	6	4
117	но в	4	4
118	а лишь	2	3
119	и смысла	2	3
120	место в	8	3
121	была бы	2	3
122	к действительности	3	3
123	и др	8	3
124	в какой	2	3
125	с другой	7	3
126	а как	3	3
127	как таковой	2	3
128	можно и	2	3
129	и здесь	2	3
130	основных понятий	2	3
131	и как	8	3
132	без всякой	2	3
133	например в	3	3
134	не является	3	3
135	следует что	2	3
136	не есть	6	3
137	в целом	3	3
138	все это	3	3
139	задачи и	2	3
140	и прежде	5	3
141	на самом	4	3
142	большинстве случаев	5	3
143	к нему	10	3
144	в значительной	2	3
145	произведения и	2	3
146	того что	2	3
147	того чтобы	2	3
148	для того	2	3
149	менее всего	3	3
150	особенно в	2	3
151	не входит	10	3
152	или в	2	3
153	и на	3	3
154	хотя и	3	3
155	материал и	2	3
156	понятий и	2	3
157	как к	2	3
158	слова в	7	3
159	и все	3	3
160	его в	9	3
161	что это	2	3
162	в области	11	3
163	произведения в	5	2
164	значение слова	4	2
165	и более	2	2
166	и другие	2	2
167	никогда не	5	2
168	в этих	2	2
169	столь же	2	2
170	это не	5	2
171	язык в	2	2
172	русский формальный	2	2
173	между ними	4	2
174	первый план	2	2
175	произведение как	4	2
176	материал как	2	2
177	в тех	3	2
178	а только	2	2
179	его как	3	2
180	в ее	4	2
181	относится и	2	2
182	как его	3	2
183	том что	3	2
184	но это	3	2
185	быть конечно	2	2
186	от него	3	2
187	но не	12	2
188	но как	2	2
189	кроме того	3	2
190	в работах	2	2
191	она не	2	2
192	в каких	2	2
193	мы в	3	2
194	на первый	2	2
195	ни одна	2	2
196	едва ли	3	2
197	и о	5	2
198	в единстве	12	2
199	совпадает с	2	2
200	но совершенно	2	2
201	в котором	2	2
202	для нее	8	2
203	и тем	3	2
204	есть только	2	2
205	центр тяжести	2	2
206	этом смысле	3	2
207	от всех	4	2
208	не к	6	2
209	отношение к	10	2
210	ни в	11	2
211	а к	2	2
212	художественное произведение	8	2
213	приводит к	3	2
214	его не	2	2
215	слово и	2	2
216	в известной	3	2
217	на этом	2	2
218	то ни	3	2
219	и других	2	2
220	место и	2	2
221	можно говорить	2	2
222	применении к	3	2
223	тем самым	4	2
224	какой мере	2	2
225	не имеет	9	2
226	должно быть	5	2
227	отличие от	5	2
228	есть лишь	3	2
229	в таком	3	2
230	с ними	4	2
231	языка но	2	2
232	формы и	5	2
233	сказать что	4	2
234	между тем	7	2
235	и от	3	2
236	в отличие	5	2
237	в применении	3	2
238	к его	2	2
239	в искусстве	12	2
240	вопроса о	3	2
241	и это	3	2
242	в художественном	20	2
243	что эта	2	2
244	и этим	6	2
245	подхода к	2	2
246	в чем	2	2
247	как это	2	2
248	с ним	5	2
249	отметить что	7	2
250	не могли	2	2
251	в плане	7	2
252	слово в	2	2
253	в виду	4	2
254	произведения как	8	2
