N	2gram	Vygotskiy__4	EvropaiC
1	таким образом	25	32
2	в том	42	31
3	и в	20	24
4	том что	35	20
5	все эти	5	19
6	не может	6	18
7	то что	15	17
8	может быть	12	15
9	все же	5	15
10	точки зрения	24	13
11	в своем	4	12
12	самом деле	7	12
13	в этом	24	12
14	между тем	9	11
15	с этим	5	11
16	как бы	7	10
17	так и	5	10
18	на то	5	9
19	при этом	12	9
20	друг с	7	9
21	в результате	8	9
22	как и	9	9
23	того же	9	9
24	с другом	7	9
25	что в	19	9
26	не в	4	8
27	в самом	6	8
28	так же	11	8
29	если бы	5	8
30	ясно что	2	8
31	мы говорили	3	8
32	с точки	11	8
33	не менее	3	7
34	к тому	6	7
35	но и	9	7
36	и не	8	7
37	и что	8	7
38	из этих	2	7
39	по своей	6	7
40	о том	5	7
41	что он	6	7
42	по существу	3	7
43	в силу	6	7
44	того чтобы	7	7
45	для того	5	7
46	должна быть	2	6
47	с другой	12	6
48	так что	3	6
49	в этой	3	6
50	отличается от	2	6
51	того что	10	6
52	и на	6	6
53	так как	10	6
54	в сознании	4	6
55	говорили выше	3	6
56	и при	4	6
57	еще не	2	6
58	что и	9	6
59	тогда как	2	6
60	мы можем	5	6
61	только в	10	6
62	вместе с	8	6
63	именно в	3	5
64	что это	2	5
65	столь же	3	5
66	и от	3	5
67	на все	3	5
68	что все	3	5
69	тому же	6	5
70	у него	2	5
71	что с	4	5
72	в целом	11	5
73	другой стороны	9	5
74	и с	4	5
75	потому что	12	5
76	его в	6	5
77	ступени развития	2	5
78	но в	3	5
79	сравнению с	3	5
80	к этому	4	5
81	и к	5	5
82	по своему	4	5
83	что при	2	5
84	в его	11	5
85	не только	15	5
86	по сравнению	4	5
87	и для	4	5
88	между двумя	2	5
89	в себе	10	5
90	далеко не	2	5
91	в которой	3	5
92	не могут	3	4
93	никогда не	5	4
94	самого себя	2	4
95	этом случае	3	4
96	одним из	2	4
97	из них	4	4
98	в их	12	4
99	факт что	2	4
100	должно быть	3	4
101	и то	10	4
102	между собой	5	4
103	связи с	3	4
104	мы должны	11	4
105	мы уже	5	4
106	том же	2	4
107	не есть	2	4
108	что эта	3	4
109	совершенно не	3	4
110	то же	16	4
111	а с	2	4
112	этой области	2	4
113	если мы	10	4
114	и у	2	4
115	в таком	2	4
116	в виде	3	4
117	и т.д	2	4
118	в области	4	4
119	может не	2	3
120	мы будем	2	3
121	же как	6	3
122	с одной	9	3
123	в нашем	4	3
124	в этих	3	3
125	целом ряде	2	3
126	не подлежит	3	3
127	одного и	6	3
128	с более	2	3
129	для нас	4	3
130	уже и	2	3
131	по одному	3	3
132	указывают на	4	3
133	в настоящее	2	3
134	в нем	2	3
135	данном случае	2	3
136	от того	3	3
137	целый ряд	5	3
138	в совершенно	3	3
139	что оно	4	3
140	и других	3	3
141	заключается в	18	3
142	а в	2	3
143	это не	5	3
144	в начале	2	3
145	в истории	10	3
146	настоящее время	2	3
147	что мы	7	3
148	бы в	3	3
149	с тем	6	3
150	прежде всего	2	3
151	таким же	2	3
152	и того	5	3
153	во всем	3	3
154	чем в	3	3
155	сейчас же	2	3
156	от тех	3	3
157	как известно	3	3
158	тот же	9	3
159	что если	2	3
160	даже в	2	3
161	только что	4	3
162	может служить	2	3
163	в данном	2	3
164	которые не	2	3
165	в связи	3	3
166	ничего общего	3	3
167	и это	2	3
168	отличие от	2	3
169	же не	2	3
170	свою очередь	2	2
171	в частности	5	2
172	тому что	4	2
173	но так	2	2
174	с этой	4	2
175	что эти	2	2
176	выше что	3	2
177	что на	2	2
178	как мы	13	2
179	для него	2	2
180	мы и	2	2
181	такой же	2	2
182	что они	14	2
183	на этом	3	2
184	в свою	2	2
185	одной стороны	9	2
186	между отдельными	3	2
187	к нему	2	2
188	образом как	2	2
189	том чтобы	2	2
190	они могут	2	2
191	но для	2	2
192	в ней	2	2
193	в виду	3	2
194	всяком случае	3	2
195	мы видели	6	2
196	в противоречие	2	2
197	другими словами	2	2
198	на том	4	2
199	вопросе о	2	2
200	этот процесс	6	2
201	что такие	2	2
202	те же	6	2
203	и тому	5	2
204	они не	2	2
205	между этими	2	2
206	и те	4	2
207	на более	2	2
208	но как	2	2
209	в один	3	2
210	также и	2	2
211	во всяком	4	2
212	в основе	17	2
213	что развитие	6	2
214	и более	7	2
215	только не	5	2
216	отнюдь не	3	2
217	тогда когда	8	2
218	представить себе	2	2
219	на первый	4	2
220	а затем	2	2
221	в вопросе	2	2
222	но не	3	2
223	нас что	2	2
224	том виде	2	2
225	было бы	8	2
226	в сущности	4	2
227	тем как	3	2
228	которую он	2	2
229	всех остальных	2	2
230	на каждом	6	2
231	в процессе	27	2
232	одной и	5	2
233	тем самым	7	2
234	между ними	4	2
235	сходство с	4	2
236	ту же	2	2
237	не знает	2	2
238	этого слова	11	2
239	рассматривать как	2	2
240	и только	4	2
241	этими двумя	2	2
242	которые могут	2	2
243	и поэтому	3	2
244	из него	2	2
