N	2gram	Losev_Dial_4	Problemy
1	и в	15	46
2	и не	30	27
3	может быть	17	23
4	как бы	14	19
5	не может	11	19
6	в нем	5	17
7	у достоевского	2	16
8	в этом	11	16
9	не только	8	14
10	перед нами	6	12
11	но и	4	12
12	как и	7	12
13	и на	5	11
14	точки зрения	14	11
15	в одном	4	11
16	а не	18	11
17	не в	8	10
18	прежде всего	11	9
19	в том	11	9
20	в самом	2	9
21	и все	11	9
22	вовсе не	6	9
23	в его	4	9
24	с точки	9	9
25	конечно не	2	8
26	или в	7	8
27	и с	4	7
28	по себе	13	7
29	еще не	4	7
30	в сущности	5	7
31	как раз	4	7
32	в себе	8	7
33	никогда не	2	6
34	ни в	8	6
35	но это	4	6
36	есть в	4	6
37	хотя и	6	6
38	о нем	2	6
39	но в	3	6
40	что он	7	6
41	что я	5	6
42	то же	9	6
43	все это	9	6
44	и его	7	6
45	только в	7	6
46	это не	12	5
47	же время	6	5
48	при этом	2	5
49	в котором	2	5
50	жизни и	4	5
51	мы находим	2	5
52	ведь и	2	5
53	в то	6	5
54	так как	14	5
55	в жизни	5	5
56	с его	5	5
57	за пределы	3	5
58	о том	5	5
59	во всех	2	5
60	если мы	5	5
61	что в	7	4
62	можно сказать	5	4
63	да и	2	4
64	и нет	3	4
65	кроме того	2	4
66	в виду	9	4
67	в словах	3	4
68	в их	3	4
69	таким образом	5	4
70	все эти	3	4
71	и наконец	3	4
72	должно быть	2	4
73	потому что	10	4
74	а что	2	4
75	же и	2	4
76	во всем	2	4
77	мы не	9	4
78	мы можем	3	4
79	как в	3	4
80	том что	10	4
81	слово о	2	4
82	совершенно не	3	4
83	все же	2	4
84	то что	16	4
85	так и	5	4
86	в себя	5	4
87	уже не	9	4
88	себя и	3	3
89	в отношении	2	3
90	тут в	2	3
91	из этих	2	3
92	человека и	2	3
93	не могут	2	3
94	на то	5	3
95	к своему	2	3
96	в своем	5	3
97	на этом	3	3
98	и идеи	2	3
99	но для	2	3
100	но если	5	3
101	себе и	2	3
102	и для	5	3
103	и их	2	3
104	другой стороны	2	3
105	так же	4	3
106	и только	2	3
107	и даже	6	3
108	также и	4	3
109	бы в	4	3
110	себя как	3	3
111	мы имеем	5	3
112	если бы	6	3
113	не как	4	3
114	и во	2	3
115	бытия и	4	3
116	с ее	10	3
117	и при	2	3
118	так чтобы	3	3
119	и что	9	3
120	она не	4	3
121	но именно	2	3
122	было бы	9	3
123	мы уже	3	3
124	в своей	3	3
125	и о	8	3
126	никак не	2	3
127	что и	6	3
128	себя в	2	3
129	что же	2	3
130	той же	5	3
131	жизнь и	2	3
132	сам по	2	3
133	тем что	2	3
134	в этой	4	3
135	и это	8	3
136	отличие от	2	3
137	не менее	2	2
138	сама по	5	2
139	должна быть	7	2
140	время и	2	2
141	для этого	2	2
142	уже нет	3	2
143	на все	2	2
144	вопрос о	2	2
145	его как	2	2
146	без всякого	2	2
147	мы будем	2	2
148	так что	6	2
149	и как	4	2
150	но все	2	2
151	лишь как	4	2
152	оно и	3	2
153	не дает	2	2
154	и само	2	2
155	и следовательно	3	2
156	той или	4	2
157	себе что	2	2
158	и тем	6	2
159	вот как	2	2
160	к жизни	3	2
161	то и	2	2
162	отношения к	3	2
163	не было	2	2
164	лишь в	2	2
165	и по	2	2
166	только так	4	2
167	в результате	6	2
168	сказать что	6	2
169	и так	2	2
170	представим себе	2	2
171	что мы	7	2
172	от одного	2	2
173	поведение и	2	2
174	с ним	3	2
175	а как	2	2
176	сознания и	3	2
177	с этим	3	2
178	этом смысле	4	2
179	бы ни	2	2
180	у нас	3	2
181	все что	2	2
182	есть и	3	2
183	не нужно	2	2
184	об этом	3	2
185	в свое	2	2
186	нет и	2	2
187	и пр	9	2
188	когда он	3	2
189	вместе с	2	2
190	бы и	3	2
191	бы не	2	2
192	все равно	2	2
193	он есть	7	2
194	что такое	5	2
195	хотя бы	4	2
196	да еще	2	2
197	ничего не	17	2
198	в данном	3	2
199	во всяком	2	2
200	от этого	3	2
201	могут быть	3	2
202	отношении к	2	2
203	не могли	2	2
204	того как	2	2
