N	2gram	Medvedev_F_1	Myshleni
1	в том	6	33
2	точки зрения	16	26
3	то что	8	20
4	в этом	15	19
5	с точки	13	18
6	того что	5	17
7	и в	24	15
8	не только	7	15
9	что в	4	14
10	таким образом	13	14
11	говорит он	3	12
12	что он	3	12
13	в самом	5	11
14	в процессе	9	11
15	в целом	6	10
16	но и	7	10
17	было бы	6	10
18	мы не	3	10
19	в своем	11	9
20	может быть	14	9
21	не может	16	9
22	связи с	3	9
23	так и	18	8
24	к действительности	2	8
25	никогда не	4	8
26	не в	8	8
27	и что	2	8
28	если бы	4	8
29	к тому	3	7
30	одной стороны	4	7
31	с одной	4	7
32	и не	20	7
33	на основе	6	7
34	как бы	6	7
35	по себе	5	7
36	он не	3	7
37	во всяком	4	7
38	в частности	4	6
39	в отношении	3	6
40	как мы	5	6
41	в этой	6	6
42	мы видели	2	6
43	по отношению	4	6
44	в связи	4	6
45	с другой	5	6
46	в истории	4	6
47	как это	6	6
48	но в	5	6
49	в зависимости	2	6
50	вовсе не	10	6
51	и к	4	6
52	как и	11	6
53	зависимости от	3	6
54	вместе с	2	6
55	если мы	2	6
56	самом деле	6	6
57	всяком случае	4	6
58	к которому	2	6
59	от действительности	2	5
60	это не	2	5
61	вопрос о	2	5
62	и др	5	5
63	и их	10	5
64	с помощью	3	5
65	и даже	3	5
66	друг друга	4	5
67	социальной среды	2	5
68	по существу	2	5
69	отношению к	4	5
70	приводит к	2	5
71	то же	10	5
72	во всей	2	5
73	независимо от	4	4
74	прежде всего	22	4
75	является для	2	4
76	том чтобы	2	4
77	все это	9	4
78	в них	3	4
79	так же	4	4
80	а в	6	4
81	и с	8	4
82	с его	4	4
83	все же	3	4
84	со всей	3	4
85	в своей	11	4
86	как в	8	4
87	как раз	2	4
88	хотя бы	5	4
89	и его	10	4
90	значение для	2	4
91	только в	2	4
92	в которой	4	4
93	в эту	2	4
94	все время	2	3
95	для этого	4	3
96	не можем	2	3
97	для него	3	3
98	при этом	5	3
99	в общем	3	3
100	смысле этого	3	3
101	точка зрения	2	3
102	и до	5	3
103	действительность не	3	3
104	со стороны	5	3
105	все эти	6	3
106	о мире	2	3
107	но эта	2	3
108	в самой	2	3
109	они не	3	3
110	лишь в	8	3
111	с другими	4	3
112	в результате	2	3
113	в основе	3	3
114	к этой	4	3
115	с ним	2	3
116	ничем не	3	3
117	и все	6	3
118	и особенно	2	3
119	с этим	2	3
120	таким же	2	3
121	идет о	2	3
122	но не	3	3
123	действительности и	3	3
124	одной из	2	3
125	когда он	3	3
126	на самом	7	3
127	тем самым	3	3
128	а не	10	3
129	значение в	3	3
130	он в	2	3
131	и ее	10	3
132	этого слова	3	3
133	и это	2	3
134	ничего не	2	3
135	этом пункте	2	2
136	сама по	2	2
137	же как	2	2
138	в другой	2	2
139	своей книге	2	2
140	с этой	4	2
141	на все	3	2
142	ни в	2	2
143	и как	3	2
144	но все	2	2
145	и более	2	2
146	не дает	2	2
147	на язык	3	2
148	его с	2	2
149	с ее	7	2
150	от того	2	2
151	в их	11	2
152	целый ряд	3	2
153	и других	3	2
154	должно быть	11	2
155	но для	3	2
156	из виду	2	2
157	в применении	2	2
158	но ведь	2	2
159	роли в	3	2
160	во всем	2	2
161	в одном	2	2
162	от этого	2	2
163	нисколько не	2	2
164	отнюдь не	6	2
165	он должен	3	2
166	не могло	5	2
167	бы ни	5	2
168	вопрос об	2	2
169	стороны и	4	2
170	именно в	8	2
171	подход к	2	2
172	друг от	2	2
173	мы увидим	4	2
174	от друга	2	2
175	за пределы	2	2
176	к ней	2	2
177	в его	23	2
178	нет и	2	2
179	и развития	2	2
180	должен быть	5	2
181	что и	2	2
182	во всех	5	2
183	или менее	6	2
184	и самый	2	2
185	у них	3	2
186	в себе	3	2
187	более или	6	2
188	учения о	2	2
