N	2gram	Tiupa_Narr_1	Psycholo
1	в том	8	37
2	и в	11	32
3	том что	7	21
4	то что	9	21
5	потому что	5	21
6	то есть	9	21
7	что в	3	20
8	может быть	15	18
9	не может	8	17
10	точки зрения	5	17
11	самом деле	3	16
12	того чтобы	4	14
13	что он	3	13
14	при этом	19	13
15	то же	8	13
16	для того	3	13
17	в этом	12	13
18	по себе	4	12
19	в самом	6	12
20	не только	31	12
21	на то	2	11
22	как и	13	10
23	но и	27	10
24	и не	23	10
25	никогда не	4	9
26	как в	4	9
27	не менее	3	8
28	не в	6	8
29	дело с	2	8
30	того что	4	8
31	к тому	6	7
32	и как	3	7
33	а не	13	7
34	в сущности	2	7
35	и его	10	7
36	сказать что	2	7
37	как будто	3	7
38	только в	12	7
39	в этой	6	6
40	он не	3	6
41	как бы	6	6
42	же самое	2	6
43	о том	4	6
44	если бы	7	6
45	отнюдь не	2	5
46	что у	4	5
47	в ней	4	5
48	до сих	2	5
49	сих пор	2	5
50	как раз	6	5
51	этом отношении	3	5
52	только на	2	5
53	и даже	2	5
54	и на	5	5
55	в то	4	5
56	столь же	5	4
57	едва ли	3	4
58	в жизни	3	4
59	что на	4	4
60	тем не	3	4
61	как это	3	4
62	в чем	2	4
63	а на	2	4
64	иначе говоря	8	4
65	никак не	2	4
66	и тем	4	4
67	в нем	4	4
68	все же	4	4
69	из них	4	4
70	жизни и	6	4
71	данном случае	8	4
72	а в	13	4
73	и все	3	4
74	мы имеем	3	4
75	не имеет	2	4
76	и для	2	4
77	в данном	11	4
78	о ней	3	4
79	и с	3	4
80	в целом	3	4
81	в произведении	2	4
82	ничего не	2	4
83	как она	2	4
84	в сознании	4	4
85	между тем	3	4
86	по своему	2	3
87	состоит в	10	3
88	в частности	14	3
89	хотя бы	2	3
90	с другой	2	3
91	в конце	2	3
92	об этом	6	3
93	но как	3	3
94	до конца	2	3
95	в свою	2	3
96	в своей	5	3
97	может служить	3	3
98	сами по	2	3
99	один из	6	3
100	с ее	2	3
101	так и	5	3
102	и ее	3	3
103	столько же	2	3
104	и вот	2	3
105	что не	2	3
106	в конечном	3	3
107	и он	6	3
108	тому как	3	3
109	действующих лиц	5	3
110	и то	3	3
111	та же	2	3
112	но в	7	3
113	мы не	3	3
114	это было	2	3
115	мы можем	2	3
116	не существует	3	2
117	слова в	4	2
118	если она	2	2
119	этих двух	2	2
120	зависит от	2	2
121	с его	4	2
122	казалось бы	2	2
123	все что	2	2
124	это не	3	2
125	и от	2	2
126	точка зрения	5	2
127	во сне	2	2
128	в одном	4	2
129	во всяком	2	2
130	сводится к	3	2
131	в романе	2	2
132	же время	4	2
133	свою очередь	2	2
134	еще не	4	2
135	но не	4	2
136	на другой	5	2
137	тот самый	2	2
138	она не	2	2
139	к нему	4	2
140	к ним	2	2
141	в его	6	2
142	не вполне	2	2
143	всяком случае	2	2
144	если в	2	2
145	оно не	2	2
146	его жизни	3	2
147	начала и	3	2
148	в этих	2	2
149	сводятся к	2	2
150	вместе с	2	2
151	заключает в	2	2
152	вплоть до	4	2
153	так в	4	2
154	другой стороны	2	2
155	в особенности	2	2
156	не было	3	2
157	роль в	2	2
158	отличие от	2	2
159	в таком	2	2
160	каждый из	2	2
161	также и	3	2
162	их в	3	2
163	подобно тому	3	2
164	в себе	6	2
165	и только	2	2
166	от сознания	2	2
167	могло бы	3	2
