N	2gram	Potebnia_M_2	Istorich
1	и в	24	26
2	так как	10	18
3	никогда не	4	13
4	потому что	49	13
5	что в	16	12
6	таким образом	11	12
7	в том	18	12
8	и на	8	12
9	в этом	8	12
10	может быть	23	11
11	с другой	6	10
12	том что	8	10
13	и т	6	10
14	и не	19	10
15	не только	15	10
16	что он	4	9
17	еще не	4	9
18	но и	9	9
19	в нем	9	8
20	все же	5	8
21	вместе с	11	8
22	другой стороны	2	8
23	т д	3	8
24	все эти	2	8
25	и это	2	8
26	с ним	5	8
27	превращается в	2	7
28	уже не	4	7
29	с одной	4	7
30	мы можем	12	7
31	одной стороны	3	7
32	например в	3	7
33	и его	2	7
34	у него	2	7
35	о том	5	7
36	но в	4	7
37	то что	20	6
38	как в	10	6
39	так в	4	6
40	не может	12	6
41	как он	4	6
42	мы не	11	6
43	у нас	2	5
44	как и	7	5
45	мы видим	2	5
46	в ней	3	5
47	в его	2	5
48	то это	3	5
49	так и	5	5
50	то же	12	5
51	и что	4	5
52	как это	2	5
53	тем что	7	5
54	в то	6	5
55	только в	11	5
56	его в	3	5
57	там где	4	5
58	с тем	4	4
59	это не	3	4
60	из этих	4	4
61	прежде всего	7	4
62	зависит от	2	4
63	с его	2	4
64	но это	3	4
65	до сих	4	4
66	все что	3	4
67	связано с	2	4
68	как бы	9	4
69	и тем	3	4
70	что и	11	4
71	сих пор	4	4
72	что оно	4	4
73	и по	2	4
74	в других	4	4
75	себе в	3	4
76	независимо от	9	3
77	если бы	11	3
78	могут быть	8	3
79	в них	5	3
80	и от	3	3
81	в одном	6	3
82	к этому	2	3
83	вопрос о	2	3
84	что душа	2	3
85	так что	10	3
86	не в	13	3
87	от него	4	3
88	такой же	4	3
89	они не	4	3
90	то время	4	3
91	так например	3	3
92	том как	3	3
93	главным образом	4	3
94	от того	5	3
95	его с	2	3
96	один из	2	3
97	что она	3	3
98	со стороны	3	3
99	а в	8	3
100	при этом	13	3
101	и других	2	3
102	как на	3	3
103	время как	4	3
104	или в	2	3
105	и то	3	3
106	их в	2	3
107	сказать что	2	3
108	и только	6	3
109	на более	2	3
110	в себе	10	3
111	не было	6	3
112	далеко не	3	3
113	того как	7	3
114	случаи когда	2	2
115	и как	6	2
116	в этих	3	2
117	в эту	3	2
118	что у	2	2
119	но он	2	2
120	того же	14	2
121	с этим	7	2
122	вовсе не	9	2
123	на то	5	2
124	некоторых случаях	2	2
125	об одном	3	2
126	мы знаем	2	2
127	для нас	31	2
128	по отношению	2	2
129	но все	2	2
130	что они	5	2
131	одна из	4	2
132	но не	12	2
133	так же	2	2
134	после того	2	2
135	что мы	11	2
136	было бы	13	2
137	общие черты	2	2
138	кажется что	3	2
139	не так	3	2
140	относится к	3	2
141	всяком случае	7	2
142	но мы	3	2
143	не есть	6	2
144	нам кажется	4	2
145	не имеет	6	2
146	в некоторых	4	2
147	но эти	2	2
148	на него	3	2
149	и мертвых	2	2
150	то и	9	2
151	точно так	9	2
152	тогда как	10	2
153	или же	7	2
154	только что	3	2
155	а с	2	2
156	и они	2	2
157	человека в	3	2
158	мы находим	2	2
159	в одно	8	2
160	и другое	4	2
161	тем самым	4	2
162	а не	18	2
163	того что	7	2
164	что не	5	2
165	должны быть	4	2
166	его не	3	2
167	с ними	3	2
168	во всяком	7	2
169	быть только	2	2
170	о котором	2	2
171	мы должны	2	2
172	он представляется	2	2
173	что это	3	2
174	когда мы	2	2
175	оно может	2	2
