N	2gram	Vinokur_Ku_2	Psycholo
1	то что	9	32
2	и в	23	31
3	в том	19	30
4	и т	39	26
5	что в	10	23
6	может быть	15	22
7	таким образом	5	20
8	ясно что	5	19
9	при этом	2	19
10	так как	15	18
11	не может	9	17
12	как и	2	16
13	том что	11	16
14	и не	16	16
15	т п	24	16
16	точки зрения	14	15
17	только в	5	14
18	а не	10	13
19	не только	20	13
20	что и	3	13
21	так же	4	12
22	если мы	4	12
23	в этом	18	12
24	в самом	12	11
25	могут быть	4	11
26	не в	8	11
27	в области	11	11
28	на то	4	10
29	в сущности	9	10
30	того что	3	10
31	потому что	25	10
32	по себе	10	9
33	ни в	4	9
34	как в	3	9
35	самом деле	9	9
36	никогда не	2	8
37	вместе с	5	8
38	все это	5	8
39	т д	14	8
40	и что	8	8
41	во всяком	5	8
42	что мы	6	8
43	что он	5	7
44	есть в	3	7
45	и его	3	7
46	заключается в	2	7
47	того чтобы	11	7
48	сказать что	4	7
49	что это	7	6
50	вовсе не	9	6
51	зависимости от	5	6
52	очевидно что	2	6
53	до конца	3	6
54	было бы	15	6
55	если бы	12	6
56	всяком случае	5	6
57	отнюдь не	4	6
58	целый ряд	5	6
59	а в	3	6
60	что она	3	6
61	для того	9	6
62	и даже	2	6
63	в его	5	6
64	и есть	2	5
65	само по	5	5
66	и все	2	5
67	этой точки	2	5
68	все же	7	5
69	с одной	2	5
70	для нас	4	5
71	она не	2	5
72	несмотря на	5	5
73	совершенно не	3	5
74	как бы	4	5
75	был бы	2	5
76	в зависимости	4	5
77	в процессе	3	5
78	другой стороны	7	5
79	и для	2	5
80	то же	6	5
81	с другой	8	5
82	в то	4	5
83	как будто	2	5
84	утверждать что	2	5
85	к тому	4	4
86	в виду	3	4
87	прежде всего	8	4
88	очень часто	2	4
89	различие между	3	4
90	отличие от	2	4
91	по существу	5	4
92	чтобы понять	2	4
93	что я	4	4
94	же как	2	4
95	у него	3	4
96	и если	2	4
97	у нас	12	4
98	и о	4	4
99	никак не	3	4
100	один из	5	4
101	со стороны	4	4
102	к этому	4	4
103	те же	3	4
104	и у	2	4
105	в своих	2	4
106	с этой	2	4
107	в результате	4	4
108	этого слова	5	4
109	там где	5	4
110	между тем	6	4
111	как это	5	4
112	мы имеем	5	4
113	уже в	3	3
114	не могут	5	3
115	с тем	2	3
116	состоит в	2	3
117	в частности	2	3
118	конечном счете	2	3
119	в своем	2	3
120	что у	2	3
121	точно так	3	3
122	что все	5	3
123	должна быть	5	3
124	представить себе	2	3
125	вопрос о	9	3
126	что на	4	3
127	мы знаем	4	3
128	это и	3	3
129	но это	3	3
130	в силу	7	3
131	но не	6	3
132	смысле слова	2	3
133	из которых	3	3
134	в этой	6	3
135	хотя и	4	3
136	он не	3	3
137	в конечном	2	3
138	речь идет	2	3
139	себе не	2	3
140	в своей	2	3
141	так и	4	3
142	в отличие	2	3
143	не было	4	3
144	что оно	3	3
145	от того	4	3
146	и вот	5	3
147	но только	4	3
148	должны быть	2	3
149	тем же	2	3
150	и по	3	3
151	той же	2	3
152	роль в	2	3
153	почти всегда	2	3
154	в которых	2	3
155	с этим	3	3
156	нуждается в	2	3
157	слова в	6	3
158	в конце	4	3
159	и это	3	3
160	что эта	2	3
161	конце концов	3	3
162	на примере	2	3
163	но в	11	3
164	т е	22	3
165	не менее	7	2
166	или иное	3	2
167	есть продукт	2	2
168	казалось бы	3	2
169	этом смысле	5	2
170	можно ли	4	2
171	главным образом	3	2
172	но даже	2	2
173	в них	4	2
174	том случае	2	2
175	и от	2	2
176	это в	2	2
177	не всегда	2	2
178	и здесь	5	2
179	смысле этого	2	2
180	а только	3	2
181	тем не	6	2
182	уже не	8	2
183	этого вопроса	3	2
184	и сейчас	2	2
185	и потому	2	2
186	только о	2	2
187	что они	2	2
188	в качестве	8	2
189	того же	3	2
190	что само	2	2
191	но что	2	2
192	ли это	2	2
193	тот же	5	2
194	по поводу	2	2
195	что такое	3	2
196	и следовательно	2	2
197	последнее время	3	2
198	гораздо более	3	2
199	и тем	5	2
200	в нем	4	2
201	мы видели	2	2
202	но и	7	2
203	что же	5	2
204	приводит к	5	2
205	как мы	3	2
206	отличается от	3	2
207	как раз	3	2
208	то и	3	2
209	в связи	4	2
210	все дело	2	2
211	этом отношении	3	2
212	русском языке	10	2
213	на самом	2	2
214	этой области	4	2
215	тем самым	2	2
216	к нему	2	2
217	с точки	8	2
218	то или	3	2
219	что для	2	2
220	ничего не	4	2
221	в русском	10	2
222	и с	7	2
223	в каком	4	2
224	бы и	4	2
225	и то	5	2
226	это только	2	2
227	ту же	6	2
228	на это	3	2
229	будто бы	2	2
230	тех же	2	2
231	к этой	3	2
232	не то	2	2
