N	2gram	Bakhtin_Pr_4	Hudozhes
1	и в	46	28
2	в рассказе	2	21
3	том что	4	19
4	и не	27	18
5	своего рода	4	16
6	в том	9	15
7	а не	11	14
8	не в	10	13
9	в этом	16	13
10	о том	5	12
11	перед нами	12	11
12	как и	12	11
13	при этом	5	11
14	в его	9	11
15	не только	14	11
16	уже не	4	10
17	но и	12	9
18	в себе	7	9
19	в жизни	5	8
20	что он	6	8
21	может быть	23	8
22	себя в	3	8
23	так и	4	8
24	между тем	2	8
25	и все	9	7
26	к тому	2	7
27	об этом	2	7
28	в мире	3	7
29	отношению к	5	7
30	по отношению	5	7
31	с ним	2	7
32	это не	5	6
33	можно сказать	4	6
34	в котором	5	6
35	то что	4	6
36	жизни и	5	6
37	в своей	3	6
38	если бы	3	6
39	то же	6	6
40	не было	2	6
41	а в	2	6
42	и с	7	6
43	тем что	3	6
44	в то	5	6
45	с его	5	5
46	и другие	3	5
47	не менее	2	5
48	у него	5	5
49	в своем	3	5
50	как бы	19	5
51	как в	4	5
52	да и	4	5
53	с ее	3	5
54	в этой	3	5
55	что в	4	5
56	она не	3	5
57	и сам	5	5
58	в самом	9	5
59	никогда не	6	5
60	только на	3	5
61	и его	6	5
62	рядом с	5	5
63	для него	2	5
64	ничего не	2	5
65	бы и	2	4
66	превращается в	4	4
67	но не	4	4
68	же время	5	4
69	в художественном	2	4
70	и о	3	4
71	он не	4	4
72	что и	3	4
73	как раз	7	4
74	то и	2	4
75	не может	19	4
76	только в	6	4
77	в других	2	4
78	а между	2	4
79	бы не	2	3
80	все время	2	3
81	с другой	3	3
82	о себе	5	3
83	в одном	11	3
84	человека и	3	3
85	к себе	6	3
86	но при	3	3
87	с нею	2	3
88	прежде всего	9	3
89	в нем	17	3
90	для нас	2	3
91	самом деле	4	3
92	все что	2	3
93	есть и	2	3
94	еще не	7	3
95	было бы	3	3
96	раз в	2	3
97	во сне	2	3
98	мы уже	3	3
99	в этих	4	3
100	на него	3	3
101	все это	6	3
102	на фоне	6	3
103	и он	6	3
104	так же	3	3
105	или в	8	3
106	можно было	2	3
107	и на	11	3
108	на себя	4	3
109	к чужому	7	3
110	как он	3	3
111	и это	3	3
112	героя и	4	3
113	к нему	5	3
114	жизни не	2	2
115	автора и	2	2
116	он сам	2	2
117	себя и	3	2
118	не как	3	2
119	из этих	3	2
120	в духе	2	2
121	с собой	3	2
122	вовсе не	9	2
123	а как	2	2
124	на свой	6	2
125	или иной	2	2
126	как мы	12	2
127	о которых	2	2
128	в строгом	2	2
129	что я	6	2
130	же как	2	2
131	одна из	2	2
132	на пороге	12	2
133	на этом	3	2
134	но именно	3	2
135	и к	9	2
136	в смерти	2	2
137	он уже	2	2
138	же и	4	2
139	к ней	2	2
140	о нем	6	2
141	до сих	8	2
142	если в	2	2
143	все же	4	2
144	людей в	2	2
145	отношение к	3	2
146	вместе с	2	2
147	сих пор	8	2
148	что же	3	2
149	мысли и	2	2
150	приводит к	4	2
151	здесь не	4	2
152	рассказ и	2	2
153	того как	2	2
154	еще и	4	2
155	те же	2	2
156	жизнь в	3	2
157	лишь в	2	2
158	между ними	10	2
159	хотя бы	2	2
160	и для	3	2
161	с точки	9	2
162	главного героя	2	2
163	той же	3	2
164	в данном	2	2
165	тем как	2	2
166	сказать что	2	2
167	потому что	4	2
168	точки зрения	11	2
169	самим собою	3	2
170	с самим	5	2
171	в другом	2	2
172	и только	3	2
173	и т.д	3	2
174	но в	6	2
