N	2gram	Losev_Prob_4	FransuaR
1	и в	20	29
2	то есть	27	21
3	таким образом	8	20
4	и не	28	16
5	и все	8	13
6	в этой	4	13
7	как и	6	12
8	но в	8	12
9	так и	10	11
10	и на	3	11
11	в этом	9	11
12	то же	7	10
13	как мы	3	10
14	в то	4	10
15	не только	24	10
16	вовсе не	21	9
17	в конце	2	9
18	но и	14	9
19	все эти	16	9
20	и с	7	9
21	его в	2	9
22	прежде всего	11	8
23	в его	3	8
24	и его	10	8
25	как бы	4	8
26	в них	5	7
27	еще и	3	7
28	так же	5	7
29	в том	20	7
30	так как	5	7
31	из них	3	6
32	здесь в	5	6
33	что это	2	5
34	все они	3	5
35	это не	7	5
36	это и	4	5
37	того же	2	5
38	и о	5	5
39	далеко не	2	5
40	в нем	5	5
41	в своей	4	5
42	и по	2	5
43	сказать что	7	5
44	весь мир	2	5
45	перед нами	13	4
46	только для	3	4
47	но они	2	4
48	с его	2	4
49	в нашем	12	4
50	в литературе	2	4
51	что он	8	4
52	но это	6	4
53	по своему	6	4
54	еще не	7	4
55	и есть	4	4
56	то что	15	4
57	жизни и	5	4
58	конечно не	3	4
59	все это	9	4
60	на самом	5	4
61	с другой	7	4
62	жизнь и	4	4
63	также и	13	4
64	в результате	8	4
65	тем что	3	4
66	точки зрения	14	4
67	в которой	2	4
68	все время	2	3
69	всех этих	6	3
70	в частности	2	3
71	в качестве	10	3
72	в своем	3	3
73	с ее	2	3
74	в ее	5	3
75	все же	2	3
76	но как	3	3
77	том что	12	3
78	и как	3	3
79	то в	2	3
80	более или	2	3
81	что здесь	6	3
82	мы можем	3	3
83	тот же	2	3
84	по преимуществу	2	3
85	он не	2	3
86	к нему	3	3
87	здесь не	7	3
88	или менее	2	3
89	другой стороны	6	3
90	в разных	4	3
91	при этом	6	3
92	там же	2	3
93	того чтобы	2	3
94	для того	3	3
95	и даже	9	3
96	и вполне	5	3
97	с ними	2	3
98	в ней	7	3
99	же и	3	3
100	в себе	12	3
101	эти образы	2	3
102	в чем	2	3
103	уже в	4	2
104	времени и	4	2
105	новое и	2	2
106	связи с	3	2
107	уже и	3	2
108	в этих	5	2
109	жизни в	2	2
110	другими словами	3	2
111	в жизни	3	2
112	к тому	3	2
113	и к	3	2
114	уже давно	4	2
115	одной из	4	2
116	подобного рода	11	2
117	но только	2	2
118	все в	3	2
119	ни в	17	2
120	он был	3	2
121	да и	5	2
122	из этого	3	2
123	самом же	2	2
124	что они	2	2
125	есть в	7	2
126	именно в	7	2
127	но не	5	2
128	этих образов	2	2
129	то время	2	2
130	кроме того	4	2
131	не может	5	2
132	же деле	2	2
133	весь этот	2	2
134	на его	2	2
135	может быть	9	2
136	между прочим	3	2
137	хотя и	5	2
138	у меня	2	2
139	что каждая	2	2
140	уже не	5	2
141	а также	6	2
142	в виду	6	2
143	в котором	2	2
144	и для	4	2
145	на этой	2	2
146	себя в	2	2
147	ни с	4	2
148	но она	3	2
149	как в	5	2
150	как раз	4	2
151	в других	2	2
152	в той	8	2
153	всякого рода	3	2
154	мы здесь	2	2
155	и наконец	4	2
156	с точки	11	2
157	друг друга	2	2
158	или в	5	2
159	и то	2	2
160	то он	2	2
161	даже и	13	2
162	как будто	11	2
163	только в	23	2
164	но этот	2	2
165	о том	5	2
166	и это	2	2
167	дело в	2	2
168	нет ничего	3	2
169	с ним	4	2
170	учения о	2	2
