N	2gram	Bakhtin_Pr_1	Myslijsy
1	потому что	8	52
2	и в	29	39
3	может быть	24	27
4	в том	8	26
5	только в	10	25
6	что в	8	22
7	не может	12	22
8	а не	22	21
9	так как	6	21
10	не только	15	21
11	в нем	19	20
12	но и	14	20
13	и не	31	18
14	том что	7	16
15	так что	2	16
16	не в	7	15
17	в этом	22	15
18	если бы	9	14
19	отношению к	8	13
20	так и	7	13
21	по отношению	8	13
22	в себе	7	13
23	таким образом	12	13
24	было бы	5	12
25	в человеке	3	10
26	по себе	8	10
27	а потому	2	10
28	не есть	2	10
29	то что	15	10
30	как в	6	10
31	и что	2	10
32	могут быть	6	9
33	как и	12	9
34	и понимания	3	9
35	мысли в	2	9
36	мысли и	5	9
37	тем что	4	9
38	но в	7	9
39	в одном	10	8
40	но не	9	8
41	точки зрения	19	8
42	с другой	3	7
43	должно быть	4	7
44	в ней	2	7
45	в истории	2	7
46	с этим	2	7
47	это не	9	7
48	то и	2	7
49	человеческого духа	2	6
50	и как	7	6
51	еще не	5	6
52	как бы	19	6
53	что и	4	6
54	все же	9	6
55	и т	4	6
56	то же	14	6
57	при этом	2	6
58	вовсе не	7	5
59	несмотря на	6	5
60	но это	4	5
61	и потому	6	5
62	в его	24	5
63	другой стороны	3	5
64	так же	6	5
65	а в	7	5
66	и для	4	5
67	друг друга	3	5
68	и его	14	5
69	между тем	5	5
70	если же	3	5
71	не могут	6	4
72	никогда не	3	4
73	однако в	2	4
74	вопрос о	2	4
75	этом смысле	10	4
76	прежде всего	7	4
77	в смысле	2	4
78	мы видим	2	4
79	же время	9	4
80	для него	18	4
81	от того	4	4
82	в своих	3	4
83	в каждом	8	4
84	т п	3	4
85	не было	4	4
86	и даже	2	4
87	тому как	3	4
88	говорит он	6	4
89	само по	3	4
90	в то	10	4
91	там где	10	4
92	бы в	3	4
93	в самой	6	3
94	тому что	3	3
95	в них	3	3
96	а его	2	3
97	оно не	3	3
98	и во	2	3
99	и от	2	3
100	и это	5	3
101	в жизни	2	3
102	из одного	4	3
103	друг другу	2	3
104	самого начала	2	3
105	из самого	2	3
106	ни были	2	3
107	в этой	4	3
108	в своем	8	3
109	она не	7	3
110	в другой	3	3
111	в своей	8	3
112	для себя	2	3
113	в мире	6	3
114	связи с	2	3
115	в самом	10	3
116	были бы	4	3
117	на него	3	3
118	или же	2	3
119	то ни	2	3
120	как на	3	3
121	той же	5	3
122	или даже	2	3
123	с ним	5	3
124	должна быть	5	3
125	не из	3	3
126	тем как	4	3
127	сказать что	3	3
128	во всяком	5	3
129	одно из	2	3
130	он не	5	3
131	подобно тому	3	3
132	в сознании	2	3
133	с точки	13	3
134	мы должны	3	3
135	и с	4	3
136	но как	3	3
137	нисколько не	2	2
138	и есть	2	2
139	в единстве	6	2
140	но он	2	2
141	с этой	2	2
142	но с	3	2
143	бы то	2	2
144	была бы	3	2
145	как например	2	2
146	они ни	2	2
147	а как	7	2
148	слова но	2	2
149	таким же	3	2
150	как мы	4	2
151	же в	2	2
152	ни было	2	2
153	жизни и	2	2
154	к сознанию	2	2
155	уже не	13	2
156	следовательно и	2	2
157	но все	5	2
158	за ним	3	2
159	чем в	2	2
160	все что	3	2
161	только то	3	2
162	на себе	2	2
163	если б	2	2
164	в сущности	5	2
165	могли бы	2	2
166	за пределы	7	2
167	как предмет	4	2
168	и о	5	2
169	одним из	6	2
170	никак не	2	2
171	и следовательно	4	2
172	в целом	6	2
173	но эти	2	2
174	что же	4	2
175	в их	3	2
176	точке зрения	3	2
177	что оно	2	2
178	то оно	2	2
179	этот вопрос	2	2
180	как объект	4	2
181	на этот	2	2
182	хотя бы	2	2
183	то он	2	2
184	он есть	4	2
185	как будто	3	2
186	все то	4	2
187	в один	2	2
188	его к	2	2
189	все в	3	2
190	его на	2	2
191	и самое	3	2
192	так сказать	4	2
193	заметить что	2	2
194	не потому	2	2
195	в которой	2	2
