N	2gram	Losev_Vlad_2	Problema
1	и не	18	28
2	то есть	7	27
3	не только	12	24
4	только в	6	23
5	в виде	3	22
6	вовсе не	4	21
7	в том	18	20
8	и в	30	20
9	ни в	7	17
10	все эти	5	16
11	то что	20	15
12	потому что	9	15
13	у нас	6	14
14	было бы	9	14
15	но и	8	14
16	точки зрения	7	14
17	не в	9	13
18	также и	6	13
19	даже и	3	13
20	не есть	4	12
21	в себе	6	12
22	том что	12	12
23	прежде всего	6	11
24	по себе	5	11
25	с точки	3	11
26	как будто	2	11
27	не менее	7	10
28	тем не	6	10
29	так и	5	10
30	и его	6	10
31	это значит	2	10
32	едва ли	3	10
33	может быть	7	9
34	есть нечто	2	9
35	все это	5	9
36	и даже	10	9
37	в этом	20	9
38	содержит в	4	8
39	что он	13	8
40	таким образом	3	8
41	в той	2	8
42	в результате	5	8
43	во всяком	6	8
44	и все	7	8
45	но в	8	8
46	это не	2	7
47	такого рода	2	7
48	мы не	2	7
49	и потому	2	7
50	то же	4	7
51	именно в	4	7
52	а не	7	7
53	сказать что	11	7
54	и с	14	7
55	в ней	4	7
56	здесь не	4	7
57	хотя бы	3	7
58	об этом	6	6
59	всех этих	3	6
60	и от	2	6
61	по крайней	4	6
62	так что	5	6
63	а также	10	6
64	для нас	7	6
65	как и	5	6
66	но это	4	6
67	по своему	2	6
68	при этом	5	6
69	крайней мере	4	6
70	в виду	2	6
71	в таком	3	6
72	в данном	3	6
73	сам по	2	6
74	и вообще	10	6
75	но не	3	5
76	хотя и	6	5
77	в нем	4	5
78	здесь в	2	5
79	можно сказать	4	5
80	и можно	2	5
81	да и	3	5
82	и если	4	5
83	и о	4	5
84	жизни и	6	5
85	вместе с	8	5
86	данном случае	2	5
87	как в	3	5
88	так же	4	5
89	не может	9	5
90	в них	3	5
91	только и	3	5
92	так как	5	5
93	уже не	3	5
94	и очень	2	5
95	и вполне	3	5
96	когда мы	3	5
97	в этих	4	5
98	о том	4	5
99	уже в	3	4
100	с тем	2	4
101	и есть	2	4
102	у достоевского	2	4
103	в отношении	3	4
104	и для	3	4
105	и во	2	4
106	уже давно	2	4
107	что его	4	4
108	в этой	4	4
109	кроме того	9	4
110	несмотря на	4	4
111	в своей	5	4
112	отчет в	2	4
113	никак не	3	4
114	как бы	5	4
115	всяком случае	6	4
116	тем более	3	4
117	не имеет	2	4
118	же в	2	4
119	во всех	3	4
120	ни с	2	4
121	без всякого	2	4
122	с этим	5	4
123	а в	11	4
124	что не	2	4
125	и наконец	4	4
126	можно было	2	4
127	в то	9	4
128	с ним	5	4
129	в связи	8	3
130	к тому	2	3
131	казалось бы	2	3
132	уже и	2	3
133	само собой	3	3
134	если не	2	3
135	точно так	3	3
136	и к	6	3
137	как мы	11	3
138	он был	6	3
139	для него	9	3
140	здесь мы	3	3
141	и как	3	3
142	но все	2	3
143	в начале	4	3
144	связи с	8	3
145	учение о	3	3
146	себе и	2	3
147	себе в	2	3
148	конечно не	4	3
149	между прочим	7	3
150	вплоть до	3	3
151	же и	2	3
152	в его	11	3
153	то это	4	3
154	что и	3	3
155	что в	12	3
156	другими словами	5	3
157	сказать о	3	3
158	не говоря	3	3
159	в своем	8	3
160	не было	10	3
161	еще и	6	3
162	необходимо сказать	5	3
163	всякого рода	6	3
164	для того	2	3
165	к нему	2	3
166	в самых	2	3
167	тут же	2	3
168	и на	4	3
169	нас выше	3	3
170	правда в	2	3
171	к его	2	3
172	мы должны	4	3
173	нет ничего	3	3
174	мы сейчас	3	3
175	а это	3	3
176	как это	7	3
177	из этого	5	3
178	в области	3	3
179	этого не	2	2
180	от нас	2	2
181	в частности	2	2
182	однако в	2	2
183	со своей	2	2
184	в конце	13	2
185	на все	2	2
186	меня в	2	2
187	для себя	5	2
188	с его	4	2
189	от всякой	2	2
190	ему в	2	2
191	то в	5	2
192	заключается в	2	2
193	не очень	4	2
194	то время	6	2
195	в стихотворении	2	2
196	тот же	5	2
197	и может	2	2
198	в это	4	2
199	кажется что	2	2
200	что это	4	2
201	на его	4	2
202	в самом	2	2
203	нам представляется	2	2
204	некоторого рода	2	2
205	том чтобы	2	2
206	он не	4	2
207	к ней	3	2
208	не вполне	2	2
209	время как	2	2
210	в котором	5	2
211	не могли	3	2
212	говоря уже	2	2
213	нам кажется	3	2
214	все же	9	2
215	в петербурге	2	2
216	себя в	2	2
217	в сравнении	2	2
218	можно назвать	2	2
219	с ней	2	2
220	был в	2	2
221	или менее	3	2
222	а именно	6	2
223	и прежде	2	2
224	жизни в	2	2
225	на земле	2	2
226	и притом	2	2
227	мы находим	2	2
228	там же	12	2
229	и что	5	2
230	того чтобы	2	2
231	и больше	3	2
232	и он	4	2
233	и по	2	2
234	друг друга	2	2
235	а то	2	2
236	приходит к	2	2
237	и то	5	2
238	или по	2	2
239	о понятии	2	2
240	будто бы	2	2
241	его в	4	2
242	и это	3	2
243	дело в	3	2
244	очень много	2	2
245	мужа и	2	2
246	мы читаем	4	2
247	в чем	2	2
248	в которой	4	2
249	того же	5	2
250	более или	3	2
251	учения о	3	2
252	которое в	2	2
253	не то	3	2
254	но по	2	2
255	еще более	3	2
256	это было	4	2
