N	2gram	Vygotskiy__2	Vladivir
1	и в	15	40
2	то что	20	28
3	и не	7	25
4	не только	15	25
5	у него	2	24
6	но и	10	18
7	в том	33	18
8	том что	27	18
9	что в	14	17
10	также и	2	17
11	в этом	19	16
12	в его	2	14
13	не может	9	14
14	точки зрения	26	13
15	вовсе не	6	13
16	только в	4	13
17	сказать что	6	12
18	никогда не	8	11
19	таким образом	14	11
20	потому что	7	11
21	о том	9	11
22	едва ли	7	11
23	прежде всего	4	10
24	ни в	2	10
25	это есть	2	10
26	как раз	4	10
27	и его	4	10
28	что это	6	9
29	и с	4	9
30	в своей	4	9
31	что же	2	9
32	в себе	2	9
33	философии и	3	9
34	в своем	9	8
35	в этой	6	8
36	для него	3	8
37	может быть	9	8
38	так же	4	8
39	и что	8	8
40	он не	7	8
41	а также	2	8
42	как мы	6	8
43	а не	3	8
44	что все	4	7
45	к тому	7	7
46	и как	2	7
47	несмотря на	4	7
48	а в	4	7
49	так как	4	7
50	того что	17	7
51	что и	2	7
52	вместе с	6	7
53	как и	6	7
54	смысле слова	5	6
55	и даже	5	6
56	по себе	7	6
57	об этом	3	6
58	во всем	2	6
59	так и	8	6
60	хотя бы	4	6
61	с точки	18	6
62	и это	3	6
63	можно считать	2	5
64	с другой	6	5
65	для нас	4	5
66	но если	2	5
67	должно быть	2	5
68	в отношении	6	5
69	все эти	3	5
70	в истории	6	5
71	учении о	5	5
72	отнюдь не	2	5
73	в одном	2	5
74	что он	12	5
75	мы уже	6	5
76	для себя	3	5
77	или менее	2	5
78	можно было	5	5
79	в данном	3	5
80	тем что	2	5
81	более или	2	5
82	ничего не	3	5
83	вопрос о	5	4
84	на то	6	4
85	и можно	2	4
86	что если	2	4
87	в самом	11	4
88	в котором	2	4
89	от того	2	4
90	не имеет	4	4
91	бы и	3	4
92	здесь у	2	4
93	в результате	3	4
94	однако и	2	4
95	мы должны	6	4
96	при помощи	4	4
97	как это	6	4
98	и все	3	4
99	по существу	5	4
100	чем в	2	4
101	но не	3	4
102	утверждает что	3	4
103	было бы	10	4
104	даже в	4	4
105	то же	5	4
106	а с	4	4
107	в течение	2	4
108	если мы	6	4
109	учения о	2	4
110	то он	2	4
111	все же	4	4
112	но в	6	4
113	или как	2	4
114	перед нами	2	3
115	уже в	5	3
116	же как	2	3
117	независимо от	4	3
118	в качестве	4	3
119	это не	5	3
120	из этих	4	3
121	человека и	3	3
122	мы знаем	7	3
123	но все	2	3
124	одной стороны	7	3
125	при этом	3	3
126	но для	2	3
127	как бы	7	3
128	в виду	6	3
129	всяком случае	6	3
130	и тем	2	3
131	мы видели	6	3
132	в связи	6	3
133	и только	3	3
134	с одной	7	3
135	именно в	2	3
136	что здесь	2	3
137	же самое	2	3
138	мы имеем	3	3
139	нисколько не	2	3
140	если бы	8	3
141	само по	2	3
142	по этому	6	3
143	этом смысле	2	3
144	с их	2	3
145	за пределы	2	3
146	ее в	2	3
147	как нечто	2	3
148	в отличие	3	3
149	на самом	3	3
150	находится в	2	3
151	того чтобы	12	3
152	и эта	2	3
153	не в	8	3
154	и для	2	3
155	во всяком	7	3
156	и вообще	2	3
157	отличие от	3	3
158	он сам	3	2
159	не могут	2	2
160	мы будем	3	2
161	но на	3	2
162	в этих	2	2
163	с этой	2	2
164	в предисловии	4	2
165	же это	2	2
166	ли можно	2	2
167	что на	2	2
168	является для	4	2
169	что его	4	2
170	с такой	2	2
171	имеет свою	2	2
172	не можем	3	2
173	но что	2	2
174	и само	2	2
175	той или	2	2
176	чем это	3	2
177	не является	9	2
178	в целом	10	2
179	что она	3	2
180	в их	2	2
181	который в	4	2
182	на одной	2	2
183	в теории	6	2
184	мы находим	6	2
185	и по	3	2
186	друг друга	5	2
187	этом отношении	3	2
188	больше чем	2	2
189	к его	2	2
190	в начале	4	2
191	по своей	6	2
192	что мы	9	2
193	к этой	3	2
194	понятие о	2	2
195	не существует	3	2
196	в книге	2	2
197	с его	4	2
198	и более	2	2
199	это же	3	2
200	здесь и	3	2
201	с этим	3	2
202	к этому	4	2
203	с таким	6	2
204	стороны и	2	2
205	но мы	3	2
206	и к	6	2
207	о которых	3	2
208	которых он	3	2
209	в силу	2	2
210	того же	3	2
211	из них	3	2
212	одной из	3	2
213	наряду с	2	2
214	в сущности	9	2
215	общего с	2	2
216	со стороны	3	2
217	как говорит	2	2
218	данном случае	3	2
219	и речи	13	2
220	только что	3	2
221	и всю	2	2
222	но с	2	2
223	теории познания	5	2
224	тем самым	3	2
225	заметить что	2	2
226	для того	10	2
227	мы не	10	2
228	от этого	2	2
229	как например	2	2
230	в другом	2	2
231	связи с	9	2
232	об отношении	3	2
233	что эта	6	2
234	в которой	4	2
235	которые не	2	2
