N	2gram	Vinokur_St_1	Stilisti
1	и в	44	42
2	как бы	4	27
3	не только	18	27
4	прежде всего	7	22
5	хотя бы	6	17
6	но и	10	15
7	то же	5	15
8	и не	16	14
9	может быть	15	12
10	не может	8	12
11	точки зрения	11	11
12	как и	9	11
13	что мы	5	10
14	в этом	21	10
15	при этом	2	9
16	в то	9	9
17	то что	18	9
18	для того	10	9
19	мы не	2	9
20	все же	8	8
21	в ней	3	8
22	таким образом	7	8
23	что же	6	8
24	тем самым	2	8
25	в себе	2	8
26	и это	2	8
27	никогда не	5	7
28	же время	4	7
29	и тем	3	7
30	потому что	6	7
31	так как	5	7
32	было бы	17	7
33	а не	16	7
34	того чтобы	11	7
35	и его	8	7
36	только в	10	7
37	в которой	4	7
38	ничего не	2	7
39	точку зрения	3	6
40	не в	12	6
41	в этой	11	6
42	но ведь	8	6
43	в конце	3	6
44	и так	3	6
45	в нем	5	6
46	во всех	8	6
47	так и	9	6
48	в области	14	6
49	уже в	2	5
50	тому что	3	5
51	не является	3	5
52	и их	2	5
53	а в	17	5
54	и с	3	5
55	того или	4	5
56	как это	4	5
57	в сознании	2	5
58	или иного	4	5
59	в его	9	5
60	в той	6	5
61	с точки	8	5
62	той же	5	5
63	что это	4	4
64	и без	3	4
65	в каждом	3	4
66	того времени	5	4
67	но все	4	4
68	в качестве	4	4
69	в самом	7	4
70	все это	5	4
71	языка и	4	4
72	того что	9	4
73	так же	5	4
74	о том	17	4
75	его в	2	4
76	но в	10	4
77	не существует	3	4
78	если бы	9	4
79	зрения в	2	4
80	у нас	11	4
81	на него	2	4
82	а с	3	4
83	самом деле	11	4
84	тем же	3	4
85	в слове	5	4
86	можно было	13	4
87	и то	5	4
88	то есть	2	4
89	вопроса о	3	4
90	или иное	3	3
91	что у	4	3
92	это не	8	3
93	этом случае	2	3
94	для нас	7	3
95	но для	2	3
96	в котором	5	3
97	и уже	2	3
98	в целом	5	3
99	из них	8	3
100	жизни и	5	3
101	что оно	3	3
102	во второй	9	3
103	лишь в	3	3
104	и даже	5	3
105	их в	2	3
106	сказать что	7	3
107	в начале	3	3
108	ни на	2	3
109	бы мы	2	3
110	и все	2	3
111	этого слова	2	3
112	об этом	3	3
113	в ее	4	3
114	том что	29	3
115	в тех	3	3
116	еще не	3	3
117	в данной	2	3
118	конечно не	2	3
119	должно было	2	3
120	так называемой	2	3
121	что и	6	3
122	отношения к	2	3
123	да и	3	3
124	вряд ли	5	3
125	на самом	6	3
126	если не	2	3
127	и для	3	3
128	то или	3	3
129	не знает	2	3
130	ответ на	3	3
131	бы и	4	2
132	в частности	4	2
133	в какой	3	2
134	не всегда	2	2
135	вопрос о	4	2
136	в том	36	2
137	но это	6	2
138	для него	6	2
139	и сам	2	2
140	я считаю	4	2
141	несмотря на	2	2
142	из двух	3	2
143	на эти	7	2
144	в этих	2	2
145	отношение к	2	2
146	в первой	12	2
147	о них	2	2
148	целый ряд	2	2
149	в отношении	9	2
150	не было	4	2
151	этом отношении	7	2
152	еще и	2	2
153	все эти	5	2
154	ведь если	2	2
155	и те	2	2
156	в которых	5	2
157	в своих	2	2
158	также и	9	2
159	даже и	2	2
160	по своей	2	2
161	мы имеем	2	2
162	к которому	4	2
163	в основе	3	2
164	что то	2	2
165	смысле этого	2	2
166	это слово	4	2
167	с этим	3	2
168	связанные с	3	2
169	ясно что	10	2
170	что он	10	2
171	материал для	3	2
172	должна была	4	2
173	чуть ли	2	2
174	но не	3	2
175	а на	3	2
176	ни один	2	2
177	эти вопросы	3	2
178	нужно было	2	2
179	и потому	2	2
180	гораздо более	4	2
181	в своей	6	2
182	сих пор	7	2
183	как в	13	2
184	бы не	2	2
185	ли не	2	2
186	допустим что	2	2
187	к нему	2	2
188	этот вопрос	4	2
189	тем что	5	2
190	в каком	3	2
191	и вообще	3	2
192	достаточно для	2	2
193	которые в	2	2
