N	2gram	Bakhtin_Fr_8	Problema
1	и в	56	30
2	в своей	2	22
3	то есть	24	21
4	то что	3	18
5	не только	8	18
6	том что	8	17
7	в этом	14	17
8	и даже	8	14
9	но и	9	13
10	таким образом	17	13
11	людей и	2	13
12	потому что	6	13
13	в том	13	12
14	в его	18	12
15	и не	9	12
16	также и	2	12
17	о том	4	12
18	в своем	3	11
19	у него	7	11
20	так что	3	11
21	в виде	2	10
22	точки зрения	6	10
23	в этой	6	10
24	все же	2	9
25	сказать что	3	9
26	но в	6	9
27	только в	9	9
28	и все	6	9
29	вовсе не	6	8
30	хотя и	2	8
31	с точки	2	8
32	никогда не	5	7
33	что он	2	7
34	как и	5	7
35	связи с	6	7
36	но не	5	7
37	может быть	3	7
38	вместе с	2	7
39	так и	13	7
40	говорит о	2	7
41	в связи	3	7
42	мы находим	3	7
43	не в	3	7
44	в результате	5	7
45	с другой	2	6
46	прежде всего	6	6
47	можно сказать	2	6
48	уже не	3	6
49	и как	2	6
50	несмотря на	2	6
51	и для	2	6
52	как бы	11	6
53	в нем	8	6
54	что и	3	6
55	другой стороны	2	6
56	а в	2	6
57	и его	12	6
58	и на	7	6
59	его в	2	6
60	так как	4	6
61	с тем	2	5
62	что в	5	5
63	в которой	4	5
64	v в	2	5
65	так же	2	5
66	в самом	9	5
67	и их	8	5
68	и о	3	5
69	не может	2	5
70	не просто	3	5
71	в году	3	5
72	а не	2	5
73	и то	2	5
74	но он	3	5
75	он и	2	5
76	как раз	2	5
77	за это	2	5
78	того как	2	5
79	и с	8	5
80	еще и	3	4
81	в частности	7	4
82	нового времени	2	4
83	человека и	2	4
84	ни в	2	4
85	при этом	4	4
86	было бы	2	4
87	и сам	2	4
88	в качестве	4	4
89	и к	4	4
90	не мог	3	4
91	в себе	4	4
92	в то	12	4
93	далеко не	2	4
94	и другие	5	3
95	в отношении	5	3
96	в духе	4	3
97	в ее	6	3
98	что они	2	3
99	совсем не	2	3
100	то время	2	3
101	еще не	10	3
102	одной стороны	2	3
103	для того	2	3
104	новое время	2	3
105	он не	5	3
106	а также	3	3
107	в настоящее	3	3
108	с одной	4	3
109	в эпоху	10	3
110	к нему	2	3
111	в других	2	3
112	в ней	4	3
113	в другом	3	3
114	настоящее время	3	3
115	с ним	2	3
116	в одном	2	3
117	и более	4	2
118	в них	11	2
119	том числе	3	2
120	по всему	2	2
121	это не	2	2
122	с этой	2	2
123	уже в	2	2
124	один из	5	2
125	к этому	2	2
126	и был	3	2
127	значение и	2	2
128	здесь в	3	2
129	во времена	3	2
130	то же	11	2
131	как мы	7	2
132	он был	12	2
133	из всех	2	2
134	кроме того	3	2
135	до сих	8	2
136	в большей	3	2
137	в данном	2	2
138	на его	6	2
139	конечно не	4	2
140	в котором	2	2
141	бы то	2	2
142	из них	2	2
143	в первой	3	2
144	когда он	2	2
145	и до	10	2
146	данном случае	2	2
147	то ни	2	2
148	все эти	15	2
149	с помощью	3	2
150	мы не	2	2
151	они не	5	2
152	здесь как	2	2
153	самом деле	2	2
154	он говорит	2	2
155	в значительной	2	2
156	того чтобы	4	2
157	в те	3	2
158	власти и	2	2
159	между тем	3	2
160	о себе	2	2
161	по своей	4	2
162	в таких	3	2
163	дело в	2	2
164	те времена	2	2
165	мира и	2	2
166	в области	5	2
167	и которые	4	2
168	сих пор	8	2
