N	2gram	Vinokur_St_3	Formalny
1	и в	25	38
2	в этом	24	27
3	т е	8	26
4	может быть	19	23
5	и пр	13	21
6	и его	3	21
7	таким образом	10	20
8	и не	10	20
9	в самом	2	16
10	прежде всего	10	15
11	не в	6	15
12	и т	8	14
13	не может	7	14
14	но и	9	13
15	связи с	3	13
16	в поэзии	2	12
17	с его	3	11
18	с тем	4	11
19	в том	20	11
20	вовсе не	2	11
21	в его	12	10
22	в связи	3	10
23	и с	4	9
24	как и	4	9
25	не только	12	9
26	на почве	5	9
27	т п	6	9
28	все же	4	8
29	так и	5	8
30	самом деле	2	8
31	тем что	19	8
32	точки зрения	7	8
33	что в	19	7
34	для него	3	7
35	во втором	2	7
36	в своей	4	7
37	этом отношении	4	7
38	как мы	2	7
39	лишь в	4	7
40	уже не	3	7
41	с точки	4	7
42	не было	4	6
43	все время	2	6
44	в результате	2	6
45	то что	12	6
46	и ее	2	6
47	в ней	4	6
48	в этой	14	6
49	было бы	7	6
50	вместе с	2	6
51	в их	3	6
52	то же	5	6
53	все эти	3	6
54	а не	5	6
55	как раз	3	6
56	в языке	8	6
57	могут быть	2	6
58	он не	5	6
59	только в	6	6
60	а в	6	6
61	в общем	4	5
62	если бы	4	5
63	что он	19	5
64	же время	3	5
65	во всех	2	5
66	с этим	7	5
67	и только	2	5
68	т д	2	5
69	и для	4	5
70	говорить о	3	5
71	в то	7	5
72	во всяком	4	5
73	всяком случае	4	5
74	независимо от	5	4
75	как о	2	4
76	не столько	2	4
77	не как	2	4
78	к этому	3	4
79	к тому	2	4
80	что они	2	4
81	в сущности	2	4
82	в статье	2	4
83	как бы	6	4
84	и к	4	4
85	в некоторых	3	4
86	как в	6	4
87	другой стороны	5	4
88	в особенности	4	4
89	что не	2	4
90	и наконец	3	4
91	от нее	3	4
92	ничего не	4	4
93	так как	3	4
94	но в	5	4
95	одного из	2	3
96	всех этих	3	3
97	если в	2	3
98	место в	6	3
99	была бы	4	3
100	и др	4	3
101	и может	2	3
102	в какой	3	3
103	с другой	5	3
104	из этих	6	3
105	а как	4	3
106	поэзии в	3	3
107	и здесь	3	3
108	но все	2	3
109	например в	4	3
110	не является	3	3
111	в целом	4	3
112	все это	8	3
113	то и	2	3
114	к нему	4	3
115	такой же	2	3
116	произведения и	2	3
117	того что	5	3
118	для того	2	3
119	языка к	2	3
120	мы не	2	3
121	или в	2	3
122	и на	6	3
123	он и	2	3
124	поэтического слова	2	3
125	том смысле	2	3
126	что это	16	3
127	так сказать	2	3
128	в области	6	3
129	это было	8	3
130	времени и	2	2
131	уже в	3	2
132	сам он	2	2
133	самого начала	2	2
134	и более	3	2
135	все более	2	2
136	никогда не	2	2
137	по этому	3	2
138	состоит в	4	2
139	в этих	11	2
140	в качестве	4	2
141	тому что	3	2
142	для этого	2	2
143	это не	7	2
144	в одной	2	2
145	в такой	2	2
146	в конце	6	2
147	этих двух	2	2
148	не просто	2	2
149	бы совершенно	3	2
150	что именно	2	2
151	на котором	2	2
152	его как	3	2
153	до конца	3	2
154	с самого	2	2
155	том что	15	2
156	но это	4	2
157	то в	4	2
158	должна была	4	2
159	но не	2	2
160	но как	2	2
161	кроме того	3	2
162	ни на	2	2
163	борьба с	2	2
164	на язык	3	2
165	конце концов	3	2
166	слова как	2	2
167	в котором	5	2
168	не так	3	2
169	он был	3	2
170	один из	2	2
171	и тем	4	2
172	в развитии	2	2
173	этом смысле	4	2
174	отношение к	4	2
175	ни в	5	2
176	ее в	2	2
177	всего в	4	2
178	со стороны	3	2
179	его не	2	2
180	на этом	3	2
181	этой статье	2	2
182	и других	2	2
183	предисловии к	2	2
184	в в	3	2
185	этого термина	2	2
186	не имеет	2	2
187	и по	2	2
188	не была	2	2
189	что для	3	2
190	сказать что	4	2
191	между тем	6	2
192	в предисловии	2	2
193	как например	8	2
194	при помощи	2	2
195	и это	5	2
196	из этого	4	2
197	стал бы	2	2
198	к сожалению	2	2
199	что эта	2	2
200	должен был	2	2
201	в чем	4	2
202	потому что	5	2
203	в которой	4	2
204	отметить что	5	2
205	в плане	2	2
206	слово в	2	2
207	в виду	2	2
208	произведения как	2	2
