N	2gram	Losev_Vlad_2	Myslijsy
1	потому что	9	52
2	то есть	7	42
3	и в	30	39
4	может быть	7	27
5	в том	18	26
6	только в	6	25
7	что в	12	22
8	не может	9	22
9	а не	7	21
10	так как	5	21
11	не только	12	21
12	в нем	4	20
13	но и	8	20
14	и не	18	18
15	том что	12	16
16	так что	5	16
17	не в	9	15
18	в этом	20	15
19	так и	5	13
20	в себе	6	13
21	таким образом	3	13
22	было бы	9	12
23	точно так	3	11
24	мы не	2	10
25	по себе	5	10
26	что не	2	10
27	не есть	4	10
28	то что	20	10
29	как в	3	10
30	и что	5	10
31	для нас	7	9
32	как и	5	9
33	там же	12	9
34	мысли и	2	9
35	тогда когда	2	9
36	но в	8	9
37	но не	3	8
38	вместе с	8	8
39	со стороны	4	8
40	того что	5	8
41	точки зрения	7	8
42	себе представить	2	7
43	должно быть	3	7
44	в ней	4	7
45	с этим	5	7
46	это не	2	7
47	в этих	4	7
48	же с	13	7
49	не менее	7	6
50	тем не	6	6
51	и как	3	6
52	как бы	5	6
53	что и	3	6
54	все же	9	6
55	то же	4	6
56	при этом	5	6
57	и по	2	6
58	того как	2	6
59	с тем	2	5
60	вовсе не	4	5
61	несмотря на	4	5
62	но это	4	5
63	то в	5	5
64	и потому	2	5
65	только тогда	2	5
66	в его	11	5
67	то это	4	5
68	во всех	3	5
69	так же	4	5
70	а в	11	5
71	и для	3	5
72	не имеет	2	5
73	друг друга	2	5
74	и его	6	5
75	в таком	3	5
76	с в	4	5
77	никогда не	7	4
78	однако в	2	4
79	прежде всего	6	4
80	в свою	3	4
81	мы видели	2	4
82	свою очередь	2	4
83	же время	3	4
84	для него	9	4
85	к тому	2	4
86	в своих	2	4
87	есть нечто	2	4
88	не было	10	4
89	и притом	2	4
90	и даже	10	4
91	в более	2	4
92	само по	2	4
93	из этих	3	4
94	в то	9	4
95	что это	4	3
96	в них	3	3
97	и во	2	3
98	и от	2	3
99	и это	3	3
100	бытия и	2	3
101	в этой	4	3
102	в своем	8	3
103	того же	5	3
104	но тем	2	3
105	она не	2	3
106	по поводу	4	3
107	в своей	5	3
108	что если	2	3
109	для того	2	3
110	для себя	5	3
111	связи с	8	3
112	в самом	2	3
113	в сравнении	2	3
114	заключается в	2	3
115	не мог	8	3
116	к этой	2	3
117	той же	4	3
118	что для	2	3
119	с ним	5	3
120	и то	5	3
121	сказать что	11	3
122	во всяком	6	3
123	хотя и	6	3
124	он не	4	3
125	что можно	3	3
126	и при	2	3
127	и вообще	10	3
128	с точки	3	3
129	мы должны	4	3
130	и все	7	3
131	с и	2	3
132	и с	14	3
133	мы будем	3	2
134	под влиянием	3	2
135	нисколько не	2	2
136	от нас	2	2
137	и есть	2	2
138	но он	3	2
139	с этой	4	2
140	по крайней	4	2
141	на все	2	2
142	история и	2	2
143	на то	2	2
144	о его	5	2
145	как мы	11	2
146	же в	2	2
147	есть для	2	2
148	жизни и	6	2
149	уже не	3	2
150	у нас	6	2
151	но все	2	2
152	сравнительно с	3	2
153	нельзя себе	2	2
154	если не	2	2
155	и может	2	2
156	того чтобы	2	2
157	в сущности	2	2
158	между прочим	7	2
159	и о	4	2
160	и если	4	2
161	никак не	3	2
162	к ней	3	2
163	в виду	2	2
164	языке в	2	2
165	крайней мере	4	2
166	с а	4	2
167	но уже	2	2
168	в целом	4	2
169	из этого	5	2
170	что же	8	2
171	в их	2	2
172	но дело	2	2
173	тем более	3	2
174	не могла	2	2
175	еще более	3	2
176	в теории	2	2
177	в течение	5	2
178	на этот	4	2
179	хотя бы	3	2
180	во многих	2	2
181	том же	3	2
182	на свои	2	2
183	даже и	3	2
184	народа и	2	2
185	в начале	4	2
186	как будто	2	2
187	его на	3	2
188	о том	4	2
189	дело в	3	2
190	нет ничего	3	2
191	когда мы	3	2
192	в которой	4	2
193	не могли	3	2
