N	3gram	Losev_Prob_1	Problemy
1	с точки зрения	3	8
2	до сих пор	3	7
3	сам по себе	7	5
4	в то же	4	5
5	в самом деле	2	4
6	и т д	10	4
7	сама по себе	4	4
8	не может быть	2	4
9	той или иной	4	3
10	более или менее	3	3
11	можно было бы	2	3
12	как мы увидим	2	3
13	с другой стороны	3	3
14	хотя и не	2	2
15	никогда не может	2	2
16	это вовсе не	2	2
17	в этом смысле	6	2
18	тем не менее	18	2
19	в конце концов	4	2
20	на то что	8	2
21	в настоящее время	3	2
22	в этих случаях	2	2
23	как раз и	7	2
24	может быть и	3	2
25	по себе но	3	2
