N	2gram	Voloshinov_1	Narrotol
1	не только	27	31
2	но и	13	27
3	и не	14	23
4	при этом	9	19
5	может быть	13	15
6	в частности	3	14
7	в качестве	4	14
8	как и	10	13
9	а не	6	13
10	а в	5	13
11	только в	6	12
12	в этом	10	12
13	и в	38	11
14	и его	7	10
15	времени и	2	9
16	то что	8	9
17	то есть	4	9
18	то же	14	8
19	в том	2	8
20	и т.п	21	8
21	не может	12	8
22	уже не	4	8
23	представляет собой	2	8
24	если бы	4	7
25	том что	3	7
26	но в	5	7
27	и т.д	21	6
28	к тому	4	6
29	об этом	3	6
30	не в	6	6
31	и он	2	6
32	в самом	4	6
33	не мог	3	6
34	как бы	28	6
35	один из	4	6
36	жизни и	3	6
37	тому же	2	6
38	или в	2	6
39	в себе	9	6
40	в его	6	6
41	в этой	6	6
42	перед нами	3	5
43	можно сказать	4	5
44	той или	3	5
45	в своей	2	5
46	так и	6	5
47	тем самым	7	5
48	и на	6	5
49	потому что	5	5
50	между двумя	2	5
51	точки зрения	10	5
52	слова в	5	4
53	с его	7	4
54	никогда не	7	4
55	или иной	4	4
56	все же	7	4
57	для него	3	4
58	но не	2	4
59	же время	7	4
60	прежде всего	21	4
61	еще не	3	4
62	к нему	2	4
63	в ней	8	4
64	и тем	6	4
65	в нем	4	4
66	в мире	2	4
67	из них	3	4
68	как в	2	4
69	того что	4	4
70	того чтобы	7	4
71	хотя и	3	4
72	в то	9	4
73	что у	3	4
74	о том	4	4
75	в одном	3	4
76	в сознании	3	4
77	не существует	4	3
78	однако в	2	3
79	в нашем	5	3
80	это не	3	3
81	в жизни	2	3
82	не всегда	2	3
83	что он	2	3
84	у нас	4	3
85	и как	9	3
86	в начале	3	3
87	в целом	4	3
88	самом деле	4	3
89	но как	2	3
90	для того	9	3
91	за ними	2	3
92	но для	3	3
93	он не	2	3
94	не является	5	3
95	не было	2	3
96	этом отношении	2	3
97	лишь в	4	3
98	но при	3	3
99	к чему	2	3
100	в слове	3	3
101	мы не	9	3
102	и то	3	3
103	также и	2	3
104	их в	3	3
105	и с	5	3
106	и все	4	3
107	как это	5	3
108	мы имеем	2	3
109	между тем	3	3
110	художественного высказывания	2	2
111	первобытного человека	2	2
112	зависит от	2	2
113	для них	2	2
114	о своей	4	2
115	отнюдь не	10	2
116	в зависимости	5	2
117	в этих	2	2
118	его и	3	2
119	между собой	2	2
120	а на	2	2
121	в конце	6	2
122	в свою	6	2
123	как мы	9	2
124	да и	4	2
125	слово это	2	2
126	с появлением	4	2
127	зависимости от	5	2
128	свою очередь	4	2
129	по своему	3	2
130	между ними	3	2
131	всех его	2	2
132	одно и	4	2
133	в первой	2	2
134	и является	5	2
135	точек зрения	4	2
136	хотя бы	18	2
137	ситуации и	9	2
138	себя в	4	2
139	не будет	3	2
140	вместе с	5	2
141	сих пор	2	2
142	заключает в	4	2
143	в форме	6	2
144	ли не	2	2
145	только на	3	2
146	и тогда	2	2
147	у себя	2	2
148	в связи	2	2
149	зрения как	2	2
150	если не	3	2
151	человека в	2	2
152	и вот	3	2
153	в той	5	2
154	высказывания в	2	2
155	тем же	3	2
156	и даже	3	2
157	и для	3	2
158	друг друга	2	2
159	роль в	3	2
160	слов в	4	2
161	ничего не	8	2
162	каждый из	2	2
163	сказать что	3	2
164	мы можем	7	2
165	и от	7	2
166	связи с	3	2
167	что мы	11	2
168	же самое	5	2
169	здесь не	2	2
170	так сказать	4	2
171	с ним	2	2
172	в области	5	2
173	та же	3	2
174	т.п и	2	2
