N	2gram	Tiupa_Narr_1	Literetu
1	и не	23	22
2	тогда как	10	17
3	и в	11	16
4	в мире	4	16
5	при этом	19	15
6	не только	31	14
7	но и	27	14
8	в этом	12	14
9	а не	13	12
10	то что	9	12
11	может быть	15	12
12	в том	8	12
13	в частности	14	11
14	не в	6	10
15	такого рода	10	10
16	своего рода	10	10
17	то же	8	9
18	так и	5	9
19	того что	4	9
20	в то	4	9
21	в жизни	3	8
22	том что	7	8
23	в е	2	8
24	не может	8	8
25	к себе	4	8
26	в этой	6	8
27	как бы	6	8
28	в противовес	3	7
29	в своей	5	7
30	же время	4	7
31	себя в	2	7
32	со стороны	8	7
33	тем самым	5	7
34	точки зрения	5	7
35	я в	2	7
36	только в	12	7
37	по мысли	3	6
38	с его	4	6
39	состоит в	10	6
40	с другой	2	6
41	к тому	6	6
42	еще не	4	6
43	в его	6	6
44	и т.п	8	6
45	и его	10	6
46	в себе	6	6
47	о том	4	6
48	присутствия в	3	6
49	в качестве	14	5
50	это не	3	5
51	в году	2	5
52	что он	3	5
53	тому же	6	5
54	как и	13	5
55	соответствии с	4	5
56	лишь в	3	5
57	в целом	3	5
58	вместе с	2	5
59	как в	4	5
60	в отличие	2	5
61	а в	13	5
62	этом отношении	3	5
63	именно в	3	5
64	всего лишь	3	5
65	то есть	9	5
66	отличие от	2	5
67	но не	4	4
68	никогда не	4	4
69	однако в	3	4
70	как у	2	4
71	до конца	2	4
72	в начале	3	4
73	и для	2	4
74	хотя и	4	4
75	отношению к	3	4
76	из них	4	4
77	данном случае	8	4
78	в тексте	13	4
79	по отношению	3	4
80	жизни в	2	4
81	входит в	2	4
82	а также	6	4
83	в данном	11	4
84	как будто	3	4
85	в одном	4	4
86	отнюдь не	2	3
87	в третьем	4	3
88	прежде всего	4	3
89	в романе	2	3
90	в соответствии	5	3
91	и как	3	3
92	то в	4	3
93	о чем	4	3
94	мира в	4	3
95	в самом	6	3
96	в слове	3	3
97	еще в	3	3
98	и тем	4	3
99	с ее	2	3
100	жизни и	6	3
101	уже не	8	3
102	самом деле	3	3
103	в глазах	3	3
104	тому как	3	3
105	потому что	5	3
106	едва ли	3	3
107	как это	3	3
108	в области	2	3
109	мыслится как	2	3
110	но в	7	3
111	между тем	3	3
112	что в	3	2
113	не менее	3	2
114	если бы	7	2
115	по большей	3	2
116	в случае	2	2
117	что у	4	2
118	оно не	2	2
119	в конце	2	2
120	одного из	6	2
121	не всегда	3	2
122	в своего	2	2
123	по себе	4	2
124	большей части	3	2
125	на то	2	2
126	или иной	4	2
127	в нем	4	2
128	и ее	3	2
129	а по	2	2
130	же в	2	2
131	раз в	2	2
132	у нас	3	2
133	в присутствии	2	2
134	связи с	2	2
135	а на	2	2
136	во втором	6	2
137	в свою	2	2
138	для него	4	2
139	можно сказать	5	2
140	что не	2	2
141	в первой	2	2
142	жизни а	3	2
143	вплоть до	4	2
144	той или	5	2
145	о нем	3	2
146	не вполне	2	2
147	к жизни	2	2
148	один из	6	2
149	все же	4	2
150	человеческого присутствия	2	2
151	и тогда	2	2
152	как мы	2	2
153	внимание на	4	2
154	как раз	6	2
155	и только	2	2
156	быть не	3	2
157	если не	2	2
158	человека в	2	2
159	и вот	2	2
160	того чтобы	4	2
161	для того	3	2
162	в принципе	4	2
163	другой стороны	2	2
164	и даже	2	2
165	жизни как	2	2
166	с ними	2	2
167	теперь как	3	2
168	и на	5	2
169	и с	3	2
170	подобно тому	3	2
171	на себя	4	2
172	он и	2	2
173	еще раз	3	2
174	представляет собой	8	2
175	же самое	2	2
176	в первом	4	2
177	здесь не	2	2
