N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	46	30
2	и в	38	24
3	может быть	26	23
4	то что	8	20
5	и не	42	19
6	а не	5	18
7	в том	8	18
8	что в	7	16
9	не только	9	15
10	при этом	5	13
11	было бы	8	13
12	не в	7	13
13	в слове	3	13
14	но не	12	12
15	не может	27	12
16	то же	5	12
17	мы можем	6	12
18	если бы	3	11
19	что и	2	11
20	только в	13	11
21	таким образом	10	11
22	и проч	28	10
23	в себе	4	10
24	как в	4	10
25	независимо от	13	9
26	вовсе не	2	9
27	в нем	15	9
28	как бы	22	9
29	но и	9	9
30	а только	2	8
31	а в	6	8
32	том что	3	8
33	и на	3	8
34	в этом	15	8
35	могут быть	5	8
36	не могут	2	7
37	прежде всего	13	7
38	во всех	11	7
39	как и	7	7
40	того что	2	7
41	тем что	2	7
42	в чем	2	7
43	связи с	2	6
44	с другой	7	6
45	не есть	6	6
46	и как	8	6
47	не можем	2	6
48	в свою	2	6
49	только как	6	6
50	по поводу	2	6
51	тем не	3	6
52	и т	14	6
53	не было	2	6
54	не имеет	9	6
55	есть только	2	6
56	между тем	7	6
57	в то	4	6
58	и только	4	6
59	слова в	7	5
60	не менее	4	5
61	столь же	2	5
62	с ним	5	5
63	есть не	2	5
64	представляется нам	2	5
65	что не	4	5
66	на то	2	5
67	о том	4	5
68	так и	5	5
69	в них	5	5
70	бы не	2	5
71	для того	2	5
72	с другими	3	5
73	все же	6	5
74	место в	8	4
75	никогда не	5	4
76	что он	2	4
77	одна из	2	4
78	еще не	7	4
79	предмета и	2	4
80	должны быть	4	4
81	в самом	7	4
82	в котором	2	4
83	в некоторых	2	4
84	с одной	3	4
85	что оно	2	4
86	и что	2	4
87	тем самым	4	4
88	которые могут	2	4
89	в таком	3	4
90	они не	3	4
91	от него	3	4
92	себе не	2	4
93	там где	6	4
94	души и	2	4
95	в других	4	4
96	но в	4	4
97	что это	2	3
98	это не	5	3
99	оно не	3	3
100	и от	3	3
101	и все	3	3
102	хотя и	3	3
103	от них	2	3
104	о которых	2	3
105	ни было	3	3
106	только по	4	3
107	и при	2	3
108	все что	3	3
109	одной стороны	3	3
110	но это	3	3
111	мы в	3	3
112	например в	3	3
113	относится к	4	3
114	в самой	2	3
115	в ней	4	3
116	и во	2	3
117	входят в	3	3
118	помнить что	3	3
119	его в	9	3
120	но она	2	3
121	и тем	3	3
122	не с	4	3
123	слова и	3	3
124	в целом	3	3
125	на него	3	3
126	т п	13	3
127	которых мы	4	3
128	человека в	2	3
129	и у	2	3
130	и для	11	3
131	его не	2	3
132	рядом с	5	3
133	с ними	4	3
134	и вообще	2	3
135	далеко не	5	3
136	в этих	2	3
137	том как	2	3
138	в каждом	2	2
139	и весь	2	2
140	этом смысле	3	2
141	и есть	2	2
142	перестает быть	4	2
143	в нашем	4	2
144	и его	16	2
145	в какой	2	2
146	хотя бы	4	2
147	и это	3	2
148	а к	2	2
149	что все	2	2
150	между ними	4	2
151	к этому	2	2
152	с его	2	2
153	не дает	2	2
154	слова но	3	2
155	у нас	2	2
156	проч но	3	2
157	за пределы	12	2
158	все эти	5	2
159	движения и	2	2
160	определенности и	3	2
161	же время	3	2
162	в нашей	2	2
163	ли мы	3	2
164	имеет место	5	2
165	в его	43	2
166	и потому	4	2
167	себя и	3	2
168	для нее	8	2
169	не все	2	2
170	ни с	2	2
171	как содержание	3	2
172	где оно	2	2
173	не имеют	2	2
174	все это	3	2
175	другой стороны	4	2
176	не во	2	2
177	в связи	2	2
178	и других	2	2
179	на самом	4	2
180	в себя	2	2
181	самом деле	6	2
182	того чтобы	2	2
183	должно быть	5	2
184	отношения к	6	2
185	как это	2	2
186	или в	2	2
187	по отношению	21	2
188	и здесь	2	2
189	тем как	5	2
190	сказать что	4	2
191	быть только	5	2
192	не на	5	2
193	в другом	2	2
194	во всем	2	2
195	о котором	2	2
196	мы должны	2	2
197	может стать	3	2
198	на этом	2	2
199	к которому	4	2
200	оно может	2	2
201	вне себя	4	2
