N	2gram	Propp_Isto_1	Vladivir
1	и в	28	31
2	не только	12	24
3	но и	10	19
4	то что	9	18
5	и не	9	17
6	и даже	4	15
7	том что	7	14
8	что в	12	14
9	в этом	8	14
10	и с	4	14
11	там же	2	13
12	что он	10	12
13	в его	5	12
14	но в	8	12
15	в том	9	11
16	потому что	4	11
17	о том	9	11
18	так что	4	10
19	также и	3	10
20	он не	2	10
21	никогда не	14	9
22	как мы	3	9
23	а в	7	9
24	только в	11	9
25	в дальнейшем	5	8
26	и по	3	8
27	в то	3	8
28	так как	6	8
29	для него	2	7
30	в доме	2	7
31	об этом	4	7
32	о нем	2	7
33	как раз	2	7
34	и его	3	7
35	как это	3	7
36	сказать что	5	7
37	еще и	2	7
38	мы сейчас	2	7
39	к этому	2	6
40	в качестве	5	6
41	и потому	2	6
42	может быть	25	6
43	в котором	3	6
44	так и	9	6
45	не может	15	6
46	то же	12	6
47	и что	10	6
48	на этот	2	6
49	то он	2	6
50	это было	2	6
51	а с	2	5
52	все это	4	5
53	вовсе не	2	5
54	на то	4	5
55	не в	9	5
56	и если	2	5
57	видно что	6	5
58	и от	2	5
59	что и	6	5
60	когда он	6	5
61	что же	3	5
62	с ним	2	5
63	я не	3	4
64	в своем	5	4
65	в нем	2	4
66	для нас	13	4
67	в себе	2	4
68	как и	4	4
69	и как	2	4
70	в этой	6	4
71	по своей	2	4
72	еще в	2	4
73	один из	4	4
74	себя в	2	4
75	в особенности	2	4
76	во всем	3	4
77	как он	2	4
78	дело в	3	4
79	мы увидим	10	3
80	к тому	6	3
81	в виде	2	3
82	с другой	6	3
83	раз и	3	3
84	как в	2	3
85	к своему	2	3
86	увидим ниже	2	3
87	но не	5	3
88	но это	4	3
89	что они	5	3
90	более или	5	3
91	ничего не	2	3
92	тот же	2	3
93	все же	10	3
94	в целом	2	3
95	вместе с	6	3
96	на него	4	3
97	или менее	5	3
98	другой стороны	5	3
99	в связи	4	3
100	таким образом	8	3
101	все эти	4	3
102	и вот	2	3
103	здесь мы	7	3
104	уже не	3	3
105	и он	3	3
106	что этот	2	3
107	и на	4	3
108	то мы	4	3
109	он в	2	3
110	это время	2	3
111	и здесь	7	3
112	в начале	3	3
113	во время	3	3
114	здесь не	4	3
115	это конечно	3	3
116	тем что	3	2
117	нисколько не	2	2
118	мы будем	5	2
119	с тем	4	2
120	не менее	6	2
121	в частности	2	2
122	по этому	2	2
123	хотя бы	4	2
124	по существу	5	2
125	указывает на	2	2
126	ясно что	2	2
127	в тех	2	2
128	на первый	2	2
129	одной из	2	2
130	тем не	6	2
131	мы знаем	4	2
132	очень мало	2	2
133	этот момент	2	2
134	на этом	3	2
135	то время	3	2
136	и тот	2	2
137	еще не	7	2
138	при этом	3	2
139	того что	4	2
140	было бы	7	2
141	и мы	2	2
142	некоторое время	2	2
143	конечно не	2	2
144	ему в	3	2
145	том чтобы	2	2
146	одним из	2	2
147	на это	2	2
148	даже в	4	2
149	и т	25	2
150	из них	3	2
151	выше мы	3	2
152	не по	2	2
153	не будем	5	2
154	дело не	5	2
155	из этого	2	2
156	со стороны	2	2
157	что она	5	2
158	а именно	4	2
159	даже не	2	2
160	так например	6	2
161	но мы	2	2
162	то и	2	2
163	именно так	2	2
164	т д	22	2
165	и для	4	2
166	что мы	7	2
167	что такое	2	2
168	по его	2	2
169	в очень	2	2
170	с того	3	2
171	а по	2	2
172	у меня	3	2
173	мы должны	13	2
174	один и	2	2
175	в которую	3	2
176	ответ на	2	2
177	всякого рода	2	2
178	почти не	3	2
