N	2gram	Bakhtin_Pr_4	Myshleni
1	речи и	5	28
2	точки зрения	11	26
3	таким образом	4	26
4	в том	9	24
5	и в	46	23
6	том что	4	21
7	с точки	9	18
8	то что	4	17
9	в этом	16	17
10	так же	3	16
11	не только	14	16
12	что в	4	14
13	может быть	23	14
14	но и	12	14
15	как и	12	14
16	в его	9	14
17	с помощью	3	13
18	не может	19	12
19	как бы	19	11
20	сказать что	2	11
21	с другой	3	10
22	прежде всего	9	10
23	в отношении	3	10
24	другой стороны	3	9
25	и не	27	9
26	между тем	2	9
27	и с	7	9
28	вместе с	2	9
29	и на	11	8
30	в процессе	4	8
31	то же	6	8
32	речи как	2	8
33	вопрос о	2	7
34	в этой	3	7
35	в самом	9	7
36	по отношению	5	7
37	в то	5	7
38	так как	5	7
39	что он	6	7
40	отношению к	5	7
41	мы не	4	7
42	в другом	2	7
43	все время	2	6
44	же как	2	6
45	к слову	2	6
46	между этими	3	6
47	и тем	2	6
48	все это	6	6
49	лишь в	2	6
50	потому что	4	6
51	с этим	2	6
52	о том	5	6
53	в сущности	7	6
54	мысли и	2	6
55	и его	6	6
56	мы можем	4	6
57	тем что	3	6
58	в себе	7	6
59	только в	6	6
60	перед нами	12	5
61	можно сказать	4	5
62	и как	2	5
63	на то	3	5
64	по себе	7	5
65	для этого	2	5
66	что мы	2	5
67	и все	9	5
68	бы в	3	5
69	если бы	3	5
70	но в	6	5
71	по своей	3	5
72	и что	3	5
73	он не	4	5
74	слова и	7	5
75	так и	4	5
76	как мы	12	5
77	и т.д	3	5
78	но не	4	4
79	и речь	2	4
80	не в	10	4
81	при этом	5	4
82	друг с	5	4
83	в котором	5	4
84	по мере	4	4
85	целый ряд	2	4
86	все эти	4	4
87	в результате	2	4
88	их в	3	4
89	с его	5	4
90	в одном	11	4
91	и к	9	4
92	по существу	3	4
93	было бы	3	4
94	к тому	2	4
95	в своей	3	4
96	сих пор	8	4
97	как в	4	4
98	приводит к	4	4
99	как раз	7	4
100	хотя бы	2	4
101	ни в	6	4
102	с другом	5	4
103	этого слова	2	4
104	до сих	8	4
105	уже в	4	3
106	связи между	2	3
107	в своем	3	3
108	из этих	3	3
109	на все	2	3
110	мы и	3	3
111	смысле слова	2	3
112	к годам	2	3
113	в общем	2	3
114	и следовательно	2	3
115	значение в	2	3
116	образом и	3	3
117	в их	4	3
118	то и	2	3
119	отношения к	2	3
120	и других	4	3
121	мы находим	5	3
122	в которых	2	3
123	вовсе не	9	3
124	в одной	2	3
125	этот вопрос	2	3
126	во всем	4	3
127	как он	3	3
128	сознания и	2	3
129	превращается в	4	3
130	не могло	2	3
131	этих двух	4	3
132	об этом	2	3
133	такой же	3	3
134	во всех	5	3
135	всего его	2	3
136	она не	3	3
137	человека и	3	3
138	все же	4	3
139	самом деле	4	3
140	а не	11	3
141	на этот	2	3
142	можно было	2	3
143	во всяком	2	3
144	сам по	3	3
145	могут быть	2	3
146	и это	3	3
147	ничего не	2	3
148	направлено на	3	2
149	никогда не	6	2
150	в конце	3	2
151	от них	2	2
152	словом и	3	2
153	как если	2	2
154	но все	2	2
155	и должны	2	2
156	на этом	3	2
157	же время	5	2
158	для него	2	2
159	хотя и	6	2
160	слову и	2	2
161	и мысли	2	2
162	не к	3	2
163	жизни и	5	2
164	и до	3	2
165	той же	3	2
166	в слове	3	2
167	и наконец	4	2
168	и даже	3	2
169	речь и	2	2
170	должно быть	4	2
171	бы и	2	2
172	а в	2	2
173	в словах	4	2
174	о котором	2	2
175	но этот	3	2
176	в этих	4	2
177	от этого	2	2
178	он как	2	2
179	с собой	3	2
180	на пороге	12	2
181	указывает на	2	2
182	себе и	3	2
183	своей природе	2	2
184	слов с	2	2
185	за пределы	5	2
186	том же	4	2
187	когда он	2	2
188	на него	3	2
189	слова как	3	2
190	в известной	2	2
191	того как	2	2
192	если мы	5	2
193	уже не	4	2
194	и пр	2	2
195	в речи	3	2
196	между ними	10	2
197	речь в	2	2
198	почти всегда	3	2
199	в данном	2	2
200	и при	3	2
201	между двумя	3	2
202	дело в	3	2
203	там где	2	2
204	не могли	2	2
205	одном из	2	2
