N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	30
2	по себе	4	25
3	и в	35	18
4	ничего не	3	17
5	может быть	14	17
6	точки зрения	7	17
7	в нем	16	16
8	ни в	2	15
9	так что	5	15
10	а не	4	14
11	потому что	8	14
12	что в	6	13
13	то что	10	13
14	не только	10	13
15	и даже	5	13
16	было бы	3	12
17	и что	6	12
18	с точки	2	12
19	в этом	14	12
20	не может	18	12
21	что это	4	11
22	что он	24	11
23	как бы	31	11
24	все это	14	11
25	в себе	5	11
26	так как	4	11
27	прежде всего	12	10
28	то же	15	10
29	сказать что	3	10
30	никогда не	4	9
31	это не	3	9
32	в том	5	9
33	внутреннего и	2	9
34	так и	8	9
35	том что	3	9
36	и то	5	9
37	но это	6	8
38	к нему	13	8
39	не просто	2	7
40	вовсе не	7	7
41	и как	2	7
42	то в	2	7
43	но и	14	7
44	что не	4	7
45	той или	4	7
46	и внешнего	2	6
47	с другой	4	6
48	да и	5	6
49	хотя бы	2	6
50	и вот	4	6
51	не в	10	6
52	в то	11	6
53	ни на	2	6
54	и ни	2	6
55	в чем	4	6
56	с ним	7	6
57	но в	19	6
58	сам по	2	6
59	я не	8	5
60	он сам	6	5
61	в этих	2	5
62	в своем	2	5
63	говорит о	2	5
64	в дальнейшем	2	5
65	все же	8	5
66	отношение к	6	5
67	в отношении	9	5
68	что оно	2	5
69	и он	2	5
70	есть только	2	5
71	а в	7	5
72	можно было	2	5
73	и с	12	5
74	говорить о	3	5
75	мы должны	3	5
76	в виду	3	5
77	и об	2	4
78	в конце	5	4
79	к тому	6	4
80	во всяком	4	4
81	это и	3	4
82	но не	6	4
83	от него	6	4
84	же время	10	4
85	одно и	3	4
86	не могу	3	4
87	это я	3	4
88	на всю	2	4
89	хотя и	2	4
90	не о	4	4
91	в котором	3	4
92	быть и	2	4
93	так же	7	4
94	другой стороны	3	4
95	как раз	4	4
96	как мы	8	4
97	в душу	2	4
98	мы можем	2	4
99	к ней	2	4
100	он есть	2	4
101	и вообще	2	4
102	о том	2	4
103	как он	2	4
104	а он	3	3
105	всех этих	2	3
106	сознания и	4	3
107	тому что	2	3
108	в них	4	3
109	все равно	2	3
110	та же	4	3
111	этом смысле	3	3
112	или иной	4	3
113	но эта	2	3
114	что и	3	3
115	точек зрения	2	3
116	что я	13	3
117	что они	6	3
118	уже и	2	3
119	но что	2	3
120	ли это	2	3
121	конечно не	2	3
122	отношении к	7	3
123	он не	13	3
124	только с	3	3
125	в его	21	3
126	даже в	5	3
127	его с	5	3
128	друг другу	4	3
129	но только	3	3
130	что же	7	3
131	только на	4	3
132	в самом	6	3
133	но все	4	3
134	на самом	9	3
135	самом деле	10	3
136	только что	3	3
137	и тут	2	3
138	должно быть	3	3
139	жизнь и	2	3
140	конце концов	3	3
141	и та	2	3
142	в ней	2	3
143	даже и	3	3
144	нуждается в	3	3
145	и вы	2	3
146	только в	6	3
147	и все	15	3
148	бы в	4	3
149	другу как	2	3
150	на этом	2	2
151	не менее	2	2
152	того что	3	2
153	бы и	2	2
154	в виде	7	2
155	не знает	6	2
156	как в	5	2
157	но так	3	2
158	с этой	2	2
159	не как	3	2
160	и от	3	2
161	раз и	3	2
162	и другого	2	2
163	с другими	2	2
164	а просто	2	2
165	в каждом	6	2
166	вопрос о	2	2
167	себе самом	5	2
168	быть в	2	2
169	одна и	2	2
170	но конечно	2	2
171	в мире	4	2
172	ни было	3	2
173	как и	18	2
174	такой же	3	2
175	тому же	3	2
176	здесь в	2	2
177	для него	14	2
178	еще не	7	2
179	мы увидим	2	2
180	себе и	7	2
181	друг к	3	2
182	в него	3	2
183	всяком случае	4	2
184	мог бы	2	2
185	как можно	2	2
186	но уже	2	2
187	из них	3	2
188	в своей	4	2
189	к другу	3	2
190	к самому	5	2
191	для этого	2	2
192	что даже	2	2
193	с этим	3	2
194	а с	3	2
195	все эти	3	2
196	чтобы не	2	2
197	уже не	3	2
198	и у	4	2
199	можем сказать	2	2
200	и для	8	2
201	себе но	2	2
202	стремится к	6	2
203	мысли в	2	2
204	с ними	5	2
205	и так	4	2
206	же и	4	2
207	он и	5	2
208	в которых	2	2
209	что тут	2	2
210	но как	4	2
211	в другом	12	2
212	во всем	4	2
213	я в	4	2
214	и это	5	2
215	мне не	2	2
216	нет ни	2	2
217	время как	2	2
218	если и	2	2
219	это было	2	2
