N	2gram	Bakhtin_Pr_3	Literetu
1	и не	15	22
2	и в	53	16
3	в мире	5	16
4	при этом	3	15
5	не только	4	14
6	но и	7	14
7	в этом	8	14
8	а не	11	12
9	то что	9	12
10	может быть	12	12
11	в том	14	12
12	не в	2	10
13	своего рода	3	10
14	то же	6	9
15	так и	6	9
16	в то	5	9
17	в жизни	8	8
18	том что	5	8
19	не может	2	8
20	к себе	6	8
21	как бы	14	8
22	в своей	3	7
23	же время	5	7
24	точки зрения	4	7
25	только в	4	7
26	с его	2	6
27	с другой	2	6
28	еще не	5	6
29	в его	8	6
30	и т.п	31	6
31	и его	10	6
32	в себе	5	6
33	о том	2	6
34	это не	6	5
35	что он	4	5
36	в ее	3	5
37	тому же	2	5
38	как и	11	5
39	соответствии с	2	5
40	вместе с	2	5
41	как в	7	5
42	а в	2	5
43	именно в	2	5
44	в основе	5	5
45	что я	2	5
46	то есть	48	5
47	место в	2	4
48	но не	5	4
49	никогда не	2	4
50	по существу	5	4
51	как у	5	4
52	и если	3	4
53	в начале	2	4
54	и для	4	4
55	одним из	3	4
56	хотя и	4	4
57	из них	4	4
58	по отношению	2	4
59	жизни в	3	4
60	а также	4	4
61	как будто	2	4
62	том числе	11	3
63	все еще	3	3
64	прежде всего	15	3
65	а я	2	3
66	более того	6	3
67	а затем	4	3
68	в соответствии	2	3
69	например в	5	3
70	и к	5	3
71	на его	3	3
72	в самом	2	3
73	наконец в	2	3
74	и тем	2	3
75	жизни и	9	3
76	себе самому	6	3
77	и наконец	2	3
78	с точки	2	3
79	той же	5	3
80	потому что	5	3
81	по своей	9	3
82	и жизни	2	3
83	как это	2	3
84	в области	3	3
85	но в	5	3
86	между тем	2	3
87	что в	2	2
88	не менее	3	2
89	и одновременно	4	2
90	в конце	3	2
91	я не	4	2
92	к этому	4	2
93	в нем	10	2
94	и ее	6	2
95	выше и	2	2
96	числе и	10	2
97	того же	2	2
98	между людьми	3	2
99	можно сказать	8	2
100	особое место	2	2
101	было бы	5	2
102	со всеми	8	2
103	несмотря на	2	2
104	во всех	12	2
105	не могу	3	2
106	вплоть до	4	2
107	себя и	2	2
108	один из	6	2
109	что и	3	2
110	из ведущих	5	2
111	отношение к	6	2
112	с ней	3	2
113	как мы	5	2
114	во всей	4	2
115	человека в	3	2
116	и даже	2	2
117	жизни как	4	2
118	на свете	2	2
119	в своих	2	2
120	и на	18	2
121	мы и	2	2
122	и с	6	2
123	быть только	2	2
124	тем что	2	2
125	он в	2	2
126	далеко не	2	2
127	еще раз	5	2
128	не знает	4	2
129	его в	2	2
130	писателей в	2	2
131	и потому	5	2
132	здесь не	4	2
133	здесь как	3	2
134	мира и	2	2
135	ее в	3	2
