N	2gram	Potebnia_M_1	Psycholo
1	то что	10	32
2	и в	39	31
3	в том	26	30
4	и т	6	26
5	то есть	42	26
6	что в	22	23
7	может быть	27	22
8	таким образом	13	20
9	при помощи	2	20
10	при этом	6	19
11	так как	21	18
12	не может	22	17
13	как и	9	16
14	том что	16	16
15	и не	18	16
16	т п	4	16
17	точки зрения	8	15
18	только в	25	14
19	а не	21	13
20	не только	21	13
21	что и	6	13
22	так же	5	12
23	если мы	3	12
24	мы не	10	12
25	в этом	15	12
26	в самом	3	11
27	могут быть	9	11
28	не в	15	11
29	на то	2	10
30	в сущности	2	10
31	того что	8	10
32	потому что	52	10
33	по себе	10	9
34	как в	10	9
35	никогда не	4	8
36	вместе с	8	8
37	т д	4	8
38	и что	10	8
39	во всяком	3	8
40	что мы	4	8
41	есть в	2	7
42	только тогда	5	7
43	на основании	2	7
44	и его	5	7
45	заключается в	3	7
46	того чтобы	2	7
47	тому как	4	7
48	сказать что	3	7
49	о том	2	7
50	что это	3	6
51	этой теории	4	6
52	вовсе не	5	6
53	очевидно что	3	6
54	одной стороны	3	6
55	было бы	12	6
56	если бы	14	6
57	из этих	4	6
58	а в	5	6
59	для того	3	6
60	и даже	4	6
61	в его	5	6
62	и есть	2	5
63	само по	4	5
64	и все	3	5
65	тогда когда	9	5
66	показывает что	3	5
67	все же	6	5
68	так что	16	5
69	мы видим	4	5
70	с одной	3	5
71	для нас	9	5
72	она не	3	5
73	несмотря на	5	5
74	как бы	6	5
75	в целом	2	5
76	другой стороны	5	5
77	и для	5	5
78	то же	6	5
79	с и	3	5
80	отдельных лиц	2	5
81	с другой	7	5
82	подобно тому	3	5
83	в то	4	5
84	как будто	2	5
85	к тому	4	4
86	в которой	2	4
87	в виду	2	4
88	прежде всего	4	4
89	тому что	3	4
90	столь же	3	4
91	одной и	3	4
92	в себе	13	4
93	мы увидим	3	4
94	и если	2	4
95	у нас	2	4
96	и о	2	4
97	никак не	2	4
98	только из	3	4
99	в этих	7	4
100	со стороны	8	4
101	для всех	5	4
102	в своих	4	4
103	с этой	2	4
104	мы можем	2	4
105	там где	4	4
106	между тем	5	4
107	могло бы	3	4
108	под влиянием	2	3
109	не могут	4	3
110	как на	3	3
111	с тем	5	3
112	только не	2	3
113	в своем	3	3
114	в состоянии	3	3
115	только при	2	3
116	с в	5	3
117	точно так	11	3
118	что все	3	3
119	в каждом	4	3
120	должна быть	3	3
121	представить себе	3	3
122	вопрос о	4	3
123	в собственном	2	3
124	стороны и	2	3
125	а потому	10	3
126	что на	6	3
127	мысль что	5	3
128	но это	5	3
129	не будет	2	3
130	но не	8	3
131	все что	2	3
132	не можем	2	3
133	в этой	3	3
134	хотя и	3	3
135	в слове	8	3
136	он не	3	3
137	не есть	10	3
138	человека не	2	3
139	жизни и	2	3
140	в своей	3	3
141	и той	3	3
142	так и	13	3
143	разница между	3	3
144	что при	5	3
145	только на	3	3
146	не было	4	3
147	что оно	2	3
148	и других	4	3
149	от того	4	3
150	должны быть	7	3
151	тем же	2	3
152	и по	6	3
153	той же	3	3
154	в таком	5	3
155	и только	2	3
156	с этим	7	3
157	нуждается в	2	3
158	слова в	2	3
159	во всем	4	3
160	что самое	2	3
161	все то	2	3
162	и это	3	3
163	когда мы	2	3
164	мысли в	9	3
165	что по	3	3
166	на деле	4	3
167	но в	9	3
168	не менее	6	2
169	не существует	2	2
170	но совершенно	2	2
171	сама по	3	2
172	независимо от	6	2
173	этом смысле	4	2
174	в другой	3	2
175	всякое произведение	2	2
176	по этому	2	2
177	и как	6	2
178	в разные	2	2
179	себе представить	7	2
180	и без	3	2
181	в них	3	2
182	и во	3	2
183	и от	3	2
184	одного и	2	2
185	в применении	2	2
186	в жизни	3	2
187	с ним	3	2
188	и вместе	2	2
189	есть не	2	2
190	там же	9	2
191	а только	4	2
192	утверждает что	2	2
193	том и	2	2
194	тем не	6	2
195	есть для	2	2
196	уже не	2	2
197	и потому	5	2
198	что даже	2	2
199	есть нечто	4	2
200	того же	3	2
201	и может	2	2
202	по поводу	3	2
203	во внимание	3	2
204	и их	3	2
205	имеет место	2	2
206	из которого	3	2
207	к другим	2	2
208	том же	2	2
209	и следовательно	2	2
210	чувства и	13	2
211	речь и	2	2
212	и понятия	2	2
213	что речь	2	2
214	и тем	3	2
215	в нем	20	2
216	мы видели	4	2
217	но и	20	2
218	xviii в	2	2
219	что же	2	2
220	мысли и	9	2
221	как мы	2	2
222	только что	2	2
223	то и	7	2
224	в нас	7	2
225	в полном	2	2
226	по мнению	3	2
227	слова то	2	2
228	иначе как	2	2
229	применении к	2	2
230	тем самым	4	2
231	есть только	11	2
232	с точки	3	2
233	от него	4	2
234	что для	3	2
235	увидим что	4	2
236	к ним	2	2
237	бы ни	4	2
238	и с	3	2
239	одно из	3	2
240	в каком	6	2
241	как например	2	2
242	но как	3	2
243	в сознании	3	2
244	и то	3	2
245	бы в	4	2
246	с так	3	2
247	если же	5	2
248	таком случае	2	2
249	из этого	2	2
250	только то	2	2
251	к этой	3	2
252	то на	4	2
253	в одном	8	2
254	как она	3	2
255	стало быть	2	2
