N	2gram	Vygotskiy__2	Literetu
1	а не	7	20
2	и в	32	19
3	может быть	18	17
4	то же	13	12
5	и не	10	11
6	в том	37	10
7	как и	10	10
8	но и	10	10
9	состоит в	3	9
10	же время	2	9
11	не может	17	9
12	в этом	13	9
13	в то	5	9
14	с другой	3	8
15	не только	12	8
16	и даже	5	8
17	том что	21	7
18	то что	21	7
19	так и	3	7
20	не менее	8	6
21	в себе	2	6
22	при этом	13	6
23	и на	5	6
24	конечном счете	3	5
25	столь же	4	5
26	но не	2	5
27	он не	6	5
28	в конечном	3	5
29	вместе с	2	5
30	так в	2	5
31	того что	8	5
32	то есть	21	5
33	что в	20	4
34	в частности	3	4
35	не в	8	4
36	отнюдь не	5	4
37	того же	2	4
38	в ней	5	4
39	в его	2	4
40	один из	3	4
41	жизни и	4	4
42	и других	3	4
43	так что	3	4
44	другой стороны	2	4
45	мы не	3	4
46	каждый из	2	4
47	тем что	9	4
48	точки зрения	17	4
49	в искусстве	21	4
50	едва ли	4	4
51	никогда не	9	3
52	в поэзии	3	3
53	что он	13	3
54	в нем	4	3
55	по существу	3	3
56	и как	7	3
57	но это	2	3
58	такой же	7	3
59	в этой	6	3
60	и он	3	3
61	в сущности	7	3
62	во всех	3	3
63	том чтобы	3	3
64	вплоть до	2	3
65	данном случае	4	3
66	себе и	2	3
67	в их	3	3
68	и для	4	3
69	этом отношении	5	3
70	так как	12	3
71	с точки	10	3
72	как на	5	3
73	а в	4	3
74	и его	7	3
75	и то	3	3
76	и с	4	3
77	в данном	4	3
78	как к	3	3
79	ничего не	4	3
80	на этом	3	2
81	не было	2	2
82	первый раз	2	2
83	же как	4	2
84	с тем	11	2
85	для этого	3	2
86	в них	2	2
87	в какой	2	2
88	с этой	4	2
89	в конце	3	2
90	в виду	3	2
91	в одном	2	2
92	в жизни	4	2
93	в каждом	2	2
94	вовсе не	2	2
95	из того	2	2
96	и к	3	2
97	для нас	2	2
98	в ее	2	2
99	тем не	4	2
100	очевидно что	2	2
101	все что	2	2
102	и без	2	2
103	до конца	3	2
104	тот же	6	2
105	еще не	2	2
106	было бы	11	2
107	и сам	4	2
108	не так	2	2
109	как бы	6	2
110	в свое	2	2
111	не вполне	2	2
112	если в	2	2
113	в руках	2	2
114	что и	17	2
115	как он	2	2
116	все же	4	2
117	с ее	3	2
118	и т	10	2
119	в целом	4	2
120	не к	3	2
121	из них	4	2
122	могут быть	4	2
123	то как	3	2
124	и до	4	2
125	при всем	3	2
126	как раз	5	2
127	т п	8	2
128	и только	2	2
129	той же	8	2
130	а потому	2	2
131	к своему	2	2
132	но только	4	2
133	и что	22	2
134	для того	13	2
135	что не	3	2
136	из которых	2	2
137	хотя бы	3	2
138	а к	2	2
139	доверие к	2	2
140	в своих	9	2
141	в русском	2	2
142	потому что	21	2
143	в основе	11	2
144	есть по	4	2
145	подобно тому	2	2
146	в первый	2	2
147	но как	3	2
148	ту же	4	2
149	о том	6	2
150	произведения искусства	4	2
151	в художественном	6	2
152	тому как	3	2
153	как это	4	2
154	в него	2	2
155	поэзии и	7	2
156	могло бы	2	2
157	но в	3	2
