N	2gram	Bakhtin_Fr_2	Hudozhes
1	том что	4	16
2	и в	49	14
3	так и	6	13
4	в том	3	12
5	не только	17	12
6	при этом	5	12
7	о том	3	12
8	прежде всего	19	11
9	в этом	15	11
10	в себе	4	11
11	для него	9	10
12	в своей	5	10
13	у него	2	9
14	что он	3	9
15	как и	11	9
16	в качестве	2	9
17	то же	7	9
18	то что	6	8
19	же время	6	8
20	в этой	10	8
21	в то	6	8
22	в его	18	8
23	ничего не	2	8
24	еще не	2	7
25	как бы	11	7
26	не может	7	7
27	именно в	6	7
28	а в	4	7
29	никогда не	5	6
30	что в	2	6
31	было бы	3	6
32	жизни в	3	6
33	с его	5	5
34	в этих	4	5
35	может быть	5	5
36	только в	13	5
37	но и	13	5
38	жизни и	7	5
39	и его	17	5
40	можно было	3	5
41	ни в	3	5
42	точки зрения	6	5
43	но в	4	5
44	связи с	2	4
45	в своем	5	4
46	та же	2	4
47	и все	3	4
48	в духе	4	4
49	на то	2	4
50	можно сказать	2	4
51	и к	4	4
52	несмотря на	3	4
53	мы уже	6	4
54	в самом	3	4
55	и о	4	4
56	в ней	2	4
57	один из	7	4
58	из них	3	4
59	не было	4	4
60	в конце	2	4
61	и это	3	4
62	с ним	4	4
63	и с	6	4
64	но не	5	3
65	превращается в	3	3
66	но он	6	3
67	же в	3	3
68	это в	2	3
69	в литературе	6	3
70	в мире	2	3
71	и смерти	5	3
72	как мы	7	3
73	в ее	3	3
74	в пределах	2	3
75	своего времени	2	3
76	такого рода	2	3
77	по преимуществу	2	3
78	еще в	2	3
79	даже в	3	3
80	в нем	9	3
81	все же	7	3
82	в связи	2	3
83	этом отношении	3	3
84	все эти	7	3
85	лишь в	4	3
86	того чтобы	2	3
87	и даже	2	3
88	с точки	5	3
89	в своих	4	3
90	тем что	4	3
91	и на	17	3
92	как к	2	3
93	в творчестве	6	3
94	видит в	3	3
95	автора и	2	2
96	человек в	2	2
97	так в	3	2
98	о человеке	2	2
99	и потому	5	2
100	на фоне	2	2
101	в себя	6	2
102	да и	3	2
103	в другом	2	2
104	этот момент	4	2
105	одна из	4	2
106	до конца	2	2
107	одной из	2	2
108	раз в	3	2
109	себе и	2	2
110	проникнуть в	2	2
111	на его	2	2
112	в начале	5	2
113	в первую	2	2
114	значительной степени	2	2
115	в произведениях	2	2
116	хотя и	2	2
117	в него	2	2
118	сих пор	4	2
119	в форме	4	2
120	в их	2	2
121	все это	9	2
122	особенно в	2	2
123	и не	15	2
124	ключ к	2	2
125	на самом	2	2
126	там же	2	2
127	в значительной	3	2
128	на основе	2	2
129	с ее	3	2
130	характер и	4	2
131	еще раз	2	2
132	в художественном	2	2
133	здесь не	2	2
134	до сих	4	2
