N	2gram	Trubetskoy_1	Istorich
1	и в	23	26
2	так же	8	18
3	то что	18	16
4	не только	7	15
5	что в	8	14
6	может быть	16	14
7	же как	3	13
8	но и	9	12
9	между двумя	5	12
10	что он	7	10
11	так и	10	10
12	таким образом	31	10
13	при помощи	3	10
14	что и	7	9
15	все же	13	9
16	и не	8	9
17	его в	5	9
18	так как	7	9
19	мы знаем	10	8
20	то же	4	8
21	а в	3	8
22	в этих	3	7
23	как и	9	7
24	он не	3	7
25	знаем что	8	7
26	их в	2	7
27	в этом	12	7
28	таким же	3	6
29	в дальнейшем	2	6
30	что они	2	6
31	еще не	5	6
32	мы видели	2	6
33	вместе с	6	6
34	не может	17	6
35	к нему	2	6
36	и то	4	6
37	потому что	9	6
38	мы можем	6	6
39	совершенно так	4	6
40	у него	5	5
41	это не	3	5
42	к этому	5	5
43	но все	5	5
44	в силу	7	5
45	но не	2	5
46	и только	2	5
47	в его	5	5
48	и у	4	5
49	мы уже	4	5
50	до сих	8	5
51	сих пор	8	5
52	как мы	2	5
53	и что	8	5
54	из которых	4	5
55	и по	3	5
56	не в	8	5
57	с ними	2	5
58	и с	5	5
59	в другом	2	5
60	мы должны	4	5
61	но в	4	5
62	с другой	6	4
63	вовсе не	2	4
64	вопрос о	3	4
65	в тех	3	4
66	все что	9	4
67	даже в	3	4
68	другой стороны	5	4
69	тогда как	6	4
70	в которых	2	4
71	о том	7	4
72	только что	3	3
73	на вопрос	4	3
74	и более	2	3
75	сравнению с	5	3
76	что у	2	3
77	он должен	2	3
78	по сравнению	5	3
79	из этих	8	3
80	многих других	2	3
81	этом случае	4	3
82	для нас	3	3
83	в том	30	3
84	а затем	2	3
85	по существу	6	3
86	том что	19	3
87	и других	2	3
88	и при	6	3
89	во всем	3	3
90	при этом	9	3
91	она не	2	3
92	и если	6	3
93	как бы	10	3
94	все эти	19	3
95	на то	9	3
96	на него	2	3
97	данном случае	3	3
98	только тогда	2	3
99	на земле	3	3
100	случаях когда	3	3
101	те же	2	3
102	между ними	2	3
103	в данном	3	3
104	представление об	4	3
105	связи с	4	3
106	что мы	4	3
107	только в	6	3
108	что эта	4	3
109	не могут	4	2
110	из таких	2	2
111	с тем	2	2
112	должна быть	5	2
113	не менее	7	2
114	никогда не	4	2
115	в своем	10	2
116	с этим	11	2
117	и все	7	2
118	в одну	4	2
119	тем не	4	2
120	так что	5	2
121	есть в	2	2
122	в истории	3	2
123	одна из	2	2
124	от него	3	2
125	на этом	2	2
126	было бы	3	2
127	если бы	8	2
128	конечно не	3	2
129	между прочим	2	2
130	у нас	3	2
131	в частности	2	2
132	к ним	2	2
133	но для	2	2
134	хотя и	4	2
135	указывают на	3	2
136	по своей	7	2
137	вступают в	2	2
138	хотя бы	4	2
139	в нем	3	2
140	не есть	2	2
141	в целом	5	2
142	отношение к	4	2
143	другими словами	2	2
144	из них	5	2
145	выше мы	4	2
146	на том	2	2
147	от того	3	2
148	и их	5	2
149	все это	11	2
150	что это	5	2
151	в связи	3	2
152	этот вопрос	2	2
153	совершенно ясно	2	2
154	лишь в	5	2
155	того что	6	2
156	по его	2	2
157	и на	6	2
158	с этой	3	2
159	в виде	4	2
160	показывают что	2	2
161	в себе	5	2
162	в этой	6	2
163	этого слова	2	2
164	тех же	2	2
165	в области	4	2
