N	2gram	Potebnia_M_4	Myshleni
1	в процессе	3	27
2	и в	23	25
3	в том	23	23
4	том что	12	20
5	что в	17	17
6	так же	4	17
7	таким образом	24	17
8	с тем	7	16
9	как и	14	15
10	то что	29	15
11	в его	5	15
12	в этом	23	14
13	вместе с	6	14
14	может быть	26	13
15	так как	14	12
16	по своему	2	11
17	могли бы	4	11
18	на основании	4	11
19	как бы	5	10
20	и не	18	10
21	и что	7	10
22	того что	14	10
23	было бы	8	10
24	что и	7	10
25	только в	15	10
26	мы могли	2	9
27	связи с	3	9
28	как в	7	9
29	мы не	8	9
30	того чтобы	4	8
31	тем что	10	8
32	как мы	2	8
33	уже в	5	7
34	столь же	2	7
35	все эти	3	7
36	что мы	10	7
37	по себе	11	7
38	для того	6	7
39	мы можем	10	7
40	в области	2	7
41	самого начала	2	6
42	не менее	5	6
43	с другой	2	6
44	не в	11	6
45	и у	2	6
46	один из	2	6
47	не может	11	6
48	и на	3	6
49	потому что	33	6
50	мы должны	2	6
51	что он	4	6
52	в силу	7	6
53	не только	10	6
54	точки зрения	4	6
55	все это	5	6
56	можно было	2	6
57	слова и	5	6
58	так и	6	5
59	именно в	3	5
60	что это	7	5
61	к одному	3	5
62	тем не	4	5
63	и как	2	5
64	но это	3	5
65	для него	5	5
66	при этом	15	5
67	что она	2	5
68	и по	3	5
69	отношения между	2	5
70	человека и	3	5
71	если бы	13	5
72	мы уже	3	5
73	и к	6	5
74	о том	8	5
75	из которых	2	5
76	могут быть	7	5
77	и другое	2	5
78	не могут	2	4
79	независимо от	6	4
80	никогда не	3	4
81	в своем	8	4
82	из этих	2	4
83	на то	7	4
84	в смысле	3	4
85	к тому	3	4
86	значение слова	5	4
87	к которым	3	4
88	всяком случае	3	4
89	но и	11	4
90	от того	4	4
91	то и	4	4
92	друг друга	2	4
93	а в	5	4
94	сказать что	8	4
95	в то	4	4
96	с ним	5	4
97	мы имеем	4	4
98	тогда когда	8	4
99	что слово	10	4
100	с этим	7	4
101	и все	4	4
102	тем и	6	4
103	еще не	3	4
104	он не	2	4
105	связь между	3	4
106	той же	3	4
107	которые не	2	4
108	во всяком	5	4
109	этого слова	7	4
110	и это	2	4
111	там где	3	4
112	можно считать	2	3
113	что эти	3	3
114	в свою	2	3
115	как оно	2	3
116	переход от	3	3
117	формы в	3	3
118	в самом	3	3
119	не можем	5	3
120	в котором	4	3
121	и их	3	3
122	на том	2	3
123	по отношению	10	3
124	по признаку	2	3
125	с ними	3	3
126	в которых	3	3
127	их в	3	3
128	между тем	9	3
129	его в	4	3
130	как она	2	3
131	не как	2	3
132	состоит в	2	3
133	его к	2	3
134	мы видим	2	3
135	то в	3	3
136	сами по	2	3
137	не есть	9	3
138	если мы	2	3
139	это обстоятельство	2	3
140	между ними	4	3
141	этот вопрос	3	3
142	в виде	2	3
143	на деле	2	3
144	того как	6	3
145	слова в	3	2
146	то же	14	2
147	в этих	3	2
148	тому что	2	2
149	и вместе	3	2
150	для нас	14	2
151	так что	5	2
152	мы и	2	2
153	связь и	2	2
154	имеем дело	2	2
155	об отношении	2	2
156	все более	3	2
157	к другим	2	2
158	хотя и	5	2
159	в нем	7	2
160	заключает в	8	2
161	уже по	2	2
162	и только	3	2
163	относятся к	2	2
164	и других	3	2
165	здесь мы	2	2
166	этот признак	2	2
167	должно быть	5	2
168	что как	4	2
169	виде в	2	2
170	в своих	2	2
171	от одного	3	2
172	на его	3	2
173	и здесь	2	2
174	признаков в	3	2
175	слово с	6	2
176	бы в	2	2
177	что по	2	2
178	само по	5	2
179	из нее	2	2
180	в них	3	2
181	на котором	4	2
182	в одном	4	2
183	образом что	2	2
184	с нею	3	2
185	таким же	5	2
186	об этом	2	2
187	только потому	4	2
188	в таком	4	2
189	все что	2	2
190	есть и	2	2
191	но тем	2	2
192	указывает на	2	2
193	тот же	2	2
194	и может	4	2
195	мы в	3	2
196	и потому	10	2
197	оно не	2	2
198	отношению к	8	2
199	не будет	3	2
200	в мире	2	2
201	слова не	3	2
202	находится в	5	2
203	только что	3	2
204	внимание на	5	2
205	в течение	2	2
206	уже не	3	2
207	тем самым	4	2
208	в речи	3	2
209	на этот	2	2
210	и для	2	2
211	и его	2	2
212	или иначе	2	2
213	с другими	4	2
214	тому как	2	2
215	и то	5	2
216	в каком	4	2
217	в себе	14	2
218	этим последним	4	2
219	слова от	2	2
220	а как	2	2
