N	2gram	Vinokur_Ku_1	Myshleni
1	в том	30	28
2	и в	24	28
3	то что	9	28
4	в этом	14	27
5	того что	9	24
6	потому что	23	22
7	не может	7	19
8	том что	21	19
9	таким образом	12	18
10	что он	6	18
11	только в	11	18
12	что в	17	17
13	в силу	10	17
14	не только	10	16
15	так же	4	15
16	может быть	13	13
17	с помощью	7	13
18	точки зрения	14	13
19	тому что	3	11
20	и не	12	11
21	как бы	7	11
22	к тому	5	10
23	но и	6	10
24	по отношению	8	10
25	так как	9	10
26	но не	5	10
27	отношению к	9	10
28	того чтобы	17	10
29	с точки	9	10
30	могли бы	2	9
31	было бы	15	9
32	никогда не	2	8
33	в самом	10	8
34	еще не	5	8
35	тем самым	4	8
36	для того	16	8
37	тем что	8	8
38	того же	4	7
39	если бы	9	7
40	в нем	4	7
41	письменной речи	3	7
42	в сущности	3	7
43	в своем	3	7
44	заключается в	2	7
45	что оно	3	7
46	он не	2	7
47	вместе с	7	7
48	то же	8	7
49	между ними	2	7
50	можно было	6	7
51	там где	4	7
52	в которой	6	7
53	так что	4	6
54	и как	2	6
55	и что	5	6
56	не имеет	2	6
57	в то	2	6
58	когда мы	2	6
59	тогда когда	6	6
60	как и	2	6
61	можно сказать	3	6
62	так и	7	6
63	как раз	8	6
64	в области	7	6
65	не могут	2	5
66	иначе как	2	5
67	это не	7	5
68	вопрос о	2	5
69	в пределах	4	5
70	и тем	2	5
71	языка и	8	5
72	в разных	2	5
73	силу того	2	5
74	и на	4	5
75	и все	2	5
76	но в	2	5
77	речи и	5	5
78	что все	2	5
79	с тем	5	5
80	в зависимости	5	5
81	зависимости от	6	5
82	том же	2	5
83	того как	4	5
84	в этой	3	5
85	я не	2	4
86	именно в	6	4
87	в частности	4	4
88	на то	4	4
89	не в	11	4
90	переход от	4	4
91	например в	5	4
92	на этот	2	4
93	но если	2	4
94	к жизни	2	4
95	целый ряд	5	4
96	с этим	4	4
97	в состоянии	2	4
98	они не	3	4
99	в первом	3	4
100	мы имеем	6	4
101	ясно что	3	4
102	только тогда	3	4
103	в качестве	7	4
104	одного и	2	4
105	относится к	2	4
106	оно не	3	4
107	что и	4	4
108	и того	2	4
109	в той	5	4
110	той же	3	4
111	и то	3	4
112	в себе	3	4
113	что их	2	3
114	до того	2	3
115	из этих	4	3
116	в каждом	2	3
117	как это	3	3
118	очевидно что	3	3
119	это есть	2	3
120	есть в	4	3
121	что с	2	3
122	до конца	2	3
123	при этом	6	3
124	на его	3	3
125	в первую	4	3
126	хотя и	3	3
127	по мере	3	3
128	в целом	4	3
129	в их	3	3
130	как на	3	3
131	этом отношении	5	3
132	во втором	2	3
133	в системе	3	3
134	действия и	2	3
135	нуждается в	3	3
136	и здесь	3	3
137	на примере	2	3
138	а это	3	3
139	бы в	7	3
140	от этого	2	3
141	значение слова	3	3
142	с его	4	3
143	в них	7	3
144	по себе	2	3
145	это и	4	3
146	связи с	7	3
147	связано с	3	3
148	первую очередь	2	3
149	до сих	4	3
150	иначе говоря	2	3
151	один из	4	3
152	в его	12	3
153	только к	2	3
154	сих пор	4	3
155	как в	4	3
156	а не	8	3
157	что такое	6	3
158	и его	5	3
159	не менее	7	2
160	казалось бы	3	2
161	именно поэтому	2	2
162	в этих	4	2
163	для этого	3	2
164	с другой	7	2
165	с этой	2	2
166	была бы	3	2
167	прежде всего	9	2
168	а только	8	2
169	для нас	2	2
170	и более	2	2
171	самом деле	9	2
172	несмотря на	3	2
173	одним из	2	2
174	как они	2	2
175	и является	4	2
176	себе и	2	2
177	в котором	3	2
178	из них	4	2
179	если мы	2	2
180	все это	6	2
181	другой стороны	6	2
182	в связи	3	2
183	мы говорим	2	2
184	все эти	6	2
185	на том	3	2
186	с ними	4	2
187	в которых	6	2
188	с ним	5	2
189	том как	3	2
190	состоит в	3	2
191	были бы	2	2
192	языка в	12	2
193	когда оно	2	2
194	в одном	3	2
195	этом смысле	3	2
196	не с	3	2
197	этом случае	2	2
198	у нас	10	2
199	по существу	4	2
200	оно совершается	2	2
201	в своей	2	2
202	что если	2	2
203	этого слова	3	2
204	втором случае	2	2
205	все же	12	2
206	когда он	3	2
207	ее в	2	2
208	внимание на	4	2
209	не на	4	2
210	речи в	4	2
211	а в	5	2
212	уже из	2	2
213	но с	2	2
214	речь в	4	2
215	языка на	2	2
216	в данном	4	2
217	из области	4	2
218	как с	2	2
219	что я	2	2
220	к которому	3	2
221	что они	4	2
222	в определенных	2	2
