N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	4	44
2	и в	19	33
3	в этом	11	28
4	как бы	9	25
5	и что	3	25
6	потому что	3	24
7	для того	2	23
8	может быть	14	22
9	том что	8	22
10	того чтобы	2	22
11	что в	6	21
12	в том	18	21
13	о том	2	20
14	что он	3	20
15	как это	5	14
16	таким образом	3	13
17	и не	15	13
18	так же	2	13
19	сказать что	4	13
20	то есть	18	13
21	все это	2	13
22	к тому	4	12
23	в самом	5	12
24	если мы	2	12
25	он не	4	11
26	говорит что	2	10
27	что она	2	10
28	не может	7	10
29	в его	9	10
30	если бы	3	10
31	в этой	2	9
32	по себе	2	9
33	как раз	3	9
34	то же	10	9
35	в каком	2	8
36	в рассказе	3	8
37	в своем	2	7
38	в нем	5	7
39	не только	16	7
40	тому что	2	6
41	это не	2	6
42	в самой	2	6
43	все эти	2	6
44	но он	3	6
45	точки зрения	10	6
46	а не	9	6
47	всякий раз	2	6
48	в себе	9	6
49	никогда не	2	5
50	в какой	2	5
51	и как	3	5
52	в целом	3	5
53	и на	2	5
54	вовсе не	2	5
55	с ним	2	5
56	как и	2	5
57	и его	12	5
58	заключается в	2	5
59	и это	2	5
60	из этого	2	5
61	я не	2	4
62	в частности	13	4
63	а в	12	4
64	того что	4	4
65	либо в	2	4
66	в порядке	2	4
67	в жизни	2	4
68	об этом	2	4
69	одна из	2	4
70	никто не	2	4
71	и о	3	4
72	себя в	7	4
73	не будет	2	4
74	в своей	5	4
75	ее в	2	4
76	с точки	3	4
77	могла бы	2	4
78	только в	5	4
79	слова и	2	4
80	в которой	2	4
81	сама по	2	3
82	с одной	2	3
83	в сторону	2	3
84	что может	2	3
85	в мире	21	3
86	ни в	5	3
87	мы легко	2	3
88	в пределах	3	3
89	одной стороны	2	3
90	например в	3	3
91	с ее	5	3
92	но и	10	3
93	материала в	2	3
94	их в	3	3
95	в то	6	3
96	его в	2	3
97	в основе	4	3
98	в одном	2	3
99	говорить о	3	3
100	но не	11	3
101	несет в	2	3
102	что и	2	3
103	так и	11	3
104	как в	2	3
105	во всей	3	3
106	слова как	5	3
107	тем самым	4	3
108	и для	2	3
109	далеко не	2	3
110	этого слова	2	3
111	в той	3	3
112	место в	4	2
113	есть как	2	2
114	с другой	7	2
115	из этих	3	2
116	была бы	3	2
117	прежде всего	4	2
118	для понимания	2	2
119	времени и	2	2
120	же время	5	2
121	при этом	13	2
122	в виду	5	2
123	не является	4	2
124	один из	2	2
125	в их	5	2
126	другой стороны	5	2
127	именно в	2	2
128	одно из	2	2
129	не в	7	2
130	в художественном	4	2
131	и потому	2	2
132	мы имеем	6	2
133	но в	7	2
134	с его	6	2
135	в них	2	2
136	и к	3	2
137	в ее	5	2
138	в искусстве	7	2
139	представляет собой	10	2
140	а на	5	2
141	можно сказать	5	2
142	читателя в	3	2
143	во всех	3	2
144	иначе говоря	4	2
145	даже в	3	2
146	ни одно	2	2
147	не все	2	2
148	как говорит	3	2
149	принадлежит к	3	2
150	со стороны	2	2
151	не на	3	2
152	а с	2	2
153	сводится к	7	2
154	и то	4	2
155	между двумя	2	2
156	и ее	3	2
157	в русской	3	2
158	героя и	5	2
