N	2gram	Propp_Isto_3	Myslijsy
1	потому что	3	49
2	для нас	4	31
3	и в	22	24
4	может быть	11	23
5	то что	7	20
6	и не	12	19
7	а не	6	18
8	в том	9	18
9	что в	15	16
10	не только	14	15
11	при этом	2	13
12	было бы	3	13
13	не в	4	13
14	но не	7	12
15	не может	4	12
16	то же	6	12
17	мы можем	6	12
18	если бы	6	11
19	что и	9	11
20	вместе с	9	11
21	только в	4	11
22	таким образом	10	11
23	так что	5	10
24	как в	2	10
25	так как	7	10
26	независимо от	2	9
27	точно так	2	9
28	вовсе не	2	9
29	в нем	9	9
30	но и	12	9
31	то и	6	9
32	а в	6	8
33	том что	8	8
34	и на	4	8
35	в этом	17	8
36	могут быть	5	8
37	прежде всего	3	7
38	во всяком	2	7
39	всяком случае	2	7
40	как и	3	7
41	того что	5	7
42	тем что	4	7
43	с этим	8	7
44	в чем	3	7
45	связи с	6	6
46	с другой	7	6
47	в одном	2	6
48	и как	3	6
49	в свою	4	6
50	тем не	5	6
51	и т	16	6
52	не было	2	6
53	не имеет	2	6
54	есть только	2	6
55	между тем	2	6
56	в то	2	6
57	и уже	2	5
58	не менее	5	5
59	же в	2	5
60	что они	8	5
61	что не	2	5
62	о том	3	5
63	так и	2	5
64	в них	6	5
65	или не	2	5
66	из них	7	5
67	все же	5	5
68	во время	6	4
69	никогда не	3	4
70	из этих	3	4
71	образом в	2	4
72	что он	9	4
73	уже не	7	4
74	такой же	2	4
75	одна из	2	4
76	до сих	5	4
77	еще не	10	4
78	между прочим	3	4
79	в нее	2	4
80	время как	2	4
81	в котором	2	4
82	в некоторых	5	4
83	сих пор	5	4
84	так в	6	4
85	с одной	2	4
86	если не	2	4
87	и что	2	4
88	они не	4	4
89	от него	2	4
90	там где	7	4
91	то время	2	4
92	одном из	3	4
93	с тем	2	4
94	в других	4	4
95	но в	10	4
96	это не	6	3
97	и от	3	3
98	и все	3	3
99	на все	2	3
100	хотя и	2	3
101	от них	3	3
102	то это	2	3
103	что на	4	3
104	все что	3	3
105	но тем	2	3
106	одной стороны	2	3
107	но это	3	3
108	например в	2	3
109	относится к	2	3
110	не совсем	3	3
111	в ней	2	3
112	его в	3	3
113	но она	2	3
114	не с	2	3
115	в целом	3	3
116	себе в	2	3
117	со стороны	3	3
118	что она	5	3
119	находится в	4	3
120	т д	15	3
121	на ней	5	3
122	и у	3	3
123	и для	2	3
124	его не	3	3
125	той же	2	3
126	во многих	2	3
127	с ними	3	3
128	и то	2	3
129	далеко не	3	3
130	в этих	11	3
131	то не	2	3
132	не противоречит	5	2
133	всех этих	2	2
134	и есть	2	2
135	а то	2	2
136	в животном	2	2
137	и его	4	2
138	что у	3	2
139	превращается в	3	2
140	но он	4	2
141	и это	2	2
142	в жизни	2	2
143	состоит в	3	2
144	к этому	7	2
145	вопрос о	2	2
146	не дает	2	2
147	после того	2	2
148	мы знаем	2	2
149	у нас	4	2
150	но все	2	2
151	все эти	4	2
152	так же	3	2
153	на другой	2	2
154	у него	3	2
155	некоторых случаях	3	2
156	связано с	4	2
157	случаи когда	4	2
158	некоторое время	3	2
159	к ней	4	2
160	его на	2	2
161	в его	3	2
162	и потому	2	2
163	для нее	2	2
164	если это	3	2
165	не все	6	2
166	один из	5	2
167	не имеют	2	2
168	другой стороны	7	2
169	в связи	3	2
170	образом мы	2	2
171	и они	4	2
172	на самом	2	2
173	мы видим	8	2
174	друг друга	6	2
175	как это	4	2
176	или в	11	2
177	по отношению	2	2
178	и здесь	7	2
179	их в	3	2
180	сказать что	3	2
181	то мы	2	2
182	в другом	2	2
183	во все	2	2
184	или по	5	2
185	мы должны	7	2
186	на этом	4	2
