N	2gram	Propp_Isto_4	Formalny
1	т е	18	34
2	и в	26	24
3	в его	5	23
4	и не	9	20
5	так и	10	18
6	и пр	11	17
7	не может	6	16
8	в этом	7	15
9	в нем	2	14
10	может быть	14	14
11	таким образом	10	13
12	и т	27	12
13	в своем	2	11
14	не менее	2	11
15	как и	7	11
16	в своей	4	11
17	вовсе не	4	10
18	и их	2	10
19	то же	8	10
20	а не	6	10
21	и его	10	10
22	все это	2	9
23	то что	16	8
24	как в	7	8
25	т д	24	8
26	лишь в	2	8
27	и на	2	8
28	не в	5	8
29	и с	5	8
30	должна быть	2	7
31	не только	15	7
32	но и	12	7
33	и все	2	6
34	и здесь	5	6
35	было бы	2	6
36	в том	3	6
37	в этой	2	6
38	до сих	5	6
39	она не	3	6
40	еще не	6	6
41	как бы	3	6
42	сих пор	5	6
43	в целом	2	6
44	а в	8	6
45	все эти	3	6
46	как это	3	6
47	хотя бы	2	5
48	формы и	2	5
49	по себе	2	5
50	у нас	2	5
51	при этом	3	5
52	и др	5	5
53	не могло	2	5
54	как мы	5	5
55	того что	2	5
56	с другой	4	5
57	но в	5	5
58	мы увидим	3	4
59	главным образом	2	4
60	в частности	2	4
61	никогда не	2	4
62	если бы	2	4
63	конечно не	2	4
64	так же	18	4
65	в связи	2	4
66	что в	14	4
67	с этой	2	4
68	в истории	2	4
69	к этой	3	4
70	но не	5	3
71	связи с	3	3
72	он должен	3	3
73	что он	10	3
74	с помощью	2	3
75	смысле этого	2	3
76	его как	2	3
77	же происходит	3	3
78	это и	5	3
79	и как	5	3
80	но это	3	3
81	так например	2	3
82	не по	2	3
83	но для	2	3
84	он не	7	3
85	все же	9	3
86	же в	3	3
87	отношение к	2	3
88	когда он	6	3
89	в особенности	2	3
90	или же	3	3
91	и других	3	3
92	и даже	4	3
93	между ними	3	3
94	его в	9	3
95	в себе	2	3
96	этого слова	2	3
97	здесь не	4	3
98	в области	2	3
99	а как	2	2
100	и более	3	2
101	же как	13	2
102	с тем	2	2
103	в другой	3	2
104	его и	2	2
105	в лице	2	2
106	его с	2	2
107	это не	5	2
108	с этим	2	2
109	в одном	5	2
110	вопрос о	4	2
111	указать на	3	2
112	но эта	4	2
113	таким же	6	2
114	ни в	2	2
115	уже не	5	2
116	по существу	3	2
117	мы видели	6	2
118	но все	5	2
119	одна из	2	2
120	только в	3	2
121	но есть	2	2
122	и если	3	2
123	от того	2	2
124	на языке	2	2
125	что и	9	2
126	не есть	2	2
127	на него	3	2
128	вместе с	6	2
129	не дает	2	2
130	он в	4	2
131	эта связь	5	2
132	не на	3	2
133	и вот	2	2
134	и что	5	2
135	в самую	2	2
136	даже и	2	2
137	или на	2	2
138	чтобы он	2	2
139	на его	3	2
140	ничего не	5	2
141	тех же	2	2
142	во всем	3	2
143	могло бы	2	2
