N	2gram	Tiupa_Narr_1	Myslijsy
1	потому что	5	49
2	то есть	9	30
3	и в	11	24
4	может быть	15	23
5	в сознании	4	23
6	то что	9	20
7	и не	23	19
8	а не	13	18
9	в том	8	18
10	что в	3	16
11	по себе	4	15
12	не только	31	15
13	при этом	19	13
14	не в	6	13
15	в слове	3	13
16	но не	4	12
17	не может	8	12
18	то же	8	12
19	мы можем	2	12
20	если бы	7	11
21	что мы	2	11
22	вместе с	2	11
23	мы не	3	11
24	только в	12	11
25	для него	4	10
26	в себе	6	10
27	как в	4	10
28	тогда как	10	10
29	в нем	4	9
30	как бы	6	9
31	но и	27	9
32	а в	13	8
33	том что	7	8
34	и на	5	8
35	в этом	12	8
36	прежде всего	4	7
37	во всяком	2	7
38	всяком случае	2	7
39	сами по	2	7
40	как и	13	7
41	того что	4	7
42	в чем	2	7
43	связи с	2	6
44	с другой	2	6
45	в одном	4	6
46	и того	2	6
47	и как	3	6
48	свою очередь	2	6
49	в свою	2	6
50	тем не	3	6
51	не было	3	6
52	не имеет	2	6
53	между тем	3	6
54	между двумя	5	6
55	в то	4	6
56	и только	2	6
57	слова в	4	5
58	не менее	3	5
59	столь же	5	5
60	с ним	2	5
61	по мере	2	5
62	же в	2	5
63	что не	2	5
64	на то	2	5
65	о том	4	5
66	так и	5	5
67	для того	3	5
68	или не	4	5
69	из них	4	5
70	все же	4	5
71	никогда не	4	4
72	из этих	4	4
73	что он	3	4
74	уже не	8	4
75	одна из	4	4
76	до сих	2	4
77	еще не	4	4
78	в самом	6	4
79	сих пор	2	4
80	заключает в	2	4
81	так в	4	4
82	если не	2	4
83	тем самым	5	4
84	в таком	2	4
85	тому как	3	4
86	подобно тому	3	4
87	так сказать	2	4
88	но в	7	4
89	стало быть	3	4
90	это не	3	3
91	оно не	2	3
92	и от	2	3
93	и все	3	3
94	хотя и	4	3
95	что на	4	3
96	все что	2	3
97	в ней	4	3
98	если в	2	3
99	и тем	4	3
100	в целом	3	3
101	со стороны	8	3
102	и тогда	2	3
103	только что	2	3
104	и притом	2	3
105	быть не	3	3
106	человека в	2	3
107	только от	2	3
108	того кто	2	3
109	тем же	2	3
110	и для	2	3
111	с ними	2	3
112	и то	3	3
113	в этих	2	3
114	этого не	2	2
115	в нашем	3	2
116	и его	10	2
117	что у	4	2
118	хотя бы	2	2
119	в пространстве	3	2
120	в жизни	3	2
121	между ними	2	2
122	состоит в	10	2
123	зависит от	2	2
124	с его	4	2
125	что может	2	2
126	у нас	3	2
127	для одного	2	2
128	на другой	5	2
129	у него	7	2
130	же время	4	2
131	одно и	2	2
132	имеет место	4	2
133	в его	6	2
134	один из	6	2
135	на две	2	2
136	нами не	2	2
137	во времени	9	2
138	для обозначения	2	2
139	другой стороны	2	2
140	внимание на	4	2
141	и действия	2	2
142	в связи	2	2
143	самом деле	3	2
144	того чтобы	4	2
145	друг друга	2	2
146	как это	3	2
147	или в	6	2
148	по отношению	3	2
149	нас в	2	2
150	их в	3	2
151	сказать что	2	2
152	от сознания	2	2
153	это было	2	2
