N	2gram	Bakhtin_Fr_6	Formalny
1	и не	3	30
2	вовсе не	7	28
3	и в	41	27
4	может быть	2	25
5	не может	4	24
6	так и	5	21
7	и его	13	19
8	таким образом	17	18
9	в этом	12	18
10	а не	2	17
11	точки зрения	2	16
12	самом деле	4	16
13	в нем	16	15
14	то же	5	15
15	между ними	3	15
16	как и	7	14
17	с точки	2	14
18	не в	4	12
19	и от	4	11
20	в самом	10	11
21	но и	13	10
22	не могут	2	10
23	лишь в	2	9
24	так как	10	9
25	как его	2	9
26	не только	10	9
27	так же	5	9
28	что в	7	8
29	при этом	3	8
30	как бы	7	8
31	с помощью	6	8
32	и все	9	8
33	то что	10	8
34	как раз	2	8
35	как мы	12	8
36	только в	3	8
37	в том	2	7
38	же время	5	7
39	все это	11	7
40	потому что	3	7
41	в искусстве	3	7
42	в то	6	7
43	между тем	2	7
44	в его	7	7
45	если мы	2	7
46	там где	5	7
47	все время	4	6
48	с другой	4	6
49	все эти	11	6
50	здесь и	8	6
51	бы в	2	6
52	но в	8	6
53	в литературе	5	6
54	что он	6	6
55	более того	4	6
56	было бы	3	6
57	все же	4	6
58	в своей	2	6
59	и для	3	6
60	в данном	3	6
61	вместе с	6	6
62	никогда не	8	5
63	что именно	2	5
64	в дальнейшем	2	5
65	что они	2	5
66	того чтобы	4	5
67	и их	3	5
68	другой стороны	2	5
69	в одной	3	5
70	в ней	4	5
71	в результате	4	5
72	говорит он	2	5
73	в истории	2	5
74	большинстве случаев	5	5
75	но не	2	5
76	и потому	2	5
77	тем что	5	5
78	связи с	2	5
79	так сказать	2	5
80	уже в	4	4
81	прежде всего	10	4
82	он был	4	4
83	и как	4	4
84	в большинстве	4	4
85	до конца	2	4
86	мы видели	2	4
87	жизни и	3	4
88	данном случае	2	4
89	они не	3	4
90	и те	2	4
91	от всех	2	4
92	о том	9	4
93	как это	2	4
94	тогда когда	2	4
95	в ее	5	4
96	в романе	2	4
97	том что	7	4
98	в корне	2	4
99	конечно не	3	4
100	как в	4	4
101	роль в	4	4
102	мы не	2	4
103	из этого	4	4
104	что это	5	3
105	в этих	2	3
106	в конце	2	3
107	те же	3	3
108	для нас	2	3
109	должна быть	2	3
110	того что	3	3
111	одним из	4	3
112	в него	3	3
113	в эпоху	6	3
114	одной плоскости	2	3
115	той же	5	3
116	этом отношении	3	3
117	и что	5	3
118	и на	9	3
119	никак не	3	3
120	их в	2	3
121	сказать что	6	3
122	и с	16	3
123	в основе	4	3
124	романа в	3	3
125	в них	7	3
126	у нас	4	3
127	литературы и	2	3
128	они и	3	3
129	того же	4	3
130	мы уже	18	3
131	во всех	17	3
132	еще в	5	3
133	в той	5	3
134	не на	2	3
135	то он	2	3
136	в себе	5	3
137	он является	2	2
138	а на	2	2
139	мы еще	2	2
140	для этого	2	2
141	характерно что	2	2
142	переходит в	2	2
143	человека и	2	2
144	на все	3	2
145	всех этих	2	2
146	находятся в	2	2
147	но это	3	2
148	в этой	8	2
149	на этом	2	2
150	в следующей	6	2
151	как о	2	2
152	и очень	2	2
153	но если	2	2
154	в котором	4	2
155	и др	10	2
156	был бы	2	2
157	из них	5	2
158	в своем	5	2
159	но эта	2	2
160	именно на	4	2
161	следующей главе	6	2
162	и даже	4	2
163	одну из	2	2
164	из этих	2	2
165	как он	2	2
166	поэтому и	3	2
167	с его	5	2
168	превращается в	2	2
169	и во	2	2
170	в пределе	2	2
171	стороны и	2	2
172	говорить о	2	2
173	от него	2	2
174	связано с	3	2
175	мы увидим	3	2
176	кажется что	2	2
177	одной из	3	2
178	в целях	3	2
179	в сущности	8	2
180	за пределы	2	2
181	но оно	3	2
182	даже в	4	2
183	должен быть	2	2
184	но уже	2	2
185	и самый	3	2
186	это и	2	2
187	связаны с	7	2
188	в области	2	2
189	в эту	2	2
