N	2gram	Bakhtin_Fr_2	KulturaY
1	в том	3	30
2	и в	49	24
3	том что	4	21
4	что в	2	17
5	того чтобы	2	17
6	было бы	3	15
7	в этом	15	14
8	точки зрения	6	14
9	может быть	5	13
10	все же	7	12
11	таким образом	7	12
12	в его	18	12
13	и не	15	12
14	только в	13	11
15	вовсе не	10	10
16	в самом	3	10
17	не только	17	10
18	то что	6	9
19	прежде всего	19	9
20	с точки	5	9
21	о том	3	9
22	так как	6	9
23	то же	7	8
24	тем что	4	8
25	в них	13	7
26	с другой	4	7
27	связи с	2	7
28	в качестве	2	7
29	как бы	11	7
30	вместе с	2	7
31	не может	7	7
32	в области	4	7
33	так и	6	7
34	именно в	6	6
35	что он	3	6
36	при этом	5	6
37	в ней	2	6
38	но и	13	6
39	все это	9	6
40	другой стороны	3	6
41	можно было	3	6
42	все эти	7	6
43	но не	5	5
44	еще не	2	5
45	всяком случае	2	5
46	целый ряд	2	5
47	этом отношении	3	5
48	в виду	3	5
49	и вовсе	2	5
50	а в	4	5
51	и его	17	5
52	рядом с	6	5
53	во всяком	2	5
54	xix века	2	5
55	с ним	4	5
56	и с	6	5
57	учение о	2	4
58	с его	5	4
59	в этих	4	4
60	и потому	5	4
61	на то	2	4
62	в нем	9	4
63	в тех	2	4
64	же в	3	4
65	по существу	2	4
66	что они	2	4
67	есть в	2	4
68	в пределах	2	4
69	из них	3	4
70	в первую	2	4
71	это и	2	4
72	один из	7	4
73	сих пор	4	4
74	до сих	4	4
75	того как	2	4
76	в самой	2	4
77	так же	2	4
78	роль в	5	4
79	и на	17	4
80	из этих	5	4
81	там где	4	4
82	под влиянием	2	3
83	уже в	5	3
84	как на	4	3
85	в духе	4	3
86	можно сказать	2	3
87	в г	3	3
88	в этой	10	3
89	что слово	2	3
90	связано с	2	3
91	в сущности	8	3
92	и эти	2	3
93	в истории	6	3
94	даже в	3	3
95	на его	2	3
96	в своем	5	3
97	в связи	2	3
98	в особенности	5	3
99	не было	4	3
100	в их	2	3
101	и даже	2	3
102	несмотря на	3	3
103	с их	6	3
104	хотя и	2	3
105	даже и	2	3
106	нуждается в	2	3
107	себе в	2	3
108	в себе	4	3
109	здесь не	2	3
110	в одном	3	3
111	и более	4	2
112	для них	2	2
113	о чем	3	2
114	никогда не	5	2
115	превращается в	3	2
116	и все	3	2
117	что касается	2	2
118	на самом	2	2
119	в собственном	3	2
120	в смысле	2	2
121	в то	6	2
122	как и	11	2
123	но все	4	2
124	лишь как	2	2
125	же время	6	2
126	традиции в	2	2
127	тот же	5	2
128	в своей	5	2
129	по преимуществу	2	2
130	свое время	3	2
131	очень много	2	2
132	одним из	2	2
133	в свое	4	2
134	относится к	5	2
135	себе и	2	2
136	и значение	2	2
137	ее в	2	2
138	ни в	3	2
139	так например	2	2
140	смысл и	2	2
141	и становится	2	2
142	лишь в	4	2
143	как именно	2	2
144	мы наблюдаем	2	2
145	также и	3	2
146	и еще	2	2
147	во все	2	2
148	на эту	2	2
149	и под	3	2
150	до конца	2	2
151	ничего не	2	2
152	связанная с	2	2
153	но в	4	2
154	своего времени	2	2
