N	2gram	Bakhtin_Fr_1	VrazhdaK
1	в году	6	18
2	не только	10	9
3	в этом	15	8
4	и в	65	8
5	но и	10	7
6	что в	3	7
7	то что	3	7
8	и все	5	7
9	в нем	13	6
10	все же	6	6
11	и даже	8	6
12	в романе	2	6
13	как и	5	6
14	но в	14	6
15	и с	3	6
16	о нем	3	6
17	и не	22	5
18	между тем	5	5
19	во многом	2	4
20	для нас	4	4
21	как бы	22	4
22	все это	9	4
23	это не	3	4
24	что он	3	4
25	с ним	3	4
26	в своих	5	4
27	может быть	6	4
28	при этом	6	4
29	несмотря на	2	4
30	о том	2	4
31	в ней	6	4
32	в виду	3	4
33	с его	5	3
34	связи с	4	3
35	который был	2	3
36	в своем	8	3
37	и во	3	3
38	и у	6	3
39	он был	2	3
40	в том	16	3
41	и его	10	3
42	том что	6	3
43	в его	9	3
44	далеко не	3	3
45	его в	7	3
46	наряду с	2	3
47	в чем	2	3
48	одним из	2	3
49	он не	2	3
50	и т.п	17	2
51	в своей	5	2
52	и это	2	2
53	из них	4	2
54	никогда не	6	2
55	в них	5	2
56	как раз	3	2
57	не может	3	2
58	отношения к	2	2
59	начиная с	2	2
60	рядом с	5	2
61	это в	4	2
62	и образы	2	2
63	но это	3	2
64	в той	5	2
65	уже не	3	2
66	к себе	2	2
67	и он	2	2
68	с точки	3	2
69	же в	2	2
70	в этой	4	2
71	их в	2	2
72	но как	3	2
73	точки зрения	7	2
74	в себе	3	2
75	отношение к	4	2
76	для него	5	2
77	еще не	6	2
78	во время	4	2
79	в это	2	2
80	его на	2	2
