N	2gram	Propp_Isto_7	Problemy
1	и в	24	34
2	и не	4	29
3	как бы	4	27
4	что он	21	23
5	может быть	14	19
6	в нем	6	19
7	не может	14	19
8	и все	6	19
9	как и	6	18
10	к себе	3	17
11	но в	5	16
12	все это	8	16
13	и его	3	16
14	в этом	12	16
15	прежде всего	2	15
16	он не	6	15
17	то же	8	14
18	к нему	7	14
19	т е	16	12
20	но и	11	12
21	потому что	9	12
22	в то	2	12
23	вовсе не	4	11
24	то что	7	11
25	не только	21	10
26	не в	9	9
27	а не	8	9
28	героя и	5	9
29	никогда не	4	8
30	в самом	2	8
31	и т	17	8
32	так же	6	8
33	точки зрения	4	8
34	с ним	5	8
35	что в	13	7
36	и даже	3	7
37	все же	9	7
38	на него	2	7
39	как мы	3	7
40	что не	2	7
41	там где	5	7
42	что они	3	6
43	отношение к	5	6
44	что у	4	6
45	и на	2	6
46	с его	3	6
47	от него	3	6
48	мы уже	4	6
49	так и	5	6
50	только в	6	6
51	что это	6	5
52	это не	10	5
53	и от	2	5
54	в конце	3	5
55	так что	3	5
56	но все	4	5
57	и что	10	5
58	того что	6	5
59	себе и	3	5
60	из них	2	5
61	таким образом	7	5
62	а в	10	5
63	и так	2	5
64	и наконец	3	5
65	мы должны	4	5
66	что и	8	5
67	и у	2	5
68	в чем	5	5
69	на вопрос	4	4
70	с другой	9	4
71	ни в	2	4
72	но это	3	4
73	у него	10	4
74	при этом	4	4
75	на его	2	4
76	все эти	2	4
77	его в	3	4
78	так как	8	4
79	но не	6	4
80	еще не	8	4
81	как в	12	4
82	только на	2	4
83	тем что	6	4
84	он в	2	4
85	и это	2	4
86	ничего не	5	4
87	вместе с	7	4
88	не менее	5	3
89	уже в	3	3
90	в том	7	3
91	что его	2	3
92	его за	2	3
93	но для	2	3
94	хотя и	3	3
95	в котором	2	3
96	мы видели	7	3
97	другой стороны	8	3
98	ее как	2	3
99	в одной	2	3
100	это как	2	3
101	но он	2	3
102	во всем	2	3
103	как он	6	3
104	этого не	2	3
105	в ее	2	3
106	том что	10	3
107	кто бы	2	3
108	если не	4	3
109	что вы	2	2
110	тому что	2	2
111	вообще не	2	2
112	с этой	6	2
113	та же	2	2
114	не знал	2	2
115	и говорит	4	2
116	вопрос о	3	2
117	она в	3	2
118	тем не	4	2
119	мы знаем	2	2
120	и если	3	2
121	кажется что	3	2
122	в другой	3	2
123	например в	3	2
124	что такое	2	2
125	один из	7	2
126	он может	4	2
127	в форме	2	2
128	друг друга	2	2
129	по которому	2	2
130	отличается от	2	2
131	т д	16	2
132	увидим что	2	2
133	героя но	2	2
134	с этим	2	2
135	о том	9	2
136	герой не	3	2
137	сказать что	2	2
138	во время	6	2
139	всех этих	6	2
140	обращается к	3	2
141	он дает	3	2
142	в них	3	2
143	здесь и	2	2
144	лежит в	2	2
145	не знаю	3	2
146	знаю что	2	2
147	говорит о	2	2
148	того же	2	2
149	тот же	2	2
150	было бы	2	2
151	когда она	2	2
152	мы увидим	6	2
153	конечно не	2	2
154	во всех	7	2
155	к ней	2	2
156	своего рода	4	2
157	когда он	3	2
158	так в	4	2
159	уже не	2	2
160	и он	3	2
161	в которой	2	2
162	вступает в	3	2
163	сохраняется и	2	2
164	и ее	2	2
165	него и	3	2
166	которой он	3	2
167	все его	2	2
