N	2gram	Vygotskiy__3	Poddanst
1	не только	6	17
2	и в	25	14
3	и не	10	12
4	в области	7	11
5	в отношении	6	10
6	в этом	14	10
7	то же	2	9
8	в том	23	9
9	в качестве	12	9
10	в то	4	7
11	только в	10	7
12	но и	4	6
13	в смысле	4	6
14	было бы	10	6
15	с другой	6	5
16	не в	6	5
17	в которых	3	5
18	может быть	13	5
19	же в	2	4
20	в котором	3	4
21	то что	15	4
22	что в	17	4
23	если бы	5	4
24	в своем	4	4
25	не может	6	4
26	по себе	7	4
27	и к	5	4
28	а в	4	4
29	том что	20	4
30	на пути	2	4
31	мы должны	6	4
32	а также	2	4
33	как бы	10	4
34	и потому	2	4
35	сами по	3	3
36	в нем	2	3
37	с тем	16	3
38	столь же	7	3
39	с одной	5	3
40	прежде всего	4	3
41	заключается в	9	3
42	тем самым	2	3
43	для того	7	3
44	мы не	9	3
45	и как	5	3
46	с ними	3	3
47	между тем	3	3
48	но не	6	3
49	могут быть	5	3
50	точки зрения	6	3
51	в себе	2	3
52	что мы	7	3
53	тот же	2	3
54	одной стороны	5	3
55	наряду с	3	3
56	вслед за	3	3
57	потому что	6	3
58	хотя и	2	3
59	по характеру	2	2
60	в сфере	2	2
61	не менее	6	2
62	в мире	2	2
63	именно в	5	2
64	в частности	4	2
65	отнюдь не	4	2
66	заключает в	2	2
67	в них	2	2
68	все это	6	2
69	может ли	2	2
70	не столько	4	2
71	с этим	4	2
72	в жизни	3	2
73	главным образом	2	2
74	и других	2	2
75	которую мы	5	2
76	того что	10	2
77	должно быть	2	2
78	для нас	2	2
79	как на	2	2
80	если в	3	2
81	одна из	2	2
82	в силу	6	2
83	является в	3	2
84	в виде	3	2
85	переход от	3	2
86	по сравнению	4	2
87	в начале	2	2
88	из них	4	2
89	и это	4	2
90	в эту	2	2
91	в его	15	2
