N	2gram	Bakhtin_Fr_4	Vladivir
1	и в	29	40
2	то что	4	28
3	и не	16	25
4	не только	10	25
5	то есть	21	24
6	у него	5	24
7	но и	9	18
8	в том	7	18
9	том что	3	18
10	еще и	7	18
11	также и	4	17
12	в этом	11	16
13	в его	8	14
14	не может	2	14
15	точки зрения	4	13
16	вовсе не	9	13
17	только в	2	13
18	сказать что	5	12
19	даже и	2	12
20	в конце	9	12
21	никогда не	2	11
22	таким образом	20	11
23	о том	2	11
24	прежде всего	8	10
25	ни в	2	10
26	как раз	2	10
27	в году	3	10
28	и его	8	10
29	что это	5	9
30	уже не	2	9
31	и с	9	9
32	и то	2	9
33	в своей	5	9
34	в себе	3	9
35	в своем	3	8
36	в этой	13	8
37	может быть	2	8
38	так же	7	8
39	он не	3	8
40	а также	2	8
41	как мы	10	8
42	к тому	2	7
43	и как	3	7
44	хотя и	2	7
45	там же	3	7
46	в своих	2	7
47	так как	7	7
48	того что	3	7
49	в то	10	7
50	как и	12	7
51	и здесь	3	6
52	да и	2	6
53	кроме того	2	6
54	и даже	3	6
55	не мог	2	6
56	и на	11	6
57	то в	3	6
58	так и	11	6
59	с точки	2	6
60	но это	4	6
61	и это	2	6
62	с другой	4	5
63	все эти	9	5
64	в ней	3	5
65	что он	4	5
66	мы уже	10	5
67	между прочим	2	5
68	или менее	3	5
69	конце концов	4	5
70	тем что	4	5
71	дело в	2	5
72	более или	3	5
73	в дальнейшем	3	4
74	такой же	3	4
75	до конца	5	4
76	в котором	2	4
77	в результате	4	4
78	и все	13	4
79	но не	2	4
80	есть и	4	4
81	то время	2	4
82	здесь в	6	4
83	еще не	4	4
84	и о	5	4
85	то же	10	4
86	учения о	2	4
87	то он	2	4
88	все же	3	4
89	но в	12	4
90	перед нами	4	3
91	уже в	2	3
92	в качестве	3	3
93	это не	5	3
94	подобного рода	2	3
95	одной стороны	2	3
96	при этом	3	3
97	тех кто	2	3
98	как бы	8	3
99	в виду	2	3
100	в нем	5	3
101	к нему	3	3
102	мы видели	7	3
103	ни с	2	3
104	с одной	2	3
105	именно в	2	3
106	весь этот	2	3
107	как на	2	3
108	не столько	2	3
109	что здесь	3	3
110	церкви и	3	3
111	всякого рода	2	3
112	на самом	4	3
113	того чтобы	3	3
114	и у	2	3
115	и эта	2	3
116	и для	2	3
117	жизнь и	4	3
118	далеко не	5	3
119	здесь не	3	3
120	в чем	3	3
121	в нашем	4	2
122	в этих	2	2
123	все они	5	2
124	были в	4	2
125	он был	2	2
126	же время	8	2
127	и наконец	2	2
128	же и	3	2
129	и за	3	2
130	в их	2	2
131	другой стороны	3	2
132	в разных	3	2
133	но только	2	2
134	и по	5	2
135	бы на	2	2
136	и вполне	3	2
137	друг друга	2	2
138	же деле	2	2
139	и так	3	2
140	но как	3	2
141	по своей	3	2
142	его в	9	2
143	нет ничего	2	2
144	с его	4	2
145	это же	2	2
146	здесь и	3	2
147	в жизни	2	2
148	к этому	2	2
149	с таким	2	2
150	но мы	2	2
151	еще раз	2	2
152	и к	2	2
153	на первый	2	2
154	которых он	2	2
155	самом же	2	2
156	того же	5	2
157	из них	6	2
158	одной из	2	2
159	в сущности	6	2
160	по преимуществу	3	2
161	но оно	2	2
162	со стороны	2	2
163	из этого	2	2
164	есть о	2	2
165	не на	2	2
166	для того	3	2
167	роль в	3	2
168	связи с	2	2
169	в которой	4	2
170	же не	2	2
