N	2gram	Losev_Dial_1	FransuaR
1	и в	18	56
2	в его	3	18
3	все эти	2	15
4	в этом	12	14
5	в том	9	13
6	так и	9	13
7	в то	6	12
8	вещей и	2	11
9	в этих	5	11
10	как бы	11	11
11	в них	3	11
12	то же	10	11
13	же время	4	10
14	еще не	2	10
15	в эпоху	2	10
16	только в	3	9
17	в самом	3	9
18	но и	7	9
19	и не	30	9
20	том что	9	8
21	не только	13	8
22	в нем	16	8
23	сих пор	2	8
24	и их	2	8
25	все это	11	8
26	и даже	13	8
27	до сих	2	8
28	и с	5	8
29	в частности	2	7
30	как мы	4	7
31	прежде всего	10	6
32	вовсе не	7	6
33	мы видим	4	6
34	потому что	14	6
35	точки зрения	17	6
36	и все	3	6
37	но в	6	6
38	но не	4	5
39	никогда не	9	5
40	в отношении	5	5
41	ни с	6	5
42	как и	2	5
43	есть и	5	5
44	он не	3	5
45	один из	3	5
46	что в	13	5
47	не было	6	5
48	такой же	2	5
49	не был	2	4
50	и более	4	4
51	что это	11	4
52	в себе	11	4
53	они были	2	4
54	в качестве	2	4
55	конечно не	3	4
56	в ней	3	4
57	и потому	3	4
58	даже в	3	4
59	с одной	2	4
60	в основе	3	4
61	вещи и	2	4
62	во всем	2	4
63	о том	4	4
64	в особенности	5	4
65	так как	11	4
66	всех этих	3	3
67	в своем	5	3
68	как например	2	3
69	так что	15	3
70	здесь в	2	3
71	может быть	17	3
72	и о	3	3
73	что и	3	3
74	то что	13	3
75	образом и	2	3
76	в их	3	3
77	что для	3	3
78	еще и	3	3
79	не просто	7	3
80	мы находим	7	3
81	уже не	2	3
82	не в	6	3
83	и почти	3	3
84	сказать что	10	3
85	в другом	2	3
86	бы в	3	3
87	что одна	3	2
88	если бы	12	2
89	в виде	2	2
90	друг другу	3	2
91	с другой	6	2
92	это не	9	2
93	не как	2	2
94	и образ	6	2
95	и явлений	2	2
96	на самом	3	2
97	к этому	2	2
98	что он	11	2
99	бы и	2	2
100	можно сказать	6	2
101	точек зрения	3	2
102	ни было	2	2
103	и еще	3	2
104	ни в	15	2
105	говорит о	5	2
106	и как	7	2
107	но это	8	2
108	для него	2	2
109	одной стороны	2	2
110	было бы	12	2
111	из них	2	2
112	несмотря на	10	2
113	действительности и	3	2
114	себе и	2	2
115	ни о	5	2
116	а в	5	2
117	и эта	2	2
118	очень много	3	2
119	к ним	2	2
120	хотя и	4	2
121	в котором	4	2
122	точка зрения	2	2
123	все же	5	2
124	в своей	2	2
125	в мире	2	2
126	самом деле	3	2
127	дело не	2	2
128	что она	7	2
129	или менее	3	2
130	только на	3	2
131	другой стороны	4	2
132	так же	4	2
133	как раз	4	2
134	не может	12	2
135	в каком	8	2
136	а не	14	2
137	для того	2	2
138	к нему	8	2
139	и для	2	2
140	с точки	12	2
141	между собою	2	2
142	в данном	3	2
143	и то	9	2
144	с этой	2	2
145	и совершенно	2	2
146	также и	7	2
147	в которых	2	2
148	и при	2	2
149	ничто не	3	2
150	но с	3	2
151	он и	2	2
152	той или	7	2
153	для своего	2	2
154	что они	3	2
155	почти все	2	2
156	с ним	6	2
157	более или	3	2
158	грань между	2	2
159	нет ни	2	2
