N	2gram	Tiupa_Lite_1	KulturaY
1	и в	8	23
2	точки зрения	6	23
3	в том	16	22
4	не только	24	17
5	было бы	2	16
6	в этом	12	16
7	с точки	2	16
8	в области	3	14
9	может быть	13	14
10	самом деле	2	14
11	что в	3	13
12	в самом	3	13
13	не менее	7	12
14	потому что	3	12
15	том что	14	11
16	а не	16	11
17	того что	6	11
18	в его	7	11
19	можно было	2	11
20	и не	12	10
21	прежде всего	11	9
22	тем не	2	9
23	еще не	4	9
24	хотя бы	2	9
25	таким образом	3	9
26	лишь в	4	8
27	уже не	7	8
28	в виду	3	8
29	с другой	3	7
30	или иной	2	7
31	в данном	5	7
32	все эти	2	7
33	как это	8	7
34	для этого	4	6
35	что он	5	6
36	в силу	4	6
37	при этом	19	6
38	и тем	4	6
39	так и	4	6
40	в их	3	6
41	не может	5	6
42	то же	5	6
43	могут быть	2	6
44	связи с	6	6
45	только в	8	6
46	о том	2	6
47	в рамках	6	5
48	я не	7	5
49	и есть	3	5
50	как и	6	5
51	не в	8	5
52	как бы	7	5
53	все же	4	5
54	в связи	4	5
55	а в	3	5
56	также и	3	5
57	тем более	2	5
58	тем что	2	5
59	из этих	2	5
60	далеко не	3	5
61	один из	3	4
62	а также	5	4
63	в целом	8	4
64	того же	2	4
65	одной стороны	2	4
66	не случайно	2	4
67	столь же	4	4
68	в сущности	2	4
69	в своей	4	4
70	то что	10	4
71	данном случае	4	4
72	как в	5	4
73	как раз	4	4
74	в нашей	2	4
75	в своем	11	4
76	не было	3	4
77	с одной	2	4
78	тем самым	5	4
79	что не	2	4
80	что такое	2	4
81	в слове	2	4
82	не столько	5	4
83	между тем	2	4
84	отношения между	2	4
85	тех же	3	4
86	уже в	5	3
87	это уже	2	3
88	отнюдь не	2	3
89	это не	4	3
90	должна быть	2	3
91	xix века	6	3
92	к тому	2	3
93	с этой	5	3
94	но не	4	3
95	по поводу	2	3
96	по преимуществу	4	3
97	так называемого	2	3
98	то это	2	3
99	не есть	2	3
100	только то	2	3
101	но и	17	3
102	по отношению	3	3
103	тому же	2	3
104	той же	3	3
105	то он	2	3
106	этого рода	2	3
107	в то	5	3
108	я в	5	3
109	и только	2	3
110	бы не	3	3
111	я и	7	3
112	в частности	15	2
113	на том	2	2
114	все они	2	2
115	не как	4	2
116	раз и	2	2
117	и я	6	2
118	же это	2	2
119	состоит в	11	2
120	и того	2	2
121	в качестве	17	2
122	от языка	2	2
123	за пределы	2	2
124	однако в	2	2
125	его в	3	2
126	говоря уже	2	2
127	отношению к	2	2
128	в пределах	3	2
129	своего рода	11	2
130	не говоря	2	2
131	дело не	2	2
132	то и	2	2
133	в текст	2	2
134	в отличие	5	2
135	а потому	2	2
136	из того	2	2
137	чтобы не	2	2
138	именно так	2	2
139	более чем	3	2
140	тем же	3	2
141	на себя	2	2
142	во всяком	3	2
143	классической литературы	3	2
144	тому как	2	2
145	на этом	2	2
146	еще и	3	2
147	как он	2	2
148	в россии	2	2
149	относится к	2	2
150	здесь как	2	2
151	русской классической	7	2
152	отличие от	5	2
153	но в	3	2
